,TN_maize,NHx_maize
SEEDGWAS2401:MRG:4:250062438,89,250.5599976
SEEDGWAS2403:MRG:4:250062439,599,247.5299988
SEEDGWAS2407:MRG:4:250062443,376,1069.060059
SEEDGWAS242:MRG:4:250056191,418,1069.060059
SEEDGWAS2423:MRG:4:250062451,186,485.8800049
SEEDGWAS2424:MRG:4:250070042,181,363.2600098
SEEDGWAS2425:MRG:4:250070043,193,363.2600098
SEEDGWAS2426:MRG:4:250062452,NA,363.2600098
SEEDGWAS2429:MRG:4:250070046,333,1270.910034
SEEDGWAS243:MRG:4:250059017,469,940.4699707
SEEDGWAS2433:MRG:4:250062453,301,544.3800049
SEEDGWAS2434:MRG:4:250070050,414,544.3800049
SEEDGWAS2435:MRG:4:250062454,561,544.3800049
SEEDGWAS2436:MRG:4:250070051,358,544.3800049
SEEDGWAS2437:MRG:4:250062455,561,544.3800049
SEEDGWAS2438:MRG:4:250070052,308,544.3800049
SEEDGWAS2439:MRG:4:250070053,414,544.3800049
SEEDGWAS2440:MRG:4:250062456,414,544.3800049
SEEDGWAS2441:MRG:4:250062457,308,544.3800049
SEEDGWAS2442:MRG:4:250062458,537,544.3800049
SEEDGWAS2443:MRG:4:250062459,308,544.3800049
SEEDGWAS246:MRG:4:250059018,180,391.6099854
SEEDGWAS2462:MRG:4:250070069,118,36.41999817
SEEDGWAS2464:MRG:4:250070070,168,330.2000122
SEEDGWAS2466:MRG:4:250070071,201,363.2600098
SEEDGWAS2467:MRG:4:250070072,167,363.2600098
SEEDGWAS2468:MRG:4:250070073,160,363.2600098
SEEDGWAS2469:MRG:4:250070074,222,363.2600098
SEEDGWAS247:MRG:4:250059019,180,391.6099854
SEEDGWAS2470:MRG:4:250070075,151,363.2600098
SEEDGWAS2472:MRG:4:250070076,329,363.2600098
SEEDGWAS2473:MRG:4:250062462,329,363.2600098
SEEDGWAS2474:MRG:4:250062463,183,363.2600098
SEEDGWAS2475:MRG:4:250062464,308,544.3800049
SEEDGWAS2476:MRG:4:250062465,118,36.41999817
SEEDGWAS2479:MRG:4:250062467,251,363.2600098
SEEDGWAS2480:MRG:4:250062468,308,363.2600098
SEEDGWAS2481:MRG:4:250062469,237,363.2600098
SEEDGWAS2482:MRG:4:250070078,NA,363.2600098
SEEDGWAS249:MRG:4:250059020,206,391.6099854
SEEDGWAS2490:MRG:4:250062473,189,363.2600098
SEEDGWAS2491:MRG:4:250070082,189,363.2600098
SEEDGWAS2494:MRG:4:250062474,259,491.2799988
SEEDGWAS2495:MRG:4:250062475,NA,544.3800049
SEEDGWAS2496:MRG:4:250062476,NA,544.3800049
SEEDGWAS2497:MRG:4:250070086,168,363.2600098
SEEDGWAS2498:MRG:4:250062477,231,363.2600098
SEEDGWAS2499:MRG:4:250070087,140,363.2600098
SEEDGWAS250:MRG:4:250059021,192,391.6099854
SEEDGWAS2501:MRG:4:250062509,177,363.2600098
SEEDGWAS2502:MRG:4:250062510,434,599.789978
SEEDGWAS2504:MRG:4:250062511,630,363.2600098
SEEDGWAS2507:MRG:4:250062512,NA,544.3800049
SEEDGWAS2508:MRG:4:250062513,274,544.3800049
SEEDGWAS251:MRG:4:250059022,199,863.25
SEEDGWAS2511:MRG:4:250062514,428,599.789978
SEEDGWAS2513:MRG:4:250062516,167,458.7999878
SEEDGWAS2518:MRG:4:250062520,238,250.5599976
SEEDGWAS2521:MRG:4:250062522,326,195.3300018
SEEDGWAS2522:MRG:4:250062523,178,250.5599976
SEEDGWAS2527:MRG:4:250062527,355,1069.060059
SEEDGWAS2528:MRG:4:250062528,NA,132.8500061
SEEDGWAS2530:MRG:4:250062529,283,344.1400146
SEEDGWAS2531:MRG:4:250062530,336,344.1400146
SEEDGWAS2533:MRG:4:250062531,426,344.1400146
SEEDGWAS2535:MRG:4:250062532,217,344.1400146
SEEDGWAS254:MRG:4:250059023,266,863.25
SEEDGWAS2558:MRG:4:250062536,218,564.4799805
SEEDGWAS256:MRG:4:250059024,239,485.8800049
SEEDGWAS2560:MRG:4:250062537,206,344.1400146
SEEDGWAS2561:MRG:4:250062538,NA,544.3800049
SEEDGWAS2562:MRG:4:250062539,NA,544.3800049
SEEDGWAS2563:MRG:4:250062540,348,344.1400146
SEEDGWAS2564:MRG:4:250062541,147,330.2000122
SEEDGWAS2566:MRG:4:250062542,164,544.3800049
SEEDGWAS257:MRG:4:250059025,NA,485.8800049
SEEDGWAS2572:MRG:4:250062543,161,330.2000122
SEEDGWAS2577:MRG:4:250062544,NA,599.789978
SEEDGWAS2578:MRG:4:250062545,443,599.789978
SEEDGWAS2579:MRG:4:250070088,195,363.2600098
SEEDGWAS258:MRG:4:250059026,NA,485.8800049
SEEDGWAS2580:MRG:4:250070089,195,363.2600098
SEEDGWAS2581:MRG:4:250070090,180,363.2600098
SEEDGWAS2582:MRG:4:250070091,187,544.3800049
SEEDGWAS2585:MRG:4:250070092,195,363.2600098
SEEDGWAS2589:MRG:4:250070094,187,544.3800049
SEEDGWAS259:MRG:4:250059027,238,485.8800049
SEEDGWAS2590:MRG:4:250070095,424,544.3800049
SEEDGWAS2593:MRG:4:250070096,220,544.3800049
SEEDGWAS2594:MRG:4:250070097,198,544.3800049
SEEDGWAS2595:MRG:4:250062546,544,344.1400146
SEEDGWAS2596:MRG:4:250068732,268,599.789978
SEEDGWAS2597:MRG:4:250062547,443,599.789978
SEEDGWAS2598:MRG:4:250068733,NA,330.2000122
SEEDGWAS2599:MRG:4:250068734,194,330.2000122
SEEDGWAS260:MRG:4:250059028,191,391.6099854
SEEDGWAS2600:MRG:4:250062548,156,330.2000122
SEEDGWAS2601:MRG:4:250062549,240,544.3800049
SEEDGWAS2602:MRG:4:250068735,199,363.2600098
SEEDGWAS2603:MRG:4:250068736,161,363.2600098
SEEDGWAS2605:MRG:4:250062550,451,599.789978
SEEDGWAS2607:MRG:4:250068737,167,363.2600098
SEEDGWAS2608:MRG:4:250068738,222,363.2600098
SEEDGWAS2609:MRG:4:250062551,224,458.7999878
SEEDGWAS2610:MRG:4:250062552,222,564.4799805
SEEDGWAS2611:MRG:4:250062553,360,715.8800049
SEEDGWAS2613:MRG:4:250062554,360,715.8800049
SEEDGWAS2614:MRG:4:250062555,372,715.8800049
SEEDGWAS2615:MRG:4:250062556,368,715.8800049
SEEDGWAS2616:MRG:4:250062557,530,1069.060059
SEEDGWAS2617:MRG:4:250062558,522,1069.060059
SEEDGWAS2618:MRG:4:250062559,522,1069.060059
SEEDGWAS2619:MRG:4:250062560,522,1069.060059
SEEDGWAS2620:MRG:4:250062561,265,190.4700012
SEEDGWAS2621:MRG:4:250068739,236,544.3800049
SEEDGWAS2622:MRG:4:250068740,164,330.2000122
SEEDGWAS2623:MRG:4:250068741,NA,363.2600098
SEEDGWAS2625:MRG:4:250062562,274,544.3800049
SEEDGWAS2626:MRG:4:250068742,157,363.2600098
SEEDGWAS2627:MRG:4:250062563,274,544.3800049
SEEDGWAS2628:MRG:4:250062564,137,599.789978
SEEDGWAS263:MRG:4:250059029,203,391.6099854
SEEDGWAS2630:MRG:4:250062566,156,330.2000122
SEEDGWAS2631:MRG:4:250068743,151,264.7799988
SEEDGWAS2632:MRG:4:250068745,194,25.63999939
SEEDGWAS2633:MRG:4:250068746,124,25.63999939
SEEDGWAS2634:MRG:4:250068747,156,363.2600098
SEEDGWAS2635:MRG:4:250068748,204,544.3800049
SEEDGWAS2636:MRG:4:250068749,177,363.2600098
SEEDGWAS2637:MRG:4:250062567,177,363.2600098
SEEDGWAS2638:MRG:4:250062568,177,363.2600098
SEEDGWAS2639:MRG:4:250068750,102,132.8500061
SEEDGWAS264:MRG:4:250059030,179,485.8800049
SEEDGWAS2640:MRG:4:250068751,119,132.8500061
SEEDGWAS2641:MRG:4:250062569,203,363.2600098
SEEDGWAS2647:MRG:4:250062575,191,458.7999878
SEEDGWAS2656:MRG:4:250068753,145,25.63999939
SEEDGWAS266:MRG:4:250059031,510,134.0700073
SEEDGWAS267:MRG:4:250059032,762,134.0700073
SEEDGWAS2670:MRG:4:250068754,287,544.3800049
SEEDGWAS2671:MRG:4:250068755,361,544.3800049
SEEDGWAS2672:MRG:4:250068756,183,363.2600098
SEEDGWAS2673:MRG:4:250062593,496,599.789978
SEEDGWAS2674:MRG:4:250062595,NA,363.2600098
SEEDGWAS2677:MRG:4:250062597,261,363.2600098
SEEDGWAS2678:MRG:4:250062598,NA,363.2600098
SEEDGWAS2679:MRG:4:250068757,200,363.2600098
SEEDGWAS2680:MRG:4:250068758,211,363.2600098
SEEDGWAS2682:MRG:4:250068760,206,363.2600098
SEEDGWAS2686:MRG:4:250062601,314,599.789978
SEEDGWAS2689:MRG:4:250068763,200,363.2600098
SEEDGWAS269:MRG:4:250059033,337,134.0700073
SEEDGWAS2691:MRG:4:250068764,NA,599.789978
SEEDGWAS2692:MRG:4:250068766,279,599.789978
SEEDGWAS2696:MRG:4:250068767,410,363.2600098
SEEDGWAS2697:MRG:4:250068768,266,599.789978
SEEDGWAS2699:MRG:4:250068769,236,599.789978
SEEDGWAS270:MRG:4:250059034,462,344.1400146
SEEDGWAS2700:MRG:4:250062602,246,599.789978
SEEDGWAS2701:MRG:4:250062603,NA,599.789978
SEEDGWAS2702:MRG:4:250062604,188,363.2600098
SEEDGWAS2703:MRG:4:250063906,260,363.2600098
SEEDGWAS2704:MRG:4:250068770,198,363.2600098
SEEDGWAS2706:MRG:4:250068772,157,330.2000122
SEEDGWAS2707:MRG:4:250068773,150,363.2600098
SEEDGWAS2709:MRG:4:250068774,248,363.2600098
SEEDGWAS2710:MRG:4:250068775,194,363.2600098
SEEDGWAS2711:MRG:4:250063907,248,363.2600098
SEEDGWAS2712:MRG:4:250063908,496,599.789978
SEEDGWAS2715:MRG:4:250068778,277,599.789978
SEEDGWAS272:MRG:4:250059035,510,195.7400055
SEEDGWAS2721:MRG:4:250063912,248,363.2600098
SEEDGWAS2722:MRG:4:250068780,154,330.2000122
SEEDGWAS2723:MRG:4:250068781,304,363.2600098
SEEDGWAS2726:MRG:4:250068784,207,344.1400146
SEEDGWAS2729:MRG:4:250068785,387,599.789978
SEEDGWAS273:MRG:4:250059036,524,113.8600006
SEEDGWAS2732:MRG:4:250063915,363,599.789978
SEEDGWAS2734:MRG:4:250063916,363,599.789978
SEEDGWAS2735:MRG:4:250068787,220,599.789978
SEEDGWAS2737:MRG:4:250068788,158,363.2600098
SEEDGWAS2741:MRG:4:250063919,442,833.789978
SEEDGWAS2746:MRG:4:250063923,258,363.2600098
SEEDGWAS2747:MRG:4:250068789,232,363.2600098
SEEDGWAS2748:MRG:4:250063924,232,363.2600098
SEEDGWAS2749:MRG:4:250068790,191,363.2600098
SEEDGWAS275:MRG:4:250059037,NA,34.88999939
SEEDGWAS2750:MRG:4:250068791,444,363.2600098
SEEDGWAS2751:MRG:4:250063925,335,363.2600098
SEEDGWAS2752:MRG:4:250068792,298,363.2600098
SEEDGWAS2754:MRG:4:250063927,293,599.789978
SEEDGWAS2755:MRG:4:250063928,486,599.789978
SEEDGWAS2756:MRG:4:250063929,486,599.789978
SEEDGWAS2757:MRG:4:250063930,460,599.789978
SEEDGWAS276:MRG:4:250059038,NA,34.88999939
SEEDGWAS2760:MRG:4:250063931,503,544.3800049
SEEDGWAS2761:MRG:4:250063932,503,544.3800049
SEEDGWAS2764:MRG:4:250063933,363,544.3800049
SEEDGWAS2765:MRG:4:250063934,537,544.3800049
SEEDGWAS2766:MRG:4:250063935,313,544.3800049
SEEDGWAS2767:MRG:4:250063936,313,544.3800049
SEEDGWAS2768:MRG:4:250063937,313,544.3800049
SEEDGWAS2769:MRG:4:250068795,226,544.3800049
SEEDGWAS277:MRG:4:250059039,422,342.6799927
SEEDGWAS2770:MRG:4:250063938,363,544.3800049
SEEDGWAS2771:MRG:4:250063939,361,544.3800049
SEEDGWAS2772:MRG:4:250063941,537,544.3800049
SEEDGWAS2773:MRG:4:250063942,393,544.3800049
SEEDGWAS2774:MRG:4:250063943,313,544.3800049
SEEDGWAS2775:MRG:4:250063944,313,544.3800049
SEEDGWAS2776:MRG:4:250063945,313,544.3800049
SEEDGWAS2777:MRG:4:250063946,313,544.3800049
SEEDGWAS2778:MRG:4:250068796,363,544.3800049
SEEDGWAS2779:MRG:4:250063947,361,544.3800049
SEEDGWAS278:MRG:4:250059041,422,34.88999939
SEEDGWAS2781:MRG:4:250063948,270,544.3800049
SEEDGWAS2782:MRG:4:250068797,270,544.3800049
SEEDGWAS2783:MRG:4:250063949,537,544.3800049
SEEDGWAS2784:MRG:4:250068798,452,544.3800049
SEEDGWAS2787:MRG:4:250063950,173,230.1499939
SEEDGWAS2788:MRG:4:250068800,173,230.1499939
SEEDGWAS2789:MRG:4:250068801,173,230.1499939
SEEDGWAS279:MRG:4:250059042,280,342.6799927
SEEDGWAS2790:MRG:4:250068802,535,230.1499939
SEEDGWAS2791:MRG:4:250068803,205,230.1499939
SEEDGWAS2793:MRG:4:250068804,193,156.8399963
SEEDGWAS2794:MRG:4:250063951,564,156.8399963
SEEDGWAS2795:MRG:4:250068805,686,156.8399963
SEEDGWAS2796:MRG:4:250068806,186,330.2000122
SEEDGWAS2797:MRG:4:250068807,206,363.2600098
SEEDGWAS2798:MRG:4:250068808,170,363.2600098
SEEDGWAS2799:MRG:4:250063952,189,330.2000122
SEEDGWAS2800:MRG:4:250063953,252,363.2600098
SEEDGWAS2801:MRG:4:250068809,243,599.789978
SEEDGWAS2802:MRG:4:250068810,243,599.789978
SEEDGWAS2804:MRG:4:250063954,308,599.789978
SEEDGWAS2806:MRG:4:250063955,227,599.789978
SEEDGWAS2807:MRG:4:250063956,NA,599.789978
SEEDGWAS2809:MRG:4:250068811,NA,599.789978
SEEDGWAS2810:MRG:4:250068812,NA,599.789978
SEEDGWAS2811:MRG:4:250068813,291,599.789978
SEEDGWAS2812:MRG:4:250068814,243,599.789978
SEEDGWAS2813:MRG:4:250068815,NA,599.789978
SEEDGWAS2814:MRG:4:250068816,265,599.789978
SEEDGWAS2815:MRG:4:250063957,205,599.789978
SEEDGWAS2816:MRG:4:250068817,263,599.789978
SEEDGWAS2817:MRG:4:250068818,244,599.789978
SEEDGWAS2818:MRG:4:250063958,256,599.789978
SEEDGWAS2819:MRG:4:250068819,NA,599.789978
SEEDGWAS2820:MRG:4:250068820,233,599.789978
SEEDGWAS2821:MRG:4:250068821,291,599.789978
SEEDGWAS2822:MRG:4:250063959,236,599.789978
SEEDGWAS2823:MRG:4:250068822,244,599.789978
SEEDGWAS2824:MRG:4:250068823,244,599.789978
SEEDGWAS2825:MRG:4:250063960,291,599.789978
SEEDGWAS2826:MRG:4:250068824,NA,599.789978
SEEDGWAS2827:MRG:4:250068825,374,599.789978
SEEDGWAS2828:MRG:4:250063961,374,599.789978
SEEDGWAS2829:MRG:4:250063962,267,599.789978
SEEDGWAS2830:MRG:4:250068826,267,599.789978
SEEDGWAS2831:MRG:4:250068827,254,599.789978
SEEDGWAS2832:MRG:4:250068859,237,599.789978
SEEDGWAS2834:MRG:4:250068860,213,599.789978
SEEDGWAS2835:MRG:4:250068861,213,599.789978
SEEDGWAS2838:MRG:4:250063963,NA,599.789978
SEEDGWAS2839:MRG:4:250063964,213,599.789978
SEEDGWAS2842:MRG:4:250068863,191,363.2600098
SEEDGWAS2843:MRG:4:250068864,212,363.2600098
SEEDGWAS2844:MRG:4:250068865,212,363.2600098
SEEDGWAS2845:MRG:4:250063965,212,363.2600098
SEEDGWAS2846:MRG:4:250063966,299,363.2600098
SEEDGWAS2847:MRG:4:250063967,321,363.2600098
SEEDGWAS2848:MRG:4:250063968,298,363.2600098
SEEDGWAS2852:MRG:4:250063969,NA,599.789978
SEEDGWAS2853:MRG:4:250063970,231,599.789978
SEEDGWAS2854:MRG:4:250063971,231,599.789978
SEEDGWAS2855:MRG:4:250063972,231,599.789978
SEEDGWAS2856:MRG:4:250068867,231,599.789978
SEEDGWAS2857:MRG:4:250068868,231,599.789978
SEEDGWAS2858:MRG:4:250063973,231,599.789978
SEEDGWAS2859:MRG:4:250063974,231,599.789978
SEEDGWAS2860:MRG:4:250068869,231,599.789978
SEEDGWAS2862:MRG:4:250068870,233,599.789978
SEEDGWAS2863:MRG:4:250068871,233,599.789978
SEEDGWAS2864:MRG:4:250068872,233,599.789978
SEEDGWAS2867:MRG:4:250063975,207,599.789978
SEEDGWAS2868:MRG:4:250063976,NA,599.789978
SEEDGWAS2871:MRG:4:250068873,NA,599.789978
SEEDGWAS2872:MRG:4:250063977,NA,599.789978
SEEDGWAS2874:MRG:4:250068874,NA,599.789978
SEEDGWAS2875:MRG:4:250068875,NA,599.789978
SEEDGWAS2876:MRG:4:250068876,NA,599.789978
SEEDGWAS2877:MRG:4:250068877,NA,599.789978
SEEDGWAS2880:MRG:4:250063979,265,599.789978
SEEDGWAS2881:MRG:4:250068878,247,599.789978
SEEDGWAS2882:MRG:4:250068879,287,599.789978
SEEDGWAS2883:MRG:4:250068881,287,599.789978
SEEDGWAS2884:MRG:4:250068882,287,599.789978
SEEDGWAS2889:MRG:4:250068885,329,363.2600098
SEEDGWAS2890:MRG:4:250068886,231,363.2600098
SEEDGWAS2892:MRG:4:250068887,291,544.3800049
SEEDGWAS2893:MRG:4:250068888,199,599.789978
SEEDGWAS2894:MRG:4:250068889,NA,216.1699982
SEEDGWAS2895:MRG:4:250068890,183,363.2600098
SEEDGWAS2896:MRG:4:250063982,189,363.2600098
SEEDGWAS2897:MRG:4:250068891,195,599.789978
SEEDGWAS2898:MRG:4:250063983,255,599.789978
SEEDGWAS2899:MRG:4:250063984,232,599.789978
SEEDGWAS2900:MRG:4:250068892,NA,599.789978
SEEDGWAS2901:MRG:4:250063985,231,363.2600098
SEEDGWAS2902:MRG:4:250068893,NA,330.2000122
SEEDGWAS2903:MRG:4:250068894,172,344.1400146
SEEDGWAS2904:MRG:4:250063986,373,344.1400146
SEEDGWAS2905:MRG:4:250068895,168,330.2000122
SEEDGWAS2906:MRG:4:250063987,451,599.789978
SEEDGWAS2907:MRG:4:250063988,213,544.3800049
SEEDGWAS2909:MRG:4:250068896,417,599.789978
SEEDGWAS2910:MRG:4:250063989,280,599.789978
SEEDGWAS2911:MRG:4:250068897,255,599.789978
SEEDGWAS2912:MRG:4:250068898,229,599.789978
SEEDGWAS2913:MRG:4:250068899,NA,330.2000122
SEEDGWAS2914:MRG:4:250068900,205,363.2600098
SEEDGWAS2915:MRG:4:250068901,205,363.2600098
SEEDGWAS2916:MRG:4:250063990,403,599.789978
SEEDGWAS2918:MRG:4:250068903,208,363.2600098
SEEDGWAS2919:MRG:4:250068904,208,363.2600098
SEEDGWAS2920:MRG:4:250063991,181,544.3800049
SEEDGWAS2921:MRG:4:250068905,157,544.3800049
SEEDGWAS2922:MRG:4:250068906,NA,544.3800049
SEEDGWAS2923:MRG:4:250068907,287,544.3800049
SEEDGWAS2924:MRG:4:250068908,NA,599.789978
SEEDGWAS2925:MRG:4:250063992,331,599.789978
SEEDGWAS2926:MRG:4:250068909,387,599.789978
SEEDGWAS2927:MRG:4:250063993,316,344.1400146
SEEDGWAS2928:MRG:4:250063994,NA,599.789978
SEEDGWAS2930:MRG:4:250063995,315,344.1400146
SEEDGWAS2931:MRG:4:250068910,146,363.2600098
SEEDGWAS2932:MRG:4:250063996,NA,599.789978
SEEDGWAS2935:MRG:4:250063997,NA,599.789978
SEEDGWAS2936:MRG:4:250068911,NA,599.789978
SEEDGWAS2937:MRG:4:250068912,199,599.789978
SEEDGWAS2938:MRG:4:250068913,245,599.789978
SEEDGWAS2939:MRG:4:250068914,220,599.789978
SEEDGWAS2940:MRG:4:250063998,NA,599.789978
SEEDGWAS2941:MRG:4:250068915,230,599.789978
SEEDGWAS2943:MRG:4:250063999,233,599.789978
SEEDGWAS2944:MRG:4:250068916,NA,599.789978
SEEDGWAS2945:MRG:4:250064000,245,599.789978
SEEDGWAS2946:MRG:4:250064001,NA,599.789978
SEEDGWAS2947:MRG:4:250064033,NA,599.789978
SEEDGWAS2948:MRG:4:250068917,291,544.3800049
SEEDGWAS2949:MRG:4:250068919,154,330.2000122
SEEDGWAS2950:MRG:4:250064034,NA,599.789978
SEEDGWAS2951:MRG:4:250068920,230,599.789978
SEEDGWAS2952:MRG:4:250068921,192,599.789978
SEEDGWAS2953:MRG:4:250068922,219,599.789978
SEEDGWAS2954:MRG:4:250068923,186,599.789978
SEEDGWAS2955:MRG:4:250064035,231,599.789978
SEEDGWAS2956:MRG:4:250068924,256,599.789978
SEEDGWAS296:MRG:4:250059058,265,344.1400146
SEEDGWAS2960:MRG:4:250068925,257,599.789978
SEEDGWAS2961:MRG:4:250064036,195,599.789978
SEEDGWAS2962:MRG:4:250064037,232,599.789978
SEEDGWAS2963:MRG:4:250068926,242,599.789978
SEEDGWAS2964:MRG:4:250068927,269,599.789978
SEEDGWAS2966:MRG:4:250064038,NA,599.789978
SEEDGWAS2967:MRG:4:250068928,282,599.789978
SEEDGWAS2968:MRG:4:250064039,418,599.789978
SEEDGWAS297:MRG:4:250059059,469,940.4699707
SEEDGWAS2970:MRG:4:250068929,261,544.3800049
SEEDGWAS2971:MRG:4:250064040,237,544.3800049
SEEDGWAS2972:MRG:4:250064041,232,544.3800049
SEEDGWAS2973:MRG:4:250064043,242,544.3800049
SEEDGWAS2974:MRG:4:250068930,270,599.789978
SEEDGWAS2975:MRG:4:250064044,230,599.789978
SEEDGWAS2976:MRG:4:250064045,233,599.789978
SEEDGWAS2977:MRG:4:250068931,313,599.789978
SEEDGWAS2978:MRG:4:250064046,NA,599.789978
SEEDGWAS2979:MRG:4:250064047,190,363.2600098
SEEDGWAS2980:MRG:4:250064048,NA,599.789978
SEEDGWAS2983:MRG:4:250064049,457,544.3800049
SEEDGWAS2984:MRG:4:250064050,458,599.789978
SEEDGWAS2985:MRG:4:250064051,274,599.789978
SEEDGWAS2987:MRG:4:250064052,255,544.3800049
SEEDGWAS2989:MRG:4:250068933,225,599.789978
SEEDGWAS299:MRG:4:250059060,269,564.4799805
SEEDGWAS2990:MRG:4:250068934,271,599.789978
SEEDGWAS2991:MRG:4:250064053,237,544.3800049
SEEDGWAS2993:MRG:4:250068935,274,344.1400146
SEEDGWAS2995:MRG:4:250064054,330,599.789978
SEEDGWAS2996:MRG:4:250064055,398,363.2600098
SEEDGWAS2998:MRG:4:250068936,293,599.789978
SEEDGWAS2999:MRG:4:250068937,325,599.789978
SEEDGWAS30:MRG:4:250054469,210,344.1400146
SEEDGWAS300:MRG:4:250059061,469,599.789978
SEEDGWAS3000:MRG:4:250068938,348,599.789978
SEEDGWAS3001:MRG:4:250068939,348,599.789978
SEEDGWAS3002:MRG:4:250064056,213,363.2600098
SEEDGWAS3003:MRG:4:250064057,455,599.789978
SEEDGWAS3005:MRG:4:250068940,NA,599.789978
SEEDGWAS3006:MRG:4:250064058,373,344.1400146
SEEDGWAS3007:MRG:4:250064059,NA,599.789978
SEEDGWAS3008:MRG:4:250064061,NA,599.789978
SEEDGWAS301:MRG:4:250059062,NA,599.789978
SEEDGWAS3010:MRG:4:250064062,NA,599.789978
SEEDGWAS3011:MRG:4:250064063,NA,599.789978
SEEDGWAS3012:MRG:4:250064064,334,544.3800049
SEEDGWAS3013:MRG:4:250068941,424,544.3800049
SEEDGWAS3014:MRG:4:250064065,445,344.1400146
SEEDGWAS3015:MRG:4:250064066,445,344.1400146
SEEDGWAS3017:MRG:4:250064067,348,599.789978
SEEDGWAS3018:MRG:4:250068942,269,599.789978
SEEDGWAS3019:MRG:4:250068943,196,363.2600098
SEEDGWAS302:MRG:4:250059063,469,940.4699707
SEEDGWAS3020:MRG:4:250068944,348,599.789978
SEEDGWAS3021:MRG:4:250064068,231,599.789978
SEEDGWAS3023:MRG:4:250064069,270,599.789978
SEEDGWAS3025:MRG:4:250064070,194,363.2600098
SEEDGWAS3026:MRG:4:250068945,352,344.1400146
SEEDGWAS3027:MRG:4:250064071,352,344.1400146
SEEDGWAS3028:MRG:4:250068946,276,344.1400146
SEEDGWAS3036:MRG:4:250064072,445,344.1400146
SEEDGWAS3037:MRG:4:250068947,176,330.2000122
SEEDGWAS3038:MRG:4:250068948,434,599.789978
SEEDGWAS3039:MRG:4:250064073,NA,599.789978
SEEDGWAS3040:MRG:4:250068949,155,330.2000122
SEEDGWAS3042:MRG:4:250068950,NA,599.789978
SEEDGWAS3043:MRG:4:250064074,NA,599.789978
SEEDGWAS3044:MRG:4:250068951,434,599.789978
SEEDGWAS3047:MRG:4:250068953,NA,599.789978
SEEDGWAS3048:MRG:4:250064075,265,599.789978
SEEDGWAS3049:MRG:4:250064076,177,363.2600098
SEEDGWAS305:MRG:4:250059064,NA,485.8800049
SEEDGWAS3050:MRG:4:250064077,NA,599.789978
SEEDGWAS3051:MRG:4:250064078,NA,363.2600098
SEEDGWAS3052:MRG:4:250064079,189,363.2600098
SEEDGWAS3053:MRG:4:250068954,418,599.789978
SEEDGWAS3054:MRG:4:250068986,NA,599.789978
SEEDGWAS3055:MRG:4:250068987,177,363.2600098
SEEDGWAS3056:MRG:4:250064080,225,599.789978
SEEDGWAS3057:MRG:4:250064081,NA,599.789978
SEEDGWAS306:MRG:4:250059065,154,485.8800049
SEEDGWAS3060:MRG:4:250068988,271,599.789978
SEEDGWAS3061:MRG:4:250068989,NA,599.789978
SEEDGWAS3062:MRG:4:250068990,NA,599.789978
SEEDGWAS3063:MRG:4:250064082,418,599.789978
SEEDGWAS3064:MRG:4:250064083,NA,599.789978
SEEDGWAS3065:MRG:4:250064084,418,599.789978
SEEDGWAS3066:MRG:4:250064085,NA,599.789978
SEEDGWAS3067:MRG:4:250068991,NA,363.2600098
SEEDGWAS3068:MRG:4:250068992,484,344.1400146
SEEDGWAS3069:MRG:4:250064086,180,363.2600098
SEEDGWAS307:MRG:4:250059066,263,485.8800049
SEEDGWAS3070:MRG:4:250068994,263,599.789978
SEEDGWAS3072:MRG:4:250068995,434,599.789978
SEEDGWAS3074:MRG:4:250068996,434,599.789978
SEEDGWAS3075:MRG:4:250068998,168,599.789978
SEEDGWAS3076:MRG:4:250068999,NA,599.789978
SEEDGWAS3077:MRG:4:250064087,417,599.789978
SEEDGWAS3078:MRG:4:250069000,290,599.789978
SEEDGWAS3079:MRG:4:250069001,168,599.789978
SEEDGWAS308:MRG:4:250059067,NA,485.8800049
SEEDGWAS3080:MRG:4:250069002,NA,599.789978
SEEDGWAS3081:MRG:4:250069003,144,363.2600098
SEEDGWAS3082:MRG:4:250069004,253,599.789978
SEEDGWAS3084:MRG:4:250064088,229,363.2600098
SEEDGWAS3085:MRG:4:250069005,NA,599.789978
SEEDGWAS3086:MRG:4:250064089,NA,599.789978
SEEDGWAS3087:MRG:4:250064090,418,599.789978
SEEDGWAS3088:MRG:4:250069006,168,599.789978
SEEDGWAS3089:MRG:4:250069007,434,599.789978
SEEDGWAS309:MRG:4:250059068,NA,37.36000061
SEEDGWAS3090:MRG:4:250069008,325,599.789978
SEEDGWAS3092:MRG:4:250064091,144,363.2600098
SEEDGWAS3093:MRG:4:250064092,331,363.2600098
SEEDGWAS3094:MRG:4:250064093,NA,599.789978
SEEDGWAS3096:MRG:4:250069009,231,599.789978
SEEDGWAS3097:MRG:4:250064095,183,363.2600098
SEEDGWAS3098:MRG:4:250069010,183,363.2600098
SEEDGWAS3099:MRG:4:250069011,NA,599.789978
SEEDGWAS31:MRG:4:250054470,203,344.1400146
SEEDGWAS310:MRG:4:250059069,360,940.4699707
SEEDGWAS3100:MRG:4:250069012,218,363.2600098
SEEDGWAS3102:MRG:4:250064096,417,599.789978
SEEDGWAS3104:MRG:4:250069014,343,599.789978
SEEDGWAS3106:MRG:4:250064097,316,344.1400146
SEEDGWAS3107:MRG:4:250064098,235,544.3800049
