,sb_PC1,sb_PC2,sb_PC3
PI620382.D1FY1ACXX.8.250123725,1.266128888,0.593162492,1.259725398
PI620383.D1FY1ACXX.8.250123726,1.266128888,0.593162492,1.259725398
PI620385.D1FY1ACXX.8.250123727,0.503912873,0.55010904,1.376256447
PI620386.D1FY1ACXX.8.250123728,0.503912873,0.55010904,1.376256447
PI620396.D1FY1ACXX.8.250123729,0.495605808,0.47617301,1.342343078
PI620405.D1FY1ACXX.8.250123730,1.287852843,0.592974372,1.064022993
PI620406.D1FY1ACXX.8.250123731,1.287852843,0.592974372,1.064022993
PI620409.D1FY1ACXX.8.250123732,1.287852843,0.592974372,1.064022993
PI620411.D1FY1ACXX.8.250123733,0.763454555,0.48895625,1.225493001
PI620414.D1FY1ACXX.8.250123734,1.949113569,0.391557219,0.382558431
PI620415.D1FY1ACXX.8.250123735,1.949113569,0.391557219,0.382558431
PI620416.D1EYBACXX.8.250140376,2.787602861,1.129335966,0.822615471
PI620417.D1FY1ACXX.8.250123737,2.259661341,0.739895098,1.089064811
PI620418.D1FY1ACXX.8.250123738,2.259661341,0.739895098,1.089064811
PI620423.D1FY1ACXX.8.250123739,0.909171586,0.526549726,1.413720546
PI620424.D1FY1ACXX.8.250123740,0.909171586,0.526549726,1.413720546
PI620430.D1FY1ACXX.8.250123741,1.384271041,0.674769155,1.402931784
PI620431.D1FY1ACXX.8.250123742,1.384271041,0.674769155,1.402931784
PI620434.D1FY1ACXX.8.250123743,0.538308028,-0.515924214,0.827272545
PI620435.D1FY1ACXX.8.250123744,0.538308028,-0.515924214,0.827272545
PI620446.D1FY1ACXX.8.250123745,1.607984775,0.997891992,1.407563851
PI620447.D1FY1ACXX.8.250123746,1.446230666,0.475526022,1.340727209
PI620448.D1FY1ACXX.8.250123747,1.446230666,0.475526022,1.340727209
PI620449.D1FY1ACXX.8.250123748,1.149917269,0.638104455,1.350021183
PI620453.D1FY1ACXX.8.250123750,1.870049991,0.538687003,1.246072581
PI620454.D1FY1ACXX.8.250123751,1.465969644,0.893467164,1.489728637
PI620459.D1FY1ACXX.8.250123752,0.724478948,0.420108264,1.294261269
PI620460.D1FY1ACXX.8.250123753,0.724478948,0.420108264,1.294261269
PI620461.D1FY1ACXX.8.250123754,1.580779336,0.903898382,1.460151673
PI620463.D1FY1ACXX.8.250123755,1.580779336,0.903898382,1.460151673
PI620466.D1FY1ACXX.8.250123756,1.804213045,0.45091551,1.555467453
PI620467.D1FY1ACXX.8.250123757,1.804213045,0.45091551,1.555467453
PI620469.D1FY1ACXX.8.250123758,0.946589567,0.599706004,1.422612892
PI620472.D1FY1ACXX.8.250123759,0.05083498,-0.056081329,1.331346864
PI620473.D1FY1ACXX.8.250123760,0.05083498,-0.056081329,1.331346864
PI620475.D1FY1ACXX.8.250123761,1.683206692,1.108098013,1.405447728
PI620476.D1FY1ACXX.8.250123762,1.683206692,1.108098013,1.405447728
PI620477.D1FY1ACXX.8.250123763,0.076073685,-0.041796221,1.346479113
PI620478.D1FY1ACXX.8.250123764,0.076073685,-0.041796221,1.346479113
PI620479.D1FY1ACXX.8.250123765,0.9204741,0.415383413,1.262492884
PI620480.D1FY1ACXX.8.250123766,0.409358747,0.565715245,1.432895381
PI620483.D1FY1ACXX.8.250123767,0.409358747,0.565715245,1.432895381
PI620484.D1FY1ACXX.8.250123768,0.409358747,0.565715245,1.432895381
PI620493.D1FY1ACXX.8.250123769,0.05739725,-0.048159391,1.270464887
PI620494.D1FY1ACXX.8.250123770,0.05739725,-0.048159391,1.270464887
PI620495.D1FY1ACXX.8.250123771,1.034819593,0.471685132,1.0748468
PI620496.D1FY1ACXX.8.250123772,1.034819593,0.471685132,1.0748468
PI620500.D1FY1ACXX.8.250123773,1.232109516,0.693062527,1.401510673
PI620501.D1FY1ACXX.8.250123774,1.232109516,0.693062527,1.401510673
PI620514.D1FY1ACXX.8.250123775,1.446230666,0.475526022,1.340727209
PI620515.D1FY1ACXX.8.250123776,1.794594846,0.898058718,1.471212863
PI620516.D1FY1ACXX.8.250123777,0.537998338,-0.437209821,0.891088114
PI620517.D1FY1ACXX.8.250123778,0.537998338,-0.437209821,0.891088114
PI620519.D1FY1ACXX.8.250123779,0.524348116,-0.640842036,0.774901786
PI620520.D1FY1ACXX.8.250123780,0.537998338,-0.437209821,0.891088114
PI620521.D1FY1ACXX.8.250123781,0.648875795,-0.410770036,1.374500693
PI620522.D1G0BACXX.7.250129751,0.731030325,-0.56078497,1.554008516
PI620523.D1G0BACXX.7.250129763,0.483018504,-0.649914213,1.701036732
PI620524.D1G0BACXX.7.250129775,0.483018504,-0.649914213,1.701036732
PI620525.D1G0BACXX.7.250129787,0.483018504,-0.649914213,1.701036732
PI620527.D1G0BACXX.7.250129799,0.483018504,-0.649914213,1.701036732
PI620529.D1G0BACXX.7.250129811,1.288719611,-0.30415931,1.697412867
PI620535.D1G0BACXX.7.250129823,1.815177705,-0.922170043,1.504327987
PI620536.D1G0BACXX.7.250129835,2.374348525,-1.245360839,1.41033054
PI620537.D1G0BACXX.7.250129752,1.268737817,-0.689490478,1.494317854
PI620538.D1G0BACXX.7.250129764,1.268737817,-0.689490478,1.494317854
PI620539.D1G0BACXX.7.250129776,1.268737817,-0.689490478,1.494317854
PI620544.D1G0BACXX.7.250129788,0.609390129,-0.393719959,1.406036641
PI620545.D1G0BACXX.7.250129800,0.609390129,-0.393719959,1.406036641
PI620547.D1G0BACXX.7.250129812,-0.020096166,-0.432095121,1.747489071
PI620548.D1G0BACXX.7.250129824,-0.020096166,-0.432095121,1.747489071
PI620557.D1G0BACXX.7.250129836,3.330639976,-1.17677643,1.32376979
PI620560.D1G0BACXX.7.250129753,4.338149373,-0.104849712,-0.031915468
PI620564.D1G0BACXX.7.250129765,1.034819593,0.471685132,1.0748468
PI620565.D1G0BACXX.7.250129777,1.034819593,0.471685132,1.0748468
PI620567.D1G0BACXX.7.250129789,0.763454555,0.48895625,1.225493001
PI620570.D1G0BACXX.7.250129801,0.969698436,0.403938751,1.730488847
PI620572.D1G0BACXX.7.250129813,1.386020244,-1.094134733,0.018371241
PI620578.D1G0BACXX.7.250129825,1.738599623,-0.787496306,1.378157629
PI620579.D1G0BACXX.7.250129837,1.738599623,-0.787496306,1.378157629
PI620610.D1G0BACXX.7.250129754,2.301874164,-2.060176772,0.806272594
PI620611.D1G0BACXX.7.250129766,2.370405317,-1.997882996,1.005477028
PI620615.D1G0BACXX.7.250129778,4.306972619,-1.846083108,0.750094073
PI620617.D1G0BACXX.7.250129790,4.04350289,-2.277021955,1.227707955
PI620624.D1G0BACXX.7.250129802,3.895724876,-1.405679763,2.193933436
PI646200.D1G0BACXX.7.250129814,-0.83565695,-0.461787525,-0.731786179
PI646201.D1G0BACXX.7.250129826,-0.83565695,-0.461787525,-0.731786179
PI646202.D1G0BACXX.7.250129838,1.167553199,-1.723247845,-2.147841832
PI646203.D1G0BACXX.7.250129755,1.167553199,-1.723247845,-2.147841832
PI646205.D1G0BACXX.7.250129767,-1.988620956,-0.024017399,-0.814322598
PI646206.D1G0BACXX.7.250129779,-1.988620956,-0.024017399,-0.814322598
PI646207.D1G0BACXX.7.250129791,-1.988620956,-0.024017399,-0.814322598
PI646208.D1G0BACXX.7.250129803,-1.988620956,-0.024017399,-0.814322598
PI646209.D1G0BACXX.7.250129815,-1.816043419,-0.151453286,-0.910915102
PI646210.D1G0BACXX.7.250129827,-2.037928199,0.062271027,-0.497411164
PI646211.D1G0BACXX.7.250129839,-0.353930701,-0.513909965,-0.99008232
PI646212.D1G0BACXX.7.250129756,-1.629915627,-0.429856648,-0.531980873
PI646213.D1G0BACXX.7.250129768,0.207482959,-0.515240044,-1.147663938
PI646214.D1G0BACXX.7.250129780,1.096094958,-0.233915012,-1.196604729
PI646215.D1G0BACXX.7.250129792,1.096094958,-0.233915012,-1.196604729
PI646216.D1G0BACXX.7.250129804,1.096094958,-0.233915012,-1.196604729
PI646217.D1G0BACXX.7.250129816,-0.724891091,-1.945928815,-1.117482318
PI646223.D1G0BACXX.7.250129828,-0.724891091,-1.945928815,-1.117482318
PI646230.D1G0BACXX.7.250129840,2.545422645,-2.392516632,0.962564373
PI646231.D1G0BACXX.7.250129757,2.081762379,-2.241803327,1.246111366
PI646233.D1G0BACXX.7.250129769,2.11838076,-2.143867747,0.980067418
PI646234.D1G0BACXX.7.250129781,2.583835921,-2.520544737,1.02053194
PI646236.D1G0BACXX.7.250129793,2.793276296,-2.290312675,1.224316193
PI646237.D1G0BACXX.7.250129805,2.927190259,-1.975735318,1.667419633
PI646239.D1G0BACXX.7.250129817,2.991003745,-1.997153551,1.637336957
PI646240.D1G0BACXX.7.250129829,2.706987826,-2.010497229,1.357434055
PI646241.D1G0BACXX.7.250129841,2.330393305,-1.834829092,0.856729663
PI646242.D1G0BACXX.7.250129758,2.301874164,-2.060176772,0.806272594
PI646243.D1G0BACXX.7.250129770,2.301874164,-2.060176772,0.806272594
PI646245.D1G0BACXX.7.250129794,1.557299088,-1.731186334,1.238432414
PI646246.D1G0BACXX.7.250129806,1.759125337,-1.798549363,1.155955889
PI646247.D1G0BACXX.7.250129818,1.241390109,-1.408925087,1.32045828
PI646248.D1G0BACXX.7.250129830,1.166211627,-1.951047995,1.006885827
PI646249.D1G0BACXX.7.250129842,1.456772439,-1.713784845,0.850765414
PI646250.D1G0BACXX.7.250129759,1.356350985,-1.512317296,1.262245183
PI646251.D1G0BACXX.7.250129771,2.298176786,-2.003160164,0.771029494
PI646252.D1G0BACXX.7.250129783,2.298176786,-2.003160164,0.771029494
PI646254.D1G0BACXX.7.250129795,2.064912004,-1.814411087,0.971521938
PI646255.D1G0BACXX.7.250129807,2.976069653,-1.150699749,1.01555588
PI646256.D1G0BACXX.7.250129819,2.976069653,-1.150699749,1.01555588
PI646259.D1G0BACXX.7.250129831,4.323222222,-0.912998782,0.676558444
PI646260.D1G0BACXX.7.250129843,4.323222222,-0.912998782,0.676558444
PI646261.D1G0BACXX.7.250129760,3.537587836,-1.348365406,0.663651777
PI646262.D1G0BACXX.7.250129772,3.537587836,-1.348365406,0.663651777
PI646263.D1G0BACXX.7.250129784,4.840364259,-1.0890974,0.476321412
PI646264.D1G0BACXX.7.250129796,4.840364259,-1.0890974,0.476321412
PI646266.D1G0BACXX.7.250129808,2.263073828,-2.487983358,0.331696252
PI646267.D1G0BACXX.7.250129820,2.263073828,-2.487983358,0.331696252
PI646271.D1G0BACXX.7.250129832,1.480361046,-2.32927516,0.514985795
PI646279.D1G0BACXX.7.250129844,1.988166372,-1.75466907,1.415342221
PI646280.D1G0BACXX.7.250129761,2.330393305,-1.834829092,0.856729663
PI646281.D1G0BACXX.7.250129773,2.330393305,-1.834829092,0.856729663
PI646283.D1G0BACXX.7.250129785,3.069244431,-2.038688176,1.364007293
PI646289.D1G0BACXX.7.250129797,2.877915406,-1.968236553,1.258091728
PI646290.D1G0BACXX.7.250129809,5.121958535,-2.446917054,1.097839157
PI646291.D1G0BACXX.7.250129821,3.069244431,-2.038688176,1.364007293
PI646292.D1G0BACXX.7.250129833,4.900774384,-2.617772361,0.650248397
PI646293.D1G0BACXX.7.250129845,3.389150822,-2.483529024,0.83092065
PI646294.D1G0BACXX.7.250129762,4.658864288,-2.306544801,0.997635316
PI646295.D1G0BACXX.7.250129774,2.467687849,-2.274585997,1.151185627
PI646296.D1G0BACXX.7.250129786,2.900420574,-2.47411229,0.914989924
PI646297.D1G0BACXX.7.250129798,4.052271426,-1.218481471,2.238731128
PI646303.D1G0BACXX.7.250129810,5.144672466,-1.156601222,1.758084105
PI646304.D1G0BACXX.7.250129822,5.144672466,-1.156601222,1.758084105
PI646306.D1G0BACXX.7.250129834,3.09126794,-2.039002776,2.454111438
PI646307.D1G0BACXX.7.250129846,3.09126794,-2.039002776,2.454111438
PI646312.D1G0BACXX.7.250129878,7.754383811,-0.673848671,0.769517463
PI646313.D1G0BACXX.7.250129890,7.754383811,-0.673848671,0.769517463
PI646315.D1G0BACXX.7.250129902,3.770021638,-1.989285063,2.2943955
PI646316.D1G0BACXX.7.250129914,3.750940603,-1.256446725,2.22800972
PI646317.D1G0BACXX.7.250129926,3.750940603,-1.256446725,2.22800972
PI646319.D1G0BACXX.7.250129938,3.750940603,-1.256446725,2.22800972
PI646320.D1G0BACXX.7.250129950,4.133110009,-1.648660131,1.846045921
PI646321.D1G0BACXX.7.250129962,3.394333679,-0.532659911,2.351860017
PI646322.D1G0BACXX.7.250129879,3.926412785,-0.596271304,1.38570169
PI646323.D1G0BACXX.7.250129891,3.926412785,-0.596271304,1.38570169
PI646324.D1G0BACXX.7.250129903,3.446261557,-0.673791887,2.525889674
PI646325.D1G0BACXX.7.250129915,3.446261557,-0.673791887,2.525889674
PI646387.D1G0BACXX.7.250129927,1.565709525,0.833564787,1.435203497
PI646388.D1G0BACXX.7.250129939,1.580779336,0.903898382,1.460151673
PI646389.D1G0BACXX.7.250129951,1.368664578,0.347393806,1.58054317
PI646390.D1G0BACXX.7.250129963,2.374348525,-1.245360839,1.41033054
PI646391.D1G0BACXX.7.250129880,3.330639976,-1.17677643,1.32376979
PI646392.D1G0BACXX.7.250129892,4.338149373,-0.104849712,-0.031915468
PI647018.D1G0BACXX.7.250129904,-1.817028308,-0.176032604,-0.665164534
PI647019.D1EYBACXX.8.250140216,-1.200467227,-0.44923821,-0.8120267
PI647020.D1G0BACXX.7.250129928,-1.200467227,-0.44923821,-0.8120267
PI647021.D1G0BACXX.7.250129940,-1.200467227,-0.44923821,-0.8120267
PI647022.D1G0BACXX.7.250129952,1.233110878,-0.120216733,-1.184572522
PI647023.D1G0BACXX.7.250129964,0.340230921,-0.526214493,-1.153494908
PI647024.D1G0BACXX.7.250129881,-1.90383744,0.07238236,-0.5838814
PI647025.D1G0BACXX.7.250129893,-1.897264574,0.174654236,-0.248022548
PI647026.D1G0BACXX.7.250129905,-2.532232613,-0.101929013,0.261316516
PI647027.D1G0BACXX.7.250129917,-0.809263988,-0.509548568,-0.959615044
PI647028.D1G0BACXX.7.250129929,-2.274136945,0.266480154,-0.123621461
PI647029.D1G0BACXX.7.250129941,-2.957743707,-0.326604114,0.55018588
PI658758.D1G0BACXX.7.250129953,-0.742833373,-0.700366489,-0.724004113
PI659693.D1G0BACXX.7.250129965,-1.566142816,-2.282504587,0.481001519
