,sb_PC1,sb_PC2,sb_PC3
IS32685.D1EYBACXX.1.250138069,-1.879028385,-2.18545971,3.1100623
IS32754.MRG.4.250047697,-0.308542,-2.255801737,2.413900835
IS32986.B064FABXX.1.250009969,1.565709525,0.833564787,1.435203497
IS33023.MRG.4.250047654,0.524348116,-0.640842036,0.774901786
IS33173.B064FABXX.1.250009991,-3.550081764,0.181514343,1.042787052
IS33178.B064FABXX.1.250010003,-2.061136892,-1.238404446,0.143040069
IS33209.B064FABXX.1.250010015,-2.326808359,-1.091281551,0.263164697
IS33242.D1EYBACXX.1.250138070,-1.942922275,-1.893626787,-0.448830379
IS33261.70MUKAAXX.1.250006427,-1.503411756,-1.989640939,-0.179259225
IS33716.D1EYBACXX.1.250138071,-2.024559036,-0.148660228,-0.469595277
IS33844.MRG.4.250047659,-2.446484402,-0.491714483,0.391236431
IS33861.D1EYBACXX.1.250138072,-1.944939932,-0.452910251,0.170658764
IS33973.D1EYBACXX.1.250138073,-0.989450328,-0.656475943,0.801856297
IS33984.D1EYBACXX.1.250138074,-1.275121934,-0.508157781,1.079374835
IS34008.D1EYBACXX.1.250138075,-2.633251925,-1.171322014,0.76675212
IS34017.D1EYBACXX.1.250138076,-2.854015865,0.457038538,-1.601445864
IS34029.D1EYBACXX.1.250138077,-2.882358383,0.31049532,-1.051158283
IS34035.D1EYBACXX.1.250138078,-2.727371308,0.955761498,-1.781849315
IS34067.D1EYBACXX.1.250138079,-3.110452487,0.690159586,-2.113863714
IS34083.D1EYBACXX.1.250138080,-3.031560206,0.939575302,-2.152650712
IS34139.D1EYBACXX.1.250138081,-3.223901058,0.221510657,-0.976426171
IS34150.D1EYBACXX.1.250138082,-3.099665848,0.073137174,-1.900154334
IS34219.D1EYBACXX.1.250138083,1.169472517,-0.104435703,-3.468521857
IS34226.D1EYBACXX.1.250138084,0.030506437,2.87452039,1.042387786
IS3443.70MUKAAXX.1.250006462,-1.816141957,-1.727352108,0.9681392
IS3457.C1AB3ACXX.7.250137275,0.547958935,-1.576578828,2.100026487
IS34778.D1EYBACXX.1.250138085,2.425119863,-2.318731815,-0.695620169
IS34781.D1EYBACXX.1.250138086,2.197351849,-1.991704185,-0.771506247
IS34814.D1EYBACXX.1.250138087,0.55892416,-2.119728438,-1.126006172
IS34840.D1EYBACXX.1.250138088,0.009167071,-2.255102144,-1.244068231
IS34851.D1EYBACXX.1.250138089,1.646763705,-1.860963772,-1.2396729
IS34860.D1EYBACXX.1.250138090,-0.209788941,-2.224334506,-1.253471095
IS34895.D1EYBACXX.1.250138091,1.582968461,-2.429715774,-0.481594401
IS34901.D1EYBACXX.1.250138092,-0.353000823,-1.322298023,-0.7249323
IS34906.D1EYBACXX.1.250138093,0.692899041,-1.543284444,-0.623483064
IS34908.D1EYBACXX.1.250138094,1.770798151,-2.302716807,-0.790213035
IS34909.D1EYBACXX.1.250138095,0.745804235,-1.478023315,-0.819948666
IS34913.D1EYBACXX.1.250138096,-0.071801957,-1.133432184,-0.997209374
IS34928.D1EYBACXX.1.250138097,-0.180735437,-1.004025298,-0.820454674
IS34938.D1EYBACXX.1.250138098,1.248753657,-1.029077297,-0.624241225
IS34939.D1EYBACXX.1.250138099,0.268363553,-0.842545654,-0.737110518
IS34947.D1EYBACXX.1.250138100,1.261628312,-0.915497907,-0.541857462
IS34954.D1EYBACXX.1.250138101,-0.000865911,-0.294047929,-0.149103057
IS34965.D1EYBACXX.1.250138260,-0.329910216,-1.247070817,0.006847604
IS34976.D1EYBACXX.1.250138261,2.764839326,-3.137168761,-0.400594591
IS3507.70MUKAAXX.1.250006474,-1.816141957,-1.727352108,0.9681392
IS3511.628P7AAXX.7.250007043,-2.233605057,-0.754104703,1.173870367
IS35170.D1EYBACXX.1.250138262,0.039591904,3.018294561,1.121080135
IS35214.D1EYBACXX.1.250138263,-3.273191758,3.625275826,0.071039181
IS35215.D1EYBACXX.1.250138264,-3.767425493,3.605021937,0.394618748
IS35218.D1EYBACXX.1.250138265,-4.041861798,3.628784327,0.410287744
IS35222.D1EYBACXX.1.250138266,-4.243791744,3.543235072,0.538170431
IS35225.D1EYBACXX.1.250138267,-4.034297791,3.665021051,0.864379112
IS35229.D1EYBACXX.1.250138268,-0.893187556,5.327689226,1.36567619
IS35230.D1EYBACXX.1.250138269,-4.537435964,3.4182514,1.083706089
IS35231.D1EYBACXX.1.250138270,-4.26263773,3.425189135,0.597206048
IS35239.D1EYBACXX.1.250138271,-3.826997454,3.464748009,0.262259869
IS35240.D1EYBACXX.1.250138272,-3.969399656,3.76446982,0.448061664
IS35244.D1EYBACXX.1.250138273,-4.017219345,4.154887334,0.504822764
IS35246.D1EYBACXX.1.250138274,-3.766182839,4.067276584,0.164410878
IS35250.D1EYBACXX.1.250138275,-1.847417514,4.093462064,-0.690452674
IS35254.D1EYBACXX.1.250138276,-2.385797081,3.998835543,-0.537710037
IS35255.D1EYBACXX.1.250138277,-0.502584501,3.404160704,-3.04893765
IS35427.D1EYBACXX.1.250138278,3.549135246,-2.061066287,1.51433809
IS35471.D1EYBACXX.1.250138279,-1.115526862,1.295821151,0.503071857
IS35475.D1EYBACXX.1.250138280,-1.095080043,2.365534797,0.493328191
IS35478.D1EYBACXX.1.250138281,-0.875192019,2.393870508,0.494699055
IS35480.D1EYBACXX.1.250138282,-0.851065178,2.451931844,0.645635791
IS35483.D1EYBACXX.1.250138283,-0.968791905,2.271328897,0.723871182
IS35503.D1EYBACXX.1.250138284,-0.78624787,2.230677871,0.69873906
IS35506.D1EYBACXX.1.250138285,-1.14493307,2.416351352,0.8152223
IS35507.D1EYBACXX.1.250138286,-0.867079457,2.956250778,1.154645375
IS35509.D1EYBACXX.1.250138287,-0.006252241,2.983874354,0.93285323
IS35510.D1EYBACXX.1.250138288,-1.049861069,2.658290241,1.138819238
IS35522.D1EYBACXX.1.250138289,-0.697009132,2.229366361,1.511910605
IS35526.D1EYBACXX.1.250138290,-0.989027157,2.354485236,1.348796621
IS35553.D1EYBACXX.1.250138291,-1.047259211,2.158672818,1.13048139
IS35567.D1EYBACXX.1.250138292,-0.747653167,2.453549707,0.654306203
IS35570.D1EYBACXX.1.250138293,-0.803873297,2.502182165,0.77402995
IS35574.D1EYBACXX.1.250138294,-1.072614572,2.311798523,1.006508789
IS35579.D1EYBACXX.1.250138296,-0.901563908,2.508552646,0.877233894
IS35602.D1EYBACXX.1.250138297,0.219105733,1.95110446,2.002378445
IS35604.D1EYBACXX.1.250138298,0.488669515,1.636552286,2.484809825
IS3582.C1AB3ACXX.7.250137276,-4.891841454,1.516732315,2.280417562
IS3583.70MUKAAXX.1.250006387,-1.816141957,-1.727352108,0.9681392
IS36052.D1EYBACXX.1.250138299,-1.961425285,0.193693492,-0.267066657
IS36058.D1EYBACXX.1.250138300,-2.45415091,-0.557136544,-0.412675824
IS36060.D1EYBACXX.1.250138301,-2.341878787,-0.31755719,0.226421887
IS36081.D1EYBACXX.1.250138302,-2.27851714,-0.499542416,0.055675553
IS36088.D1EYBACXX.1.250138303,-2.16978162,-0.550473038,-1.3952838
IS36100.D1EYBACXX.1.250138304,1.406991897,-4.7086726,-8.932230932
IS36102.D1EYBACXX.1.250138305,2.581669553,-1.415289759,-7.941015483
IS36239.D1EYBACXX.1.250138306,0.244397617,-2.084115134,0.68798193
IS36247.D1EYBACXX.1.250138307,-0.341036686,-3.150178959,0.465136005
IS36317.D1EYBACXX.1.250138308,-0.999885861,-0.410554633,1.354621398
IS36324.D1EYBACXX.1.250138309,-1.287345974,-0.854835554,0.992296478
IS36329.D1EYBACXX.1.250138310,-1.01557475,-0.693808095,0.925402231
IS36336.D1EYBACXX.1.250138311,-2.121819686,-0.917403758,0.740251291
IS36342.D1EYBACXX.1.250138312,-1.160091055,-0.655951166,0.869815172
IS36398.D1EYBACXX.1.250138313,-0.666853712,-2.783967484,-0.489338257
IS36401.D1EYBACXX.1.250138314,-0.82923263,-3.168220306,-1.77427697
IS36403.D1EYBACXX.1.250138315,-1.072613241,-2.5696673,-0.59178349
IS36404.D1EYBACXX.1.250138316,-0.677902155,-1.633508446,0.133464016
IS36450.D1EYBACXX.1.250138317,3.20518534,2.049698546,-6.418476169
IS36452.D1EYBACXX.1.250138318,1.685096072,-4.373417113,-1.325187174
IS3696.C1AB3ACXX.7.250137277,10.88704972,-3.049818415,-6.379569139
IS37124.D1EYBACXX.1.250138319,-0.240790514,2.378377905,-0.254050672
IS37125.D1EYBACXX.1.250138320,-0.020662473,1.997047858,0.063235411
IS37127.D1EYBACXX.1.250138321,0.318266415,2.652117429,-0.557806341
IS37128.D1EYBACXX.1.250138322,-0.773918709,2.209257108,0.199179242
IS37129.D1EYBACXX.1.250138323,-0.313442998,2.261352654,0.179974629
IS37133.D1EYBACXX.1.250138324,-0.385698185,1.520500396,0.011344511
IS37134.D1EYBACXX.1.250138325,-0.14319389,1.529412722,-0.145510085
IS37135.D1EYBACXX.1.250138326,0.097344104,1.763718257,-0.373251272
IS37136.D1EYBACXX.1.250138327,-0.759161468,1.691642697,0.344323839
IS37140.D1EYBACXX.1.250138328,-0.233531383,1.643727619,-0.161266878
IS37146.D1EYBACXX.1.250138329,-0.955909181,2.608425041,0.67777239
IS37203.D1EYBACXX.1.250138330,-2.364355562,-0.242981746,-0.564399947
IS37234.D1EYBACXX.1.250138331,-1.963046335,-0.52642244,0.529102427
IS37569.D1EYBACXX.1.250138332,2.203098686,2.220198249,1.892076622
IS3762.C1AB3ACXX.7.250137278,6.571806177,7.155097035,-2.828760679
IS37746.D1EYBACXX.1.250138333,2.318476137,-0.971955867,-1.364848305
IS37978.D1EYBACXX.1.250138334,-2.083120973,-0.086868496,2.192744131
IS38021.D1EYBACXX.1.250138335,4.74337738,-1.070717102,-1.042305819
IS38026.D1EYBACXX.1.250138336,1.54519184,1.361847368,1.154812061
IS38159.D1EYBACXX.1.250138337,-2.455614395,-0.925881432,2.314986358
IS38683.D1EYBACXX.1.250138338,1.498891275,1.193910199,0.811245312
IS3885.70MUKAAXX.1.250006439,-2.355115334,-0.672499881,-0.380035413
IS3905.628P7AAXX.7.250007091,-2.355115334,-0.672499881,-0.380035413
IS39453.D1EYBACXX.1.250138339,2.924602264,1.111827056,-0.563494738
IS39462.D1EYBACXX.1.250138340,1.11758026,0.727410327,1.279483834
IS39463.D1EYBACXX.1.250138341,-1.169556589,-1.817710912,-0.735056228
IS39474.D1EYBACXX.1.250138342,2.174228769,-0.73957828,-0.116360895
IS39496.D1EYBACXX.1.250138343,4.008476605,1.228656782,0.909156009
IS39525.D1EYBACXX.1.250138344,2.657762743,-0.052474862,-0.296687898
IS39672.D1EYBACXX.1.250138345,-0.668519656,-0.977597448,-0.76807916
IS39677.D1EYBACXX.1.250138346,-1.118037969,-1.954590362,-0.853267233
IS39713.D1EYBACXX.1.250138347,0.584090277,-3.052758527,-2.247596654
IS39764.D1EYBACXX.1.250138348,-2.791741757,-0.030741465,0.410154422
IS39778.D1EYBACXX.1.250138349,-2.694009248,-0.495833256,0.337264809
IS39780.D1EYBACXX.1.250138350,-3.332412253,0.030646113,0.627863643
IS39783.D1EYBACXX.1.250138351,-0.539177441,-2.52018391,-0.356613865
IS39791.D1EYBACXX.1.250138352,-2.292827054,-0.738244497,-0.155862222
IS39797.D1EYBACXX.1.250138353,-3.832997291,0.394210238,1.050105481
IS39809.D1EYBACXX.1.250138354,-1.100604947,-1.001480147,-0.56092113
IS39810.D1EYBACXX.1.250138355,-1.777358763,-1.366818655,-0.489502302
IS39814.D1EYBACXX.8.250140165,-2.297891302,-0.464954242,-0.187693192
IS39815.D1EYBACXX.8.250140166,-2.211074553,0.007426378,-0.302041231
IS39819.D1EYBACXX.8.250140167,-2.386850671,0.113157707,-0.011346857
IS39913.D1EYBACXX.8.250140168,3.632966236,-2.076515305,1.065974752
IS39915.D1EYBACXX.8.250140169,3.892928298,-2.012324439,1.525484414
IS40005.D1EYBACXX.8.250140170,5.389804422,-2.114784289,1.10486265
IS4003.C1AB3ACXX.7.250137279,-2.763423591,2.837477015,-1.057123629
IS40033.D1EYBACXX.8.250140171,-0.440461259,-2.892733467,-0.783988758
IS40034.D1EYBACXX.8.250140172,-0.338520368,-2.851189184,-0.94475211
IS40036.D1EYBACXX.8.250140173,1.242636804,-2.369892432,-0.200608251
IS40215.D1EYBACXX.8.250140174,-0.634980545,-0.706173297,0.591412032
IS4027.628NVAAXX.5.250006941,-3.260616058,2.541342045,-1.370814799
IS40272.D1EYBACXX.8.250140175,-0.624024782,-0.21903528,0.799327141
IS40306.D1EYBACXX.8.250140176,-1.289010614,-0.565605205,1.583407716
IS40307.D1EYBACXX.8.250140177,-0.794873223,-0.427316059,1.403782559
IS40324.D1EYBACXX.8.250140178,-0.929584812,-0.75675872,0.925010161
IS40325.D1EYBACXX.8.250140179,-0.938659484,-0.746450903,1.29854098
IS40329.D1EYBACXX.8.250140180,-0.242853675,-0.310233026,1.036230275
IS4035.70MUKAAXX.1.250006451,-3.260616058,2.541342045,-1.370814799
IS40373.D1EYBACXX.8.250140181,6.609506282,-3.489381995,-1.026777576
IS4060.D0D0HACXX.5.250046298,-3.43057239,2.330232933,-2.129542881
IS4064.C1AB3ACXX.7.250137280,-3.500026637,1.608855045,-2.277685349
IS40729.D1EYBACXX.8.250140182,-2.544526929,0.998054931,0.697931674
IS40730.D1EYBACXX.8.250140183,-2.003739504,0.834115075,0.032486303
IS40757.D1EYBACXX.8.250140184,-2.449179216,0.32791079,-0.388613284
IS40771.D1EYBACXX.8.250140185,-2.394059664,0.141088188,-1.217816163
IS40791.D1EYBACXX.8.250140186,-0.981230244,0.009295689,-2.695555322
IS40803.D1EYBACXX.8.250140187,-1.793571257,0.293924865,1.094300053
IS40819.D1EYBACXX.8.250140188,-1.448959065,1.136875436,1.389051365
IS40822.D1EYBACXX.8.250140189,-2.138560305,0.791158872,0.721785954
IS40824.D1EYBACXX.8.250140190,-2.017797666,1.079425111,1.10531245
IS40841.D1EYBACXX.8.250140191,-1.712989095,0.30120323,1.511030192
IS4092.D0D0HACXX.5.250046299,-3.805034587,1.837205812,-1.417391703
IS4112.70MUKAAXX.1.250006463,-3.805034587,1.837205812,-1.417391703
IS4127.C1AB3ACXX.7.250137281,-2.984988398,1.76887839,-1.592230154
IS4207.C1AB3ACXX.7.250137282,-3.553194125,0.855623057,-2.484979143
IS4246.C1AB3ACXX.7.250137283,-2.489910991,0.305630327,-3.250169722
IS4248.C1AB3ACXX.7.250137284,-1.504186937,0.090213367,-3.741517922
IS4254.C1AB3ACXX.7.250137285,-2.844499399,0.280793744,-3.588060352
IS4269.C1AB3ACXX.7.250137286,-2.85802476,-0.176499253,-3.701852207
IS4277.C1AB3ACXX.7.250137287,-1.112086129,0.100440434,-4.629163654
IS4285.628NVAAXX.5.250006965,-1.726955482,0.3233274,-2.681134724
IS4307.C1AB3ACXX.7.250137288,-3.923307117,1.569310477,-2.083920106
IS4308.C1AB3ACXX.7.250137289,-2.992118876,0.497440012,-3.444142981
IS4332.C1AB3ACXX.7.250137290,-3.650279359,1.462772222,-2.512591692
IS4339.C1AB3ACXX.7.250137291,-3.85425651,1.453930898,-2.384980798
IS4347.C1AB3ACXX.7.250137292,-3.109237597,1.808939807,-3.26659443
IS4360.D0D0HACXX.5.250046300,-3.339153629,1.366885865,-2.379532188
IS4372.D0D0HACXX.5.250046301,-2.967994997,0.92930898,-2.029168874
IS4378.C1AB3ACXX.7.250137293,-3.42641338,0.83985165,-2.549917149
IS4405.C1AB3ACXX.7.250137294,-3.276843306,0.433681551,-3.449061507
IS4416.C1AB3ACXX.7.250137295,-3.260927934,0.443676928,-2.741680035
IS4489.C1AB3ACXX.7.250137296,-2.919306599,0.92537313,-1.64497781
IS4515.D0D0HACXX.5.250046302,-1.99499921,0.6251079,0.039962123
IS4543.C1AB3ACXX.7.250137297,-1.990546468,0.205081392,-0.173176289
IS4581.D0D0HACXX.5.250046303,-2.031077434,-0.052350977,-0.102558834
IS4613.D0D0HACXX.5.250046304,-2.031077434,-0.052350977,-0.102558834
IS4631.D0D0HACXX.5.250046305,-2.031077434,-0.052350977,-0.102558834
IS4698.D0D0HACXX.5.250046306,-1.022603873,0.223351162,0.997725887
IS4726.70MUKAAXX.1.250006475,-3.625039688,0.739060384,-0.150472177
IS4734.C1AB3ACXX.7.250137298,-2.629121437,0.700528755,-0.734742658
IS4758.C1AB3ACXX.7.250137299,-2.365952761,0.604987957,-0.804762299
IS4776.70MUKAAXX.1.250006388,-1.52633482,-0.096342367,-2.227405044
IS4788.C1AB3ACXX.7.250137300,-2.624875843,0.604381074,0.203180282
IS4798.C1AB3ACXX.7.250137301,-2.929947197,0.766999292,-0.400875007
IS4809.C1AB3ACXX.7.250137302,-3.175731249,0.422657384,-1.609567056
IS4821.628P7AAXX.7.250007021,-3.145708876,-0.175050974,-2.037261882
IS4855.C1AB3ACXX.7.250137303,-3.641551527,0.806574171,-0.989823054
IS4951.D0D0HACXX.5.250046307,-2.539416376,-0.134750956,-0.562773838
IS4963.628P7AAXX.7.250007045,-2.539416376,-0.134750956,-0.562773838
IS5094.D0D0HACXX.5.250046308,-2.22139532,-1.017454275,1.316718211
IS5106.70MUKAAXX.1.250006397,-2.261799214,-1.382810477,0.731694881
IS5125.C1AB3ACXX.7.250137304,-1.658599899,-1.275404378,0.387671205
IS5134.C1AB3ACXX.7.250137305,-1.333110478,-2.251068092,-0.964262765
IS5139.C1AB3ACXX.7.250137306,-2.306264596,-1.324090128,-0.810607314
IS5158.C1AB3ACXX.7.250137307,-1.087857904,-2.147391153,-1.030834974
IS5166.C1AB3ACXX.7.250137308,-0.710154109,-1.74452797,-0.995927159
IS5177.C1AB3ACXX.7.250137310,-0.731997114,-1.504700903,-0.785732538
IS5194.C1AB3ACXX.7.250137311,-1.984265834,-0.960350033,-1.811618999
IS5219.C1AB3ACXX.7.250137312,-2.173355055,-1.148309764,-0.359992193
IS5233.C1AB3ACXX.7.250137313,-2.436245641,-0.063262857,-1.113097061
IS5257.C1AB3ACXX.7.250137314,-2.270173101,-0.452255747,-2.254571754
IS5282.C1AB3ACXX.7.250137315,-1.947720963,0.110998094,-1.117966501
IS5290.C1AB3ACXX.7.250137316,0.020107658,-1.745432398,-2.316714047
IS5295.D0D0HACXX.5.250046309,0.643617245,-0.008583803,-3.698471161
IS5301.D0D0HACXX.5.250046310,-0.105428292,-1.559314283,-1.509851667
IS5313.C1AB3ACXX.7.250137317,-2.043882955,-0.593923267,-4.117463509
IS5325.C1AB3ACXX.7.250137318,-1.755712131,-0.324740551,-4.4548078
IS5326.C1AB3ACXX.7.250137319,-1.669095511,-0.34818295,-4.317203954
IS5328.C1AB3ACXX.7.250137320,-0.559656057,-1.156536891,-2.963658435
IS5335.C1AB3ACXX.7.250137321,-0.511484655,-0.503082574,-3.176474737
IS5339.C1AB3ACXX.7.250137322,-0.843273447,0.12710399,-3.637587054
IS5348.C1AB3ACXX.7.250137323,-0.038874148,-1.269791378,-3.643074379
IS5386.D0D0HACXX.5.250046311,0.245430275,-2.194189553,0.539498793
IS5404.C1AB3ACXX.7.250137324,-0.811628943,-2.185612278,-0.014824368
IS5409.C1AB3ACXX.7.250137325,-0.789735162,-2.422318061,0.572711731
IS5456.C1AB3ACXX.7.250137326,2.855804993,-7.415160823,-9.292297271
IS5464.C1AB3ACXX.7.250137327,3.795936613,-7.156285948,-7.780130538
IS5469.C1AB3ACXX.7.250137328,-0.268266731,-1.038631397,-1.613684929
IS5491.C1AB3ACXX.7.250137329,0.423327091,-0.506833732,0.415249206
IS5499.C1AB3ACXX.7.250137330,-0.302793949,-0.114522647,0.910975306
IS5622.70MUKAAXX.1.250006408,-1.36600281,-0.585538891,0.001072284
IS5667.D0D0HACXX.5.250046312,-0.276450162,-0.813794414,0.146931179
IS5689.C1AB3ACXX.7.250137331,-1.503326819,1.040841535,-3.363524627
IS5720.70MUKAAXX.1.250006418,-1.386991498,0.924891169,-2.822083036
IS5788.C1AB3ACXX.7.250137332,-2.574722867,0.018468332,-3.974865757
IS5804.C1AB3ACXX.7.250137333,-3.132516868,0.410445605,-3.56875229
IS5815.C1AB3ACXX.7.250137334,-3.782748816,1.251777304,-2.684886484
IS5818.C1AB3ACXX.7.250137335,-2.512979536,0.206538672,-3.824972006
IS5824.C1AB3ACXX.7.250137336,-1.340515319,1.01612766,-3.925290909
IS5832.C1AB3ACXX.7.250137337,-2.055111976,0.07449345,-3.402243931
IS5839.C1AB3ACXX.7.250137338,-2.549389793,0.43633273,-2.932027337
IS5855.C1AB3ACXX.7.250137339,-2.671415892,0.221044544,-2.814985477
IS5867.628P7AAXX.7.250007069,-1.641290907,0.265049349,-2.859628162
IS5900.C1AB3ACXX.7.250137371,-2.369122943,-0.03722038,-3.673456845
IS5910.70MUKAAXX.1.250006440,-2.229015061,-0.317677782,-4.161695228
IS5919.D0D0HACXX.5.250046313,-2.213661376,1.067209334,-3.286987722
IS5928.C1AB3ACXX.7.250137372,-2.998052586,0.609143114,-2.892458037
IS5972.628P7AAXX.7.250007093,-3.093436961,0.807652398,-3.013782182
IS5980.C1AB3ACXX.7.250137373,-2.790663612,0.629593291,-3.574335033
IS5995.C1AB3ACXX.7.250137374,-3.312264912,0.728559424,-3.140977728
IS6004.C1AB3ACXX.7.250137375,-0.267591423,1.985255114,-5.261783624
IS6024.C1AB3ACXX.7.250137376,-2.027596484,2.781863721,-1.9898073
IS6035.C1AB3ACXX.7.250137377,-2.09282045,2.815247742,-1.868468538
IS6094.D0D0HACXX.5.250046075,-3.848047337,1.138504049,-2.582872601
IS6095.C1AB3ACXX.7.250137378,-3.766852923,1.067276708,-2.330181425
IS6099.C1AB3ACXX.7.250137379,-2.990968132,1.883147452,-2.557421313
IS6106.C1AB3ACXX.7.250137380,-2.635486009,1.645359327,-2.980373654
IS6116.C1AB3ACXX.7.250137381,-2.731567376,1.195817553,-2.889748818
IS6146.C1AB3ACXX.7.250137382,-2.866972072,0.663603313,-3.051991895
IS6150.C1AB3ACXX.7.250137383,-3.249673265,0.773344893,-2.728447482
IS6152.C1AB3ACXX.7.250137384,-2.788557011,0.884804731,-2.531534448
IS6154.70MUKAAXX.1.250006452,-1.789950886,0.796006223,-3.269254846
IS6165.C1AB3ACXX.7.250137385,-1.526989676,1.119281351,-3.956634718
IS6169.C1AB3ACXX.7.250137386,-2.788774316,2.167884307,-1.792812037
IS6191.C1AB3ACXX.7.250137387,-2.144861979,1.34130239,-3.392195906
IS6192.C1AB3ACXX.7.250137388,-1.545509473,1.13350301,-3.637425618
IS6193.628NVAAXX.5.250006895,-3.065055304,1.445847158,-2.5139717
IS6203.C1AB3ACXX.7.250137389,-1.160435426,1.544005517,-4.233015871
IS6206.C1AB3ACXX.7.250137390,-2.196623407,1.092019045,-3.035442586
IS6208.C1AB3ACXX.7.250137392,-1.595253145,1.220018772,-4.081759433
IS6210.C1AB3ACXX.7.250137393,-3.491200263,1.193020826,-1.858270701
IS6215.C1AB3ACXX.7.250137394,-3.198435719,3.397882988,-0.374320174
IS6222.C1AB3ACXX.7.250137395,-2.659806833,1.620283042,-2.746554826
IS6227.C1AB3ACXX.7.250137396,-2.034221457,1.52071201,-3.302984857
IS6230.C1AB3ACXX.7.250137397,-1.414636987,0.143303881,-3.100258574
IS6236.C1AB3ACXX.7.250137398,0.002449574,-1.345275119,-4.119271663
IS6243.C1AB3ACXX.7.250137399,-0.676168287,-0.049614348,-2.857832485
IS6245.C1AB3ACXX.7.250137400,-1.250099015,0.066609006,-2.643852833
IS6249.C1AB3ACXX.7.250137401,-1.051881117,-0.1208669,-3.566797193
IS6255.C1AB3ACXX.7.250137402,-0.852905007,-0.537969753,-3.187858103
IS6259.C1AB3ACXX.7.250137403,-0.746489521,0.123276075,-3.251043655
IS6266.C1AB3ACXX.7.250137404,4.680891313,-2.437596815,-14.50149046
IS6269.C1AB3ACXX.7.250137405,1.904263042,0.096327114,-5.172354805
IS6276.C1AB3ACXX.7.250137406,-1.410577285,1.627309368,-3.234400076
IS6282.C1AB3ACXX.7.250137407,-2.510528593,3.121392525,-1.212831696
IS6294.C1AB3ACXX.7.250137408,-3.189306004,3.272409745,-0.346757046
IS6321.C1AB3ACXX.7.250137409,-3.123355181,3.289297406,-1.178673861
IS6329.C1AB3ACXX.7.250137410,-2.223594671,2.085502996,-2.286389049
IS6331.C1AB3ACXX.7.250137411,-2.824993443,2.60740482,-0.730989267
IS6351.628NVAAXX.5.250006919,-0.276450162,-0.813794414,0.146931179
IS6354.D0D0HACXX.5.250046315,-0.276450162,-0.813794414,0.146931179
IS6413.B064FABXX.1.250009961,-0.819709165,-0.765669982,-0.953659438
IS6421.D0D0HACXX.5.250046316,-1.022603873,0.223351162,0.997725887
IS7069.C1AB3ACXX.7.250137412,-4.803862174,1.734449422,2.322539207
IS7277.70MUKAAXX.2.250006045,-0.214411223,-2.757341636,-1.372593095
IS7304.C1AB3ACXX.7.250137413,-3.145754634,0.345288447,0.501505608
IS7305.D0D0HACXX.5.250046319,-2.84474815,0.13284163,0.087801617
IS7310.D0D0HACXX.5.250046320,-2.119742405,0.212926787,-0.154529746
IS7312.C1AB3ACXX.7.250137414,-3.794321749,0.562937975,1.112621869
IS7314.70MUKAAXX.2.250006028,-3.230715703,0.168031867,0.437678809
IS7343.C1AB3ACXX.7.250137415,-3.141740941,0.464861572,0.477813101
IS7348.C1AB3ACXX.7.250137416,-3.566161036,0.619033269,1.075738623
IS7360.C1AB3ACXX.7.250137417,-2.787283357,0.282511866,-0.110264325
IS7367.C1AB3ACXX.7.250137418,1.485988868,-4.158725294,-0.808347385
IS7386.C1AB3ACXX.7.250137419,-1.882750879,-0.881317357,-0.351481917
IS7389.C1AB3ACXX.7.250137420,-0.58176058,-2.037394621,-0.917430003
IS7403.C1AB3ACXX.7.250137421,0.820800521,-3.581499458,-1.821655173
IS7408.C1AB3ACXX.7.250137422,0.050969035,-3.103180154,-1.193131272
IS7411.C1AB3ACXX.7.250137423,-0.064611383,-3.00129125,-0.752209282
IS7418.C1AB3ACXX.7.250137424,4.285989115,-6.241585511,-4.769552303
IS7419.C1AB3ACXX.7.250137425,1.475974533,-3.233709995,-1.937915031
IS7424.C1AB3ACXX.7.250137426,-0.462030205,-1.22477376,-1.036577099
IS7428.C1AB3ACXX.7.250137427,-0.135369287,-2.975944364,-1.498179764
IS7447.C1AB3ACXX.7.250137428,-2.653664886,-1.109997705,0.342682875
IS7463.D0D0HACXX.5.250046078,-1.643769038,-1.361820629,-0.527673084
IS7469.C1AB3ACXX.7.250137429,1.484639822,-2.521238298,-0.347937153
IS7480.C1AB3ACXX.7.250137430,2.987845538,-3.472675593,-2.734363417
IS7486.C1AB3ACXX.7.250137431,1.016811259,-2.872328825,-0.611512345
IS7490.C1AB3ACXX.7.250137432,-2.892287532,0.205960112,-0.317411947
IS7492.C1AB3ACXX.7.250137433,-3.956964023,0.491877192,1.212451374
IS7506.C1AB3ACXX.7.250137434,0.577828182,-3.436216051,-1.187635345
IS7508.C1AB3ACXX.7.250137435,0.064733577,-2.183518898,-1.400440201
IS7535.C1AB3ACXX.7.250137436,-2.420022483,-1.191604434,0.086922174
IS7620.D0D0HACXX.5.250046079,-0.974643217,-2.809350521,-0.773733555
IS7643.C1AB3ACXX.7.250137437,-0.683617355,-2.775638586,-0.760657105
IS7679.D0D0HACXX.5.250046321,-1.346463539,-1.32499513,-0.804546611
IS7689.C1AB3ACXX.7.250137438,-1.849257613,-1.018578437,-0.348282051
IS7696.C1AB3ACXX.7.250137439,-0.598782977,-2.371481396,-0.974226141
IS7702.C1AB3ACXX.7.250137440,-0.842073576,-1.696615094,-1.08472769
IS7704.C1AB3ACXX.7.250137441,-0.707576191,-2.653809234,-0.958241084
