"Lines","Long","Lat","crop","ph_value"
"SEEDGWAS1177:MRG:4:250070183",-100.69796,18.300591,"maize",71
"SEEDGWAS1178:MRG:4:250070184",-100.249473,18.298628,"maize",67
"SEEDGWAS1179:MRG:4:250070185",-98.06005,16.409733,"maize",57
"SEEDGWAS118:MRG:4:250054531",-93.101655,16.635756,"maize",70
"SEEDGWAS1180:MRG:4:250070186",-98.281497,16.735414,"maize",57
"SEEDGWAS1183:MRG:4:250070188",-99.205617,24.041477,"maize",77
"SEEDGWAS1184:MRG:4:250070189",-97.097646,20.480001,"maize",61
"SEEDGWAS1185:MRG:4:250070190",-93.26666667,16.25,"maize",62
"SEEDGWAS1187:MRG:4:250070192",-105.22623,22.024349,"maize",63
"SEEDGWAS1188:MRG:4:250070193",-104.344955,19.772796,"maize",71
"SEEDGWAS1189:MRG:4:250070194",-96.91666667,18.9,"maize",58
"SEEDGWAS119:MRG:4:250054532",-92.81666667,16.5666667,"maize",65
"SEEDGWAS1191:MRG:4:250070195",-93,16.71666667,"maize",65
"SEEDGWAS1192:MRG:4:250070196",-92.659404,15.332888,"maize",57
"SEEDGWAS1195:MRG:4:250070199",-88.51666667,20.85,"maize",74
"SEEDGWAS1196:MRG:4:250070200",-88.28333333,21.01666667,"maize",73
"SEEDGWAS1197:MRG:4:250070201",-88.003548,15.281744,"maize",69
"SEEDGWAS1198:MRG:4:250070202",-87.891039,15.590506,"maize",64
"SEEDGWAS1199:MRG:4:250070203",-88.19682,15.361949,"maize",63
"SEEDGWAS12:MRG:4:250054454",-96.85,20.2,"maize",63
"SEEDGWAS120:MRG:4:250054533",-92.0992225,15.984309,"maize",68
"SEEDGWAS1200:MRG:4:250070204",-87.02708,14.638033,"maize",68
"SEEDGWAS1204:MRG:4:250070208",-89.870508,14.348233,"maize",62
"SEEDGWAS1205:MRG:4:250070209",-89.880527,14.902827,"maize",70
"SEEDGWAS1206:MRG:4:250070210",-89.55933,14.9483,"maize",69
"SEEDGWAS1207:MRG:4:250070211",-89.367104,15.115625,"maize",66
"SEEDGWAS1208:MRG:4:250070212",-89.428169,14.762413,"maize",66
"SEEDGWAS1209:MRG:4:250070213",-90.637606,14.713922,"maize",NA
"SEEDGWAS121:MRG:4:250054534",-98.8167,21.5667,"maize",72
"SEEDGWAS1210:MRG:4:250070214",-89.510475,14.908968,"maize",70
"SEEDGWAS1211:MRG:4:250070215",-89.963493,14.94666,"maize",67
"SEEDGWAS1212:MRG:4:250070216",-89.800183,14.940676,"maize",69
"SEEDGWAS1214:MRG:4:250070218",-66.36666667,18.08333333,"maize",62
"SEEDGWAS1215:MRG:4:250070219",-89.8,15.1,"maize",59
"SEEDGWAS1216:MRG:4:250070220",-89.41666667,14.95,"maize",62
"SEEDGWAS122:MRG:4:250054535",-98.746052,21.26317,"maize",65
"SEEDGWAS1220:MRG:4:250070223",-76.43333333,20.38333333,"maize",69
"SEEDGWAS123:MRG:4:250054536",-99.015491,21.951043,"maize",NA
"SEEDGWAS1236:MRG:4:250070267",-61.475936,16.389094,"maize",64
"SEEDGWAS124:MRG:4:250054537",-89.484052,20.734106,"maize",74
"SEEDGWAS1241:MRG:4:250070272",-72.699224,19.544,"maize",66
"SEEDGWAS1242:MRG:4:250070273",-66.158868,18.061361,"maize",54
"SEEDGWAS1244:MRG:4:250070274",-66.399305,18.059362,"maize",64
"SEEDGWAS1246:MRG:4:250070275",-65.741368,18.190513,"maize",58
"SEEDGWAS1247:MRG:4:250070276",-61.148187,13.232037,"maize",55
"SEEDGWAS1248:MRG:4:250070277",-60.624146,11.217382,"maize",56
"SEEDGWAS1249:MRG:4:250070278",-61.781557,17.048578,"maize",70
"SEEDGWAS125:MRG:4:250054538",-89.483888,20.734108,"maize",74
"SEEDGWAS1250:MRG:4:250070279",-59.55,13.15,"maize",65
"SEEDGWAS1254:MRG:4:250070280",-105.177805,21.847885,"maize",58
"SEEDGWAS1256:MRG:4:250070283",-92.0992225,15.984309,"maize",68
"SEEDGWAS1257:MRG:4:250070284",-89.579005,14.71581,"maize",NA
"SEEDGWAS1258:MRG:4:250070285",-89.718358,14.657373,"maize",64
"SEEDGWAS1259:MRG:4:250070286",-89.533421,14.620613,"maize",61
"SEEDGWAS1260:MRG:4:250070287",-90.805464,14.786779,"maize",61
"SEEDGWAS1261:MRG:4:250070288",-91.15,14.383333,"maize",56
"SEEDGWAS1263:MRG:4:250070290",-98.416667,21.15,"maize",67
"SEEDGWAS1264:MRG:4:250070292",-92.21666667,15.7,"maize",64
"SEEDGWAS1265:MRG:4:250070293",-93.1,16.61666667,"maize",NA
"SEEDGWAS1266:MRG:4:250070294",-105.4666667,22.4,"maize",63
"SEEDGWAS1267:MRG:4:250070295",-99.614777,26.888903,"maize",79
"SEEDGWAS1268:MRG:4:250070296",-96.9,18.85,"maize",57
"SEEDGWAS1269:MRG:4:250070297",-76.95,20.3,"maize",67
"SEEDGWAS127:MRG:4:250054539",-75.98333333,20.25,"maize",70
"SEEDGWAS1270:MRG:4:250070298",-76.894138,20.333221,"maize",68
"SEEDGWAS1271:MRG:4:250070299",-76.11666667,20.61666667,"maize",70
"SEEDGWAS1272:MRG:4:250070300",-77.33333333,21.08333333,"maize",68
"SEEDGWAS1274:MRG:4:250070301",-76.43333333,20.38333333,"maize",69
"SEEDGWAS1277:MRG:4:250070302",-76.95,20.3,"maize",67
"SEEDGWAS1278:MRG:4:250070303",-76.61666667,21.2,"maize",73
"SEEDGWAS1279:MRG:4:250070304",-76.95,20.3,"maize",67
"SEEDGWAS128:MRG:4:250054540",-76.927588,21.002852,"maize",72
"SEEDGWAS1281:MRG:4:250070306",-77.53333333,21.25,"maize",67
"SEEDGWAS1282:MRG:4:250070307",-76.25,20.9,"maize",NA
"SEEDGWAS1283:MRG:4:250070308",-75.729414,20.676748,"maize",71
"SEEDGWAS1284:MRG:4:250070310",-76.21666667,20.3,"maize",71
"SEEDGWAS1285:MRG:4:250070311",-61.165426,14.739362,"maize",59
"SEEDGWAS1287:MRG:4:250070313",-70.5,19.18333333,"maize",56
"SEEDGWAS1289:MRG:4:250070314",-61.264283,13.23247,"maize",57
"SEEDGWAS129:MRG:4:250056097",-82.02,22.83,"maize",NA
"SEEDGWAS1293:MRG:4:250070317",-99.223726,24.015674,"maize",77
"SEEDGWAS1294:MRG:4:250070318",-86.006718,12.994002,"maize",65
"SEEDGWAS1295:MRG:4:250070319",-89.997599,13.735749,"maize",62
"SEEDGWAS13:MRG:4:250054455",-97.113749,20.474435,"maize",63
"SEEDGWAS130:MRG:4:250056098",-80.83333333,22.38333333,"maize",67
"SEEDGWAS1302:MRG:4:250070326",-73.280557,8.444639,"maize",51
"SEEDGWAS1303:MRG:4:250070327",-97.699529,21.320028,"maize",72
"SEEDGWAS1304:MRG:4:250070328",-82.910317,9.783843,"maize",55
"SEEDGWAS1305:MRG:4:250070329",-84.265743,10.44895,"maize",53
"SEEDGWAS1306:MRG:4:250070330",-82.929368,9.54934,"maize",54
"SEEDGWAS1307:MRG:4:250070331",-83.25,9,"maize",53
"SEEDGWAS1308:MRG:4:250070332",-84.478768,10.36278788,"maize",53
"SEEDGWAS1309:MRG:4:250070333",-84.483438,10.403208,"maize",56
"SEEDGWAS131:MRG:4:250056099",-81.567365,22.755449,"maize",NA
"SEEDGWAS1310:MRG:4:250070334",-84.266936,10.447642,"maize",53
"SEEDGWAS1311:MRG:4:250070335",-85.012096,10.883452,"maize",53
"SEEDGWAS1312:MRG:4:250070336",-85.009845,10.885181,"maize",53
"SEEDGWAS1313:MRG:4:250070337",-85.012907,10.91985,"maize",55
"SEEDGWAS1316:MRG:4:250070338",-85.612105,10.27709,"maize",61
"SEEDGWAS1317:MRG:4:250070339",-84.952374,10.432058,"maize",57
"SEEDGWAS132:MRG:4:250056100",-80,22.25,"maize",68
"SEEDGWAS1320:MRG:4:250070340",-84.971238,10.28643,"maize",59
"SEEDGWAS1321:MRG:4:250070341",-85.055372,10.350013,"maize",60
"SEEDGWAS1322:MRG:4:250070342",-85.230851,10.672685,"maize",61
"SEEDGWAS1323:MRG:4:250070343",-85.603295,11.214891,"maize",62
"SEEDGWAS1324:MRG:4:250070344",-85.428923,10.191279,"maize",60
"SEEDGWAS1325:MRG:4:250070345",-85.463114,10.031467,"maize",59
"SEEDGWAS1326:MRG:4:250070346",-85.460772,10.032973,"maize",59
"SEEDGWAS1327:MRG:4:250070347",-85.463114,10.031467,"maize",59
"SEEDGWAS1329:MRG:4:250070348",-83.304159,9.188017,"maize",52
"SEEDGWAS133:MRG:4:250056101",-83.73333333,22.41666667,"maize",62
"SEEDGWAS1330:MRG:4:250070349",-83.30636,8.521084,"maize",56
"SEEDGWAS1332:MRG:4:250070350",-85.439086,10.151686,"maize",60
"SEEDGWAS1333:MRG:4:250070351",-85.507987,10.112727,"maize",58
"SEEDGWAS1334:MRG:4:250105240",-85.476791,10.188492,"maize",62
"SEEDGWAS1335:MRG:4:250105241",-89.54248,13.753858,"maize",61
"SEEDGWAS1336:MRG:4:250105242",-89.54248,13.753858,"maize",61
"SEEDGWAS1337:MRG:4:250105243",-89.54248,13.753858,"maize",61
"SEEDGWAS1338:MRG:4:250105244",-89.867062,13.66216,"maize",63
"SEEDGWAS134:MRG:4:250056102",-76.25,20.9,"maize",NA
"SEEDGWAS1340:MRG:4:250105245",-88.802349,13.448614,"maize",59
"SEEDGWAS1342:MRG:4:250105246",-88.451302,13.330803,"maize",61
"SEEDGWAS1344:MRG:4:250105247",-89.179417,14.009348,"maize",61
"SEEDGWAS1346:MRG:4:250105248",-89.509358,14.045156,"maize",60
"SEEDGWAS1347:MRG:4:250105249",-89.46379,14.09389,"maize",61
"SEEDGWAS1348:MRG:4:250105250",-88.437896,13.561555,"maize",61
"SEEDGWAS1349:MRG:4:250105251",-88.437896,13.561555,"maize",61
"SEEDGWAS135:MRG:4:250056103",-76.38333333,20.73333333,"maize",74
"SEEDGWAS1350:MRG:4:250105252",-87.135874,13.173019,"maize",65
"SEEDGWAS1351:MRG:4:250105253",-87.891039,15.590506,"maize",64
"SEEDGWAS1352:MRG:4:250105254",-87.891039,15.590506,"maize",64
"SEEDGWAS1353:MRG:4:250105255",-88.016667,15.4,"maize",64
"SEEDGWAS1355:MRG:4:250105256",-86.088789,14.744943,"maize",66
"SEEDGWAS1356:MRG:4:250105257",-85.937304,14.793053,"maize",66
"SEEDGWAS1357:MRG:4:250105258",-87.929345,15.380512,"maize",70
"SEEDGWAS1358:MRG:4:250105259",-87.99316,15.053429,"maize",66
"SEEDGWAS1359:MRG:4:250105260",-87.99316,15.053429,"maize",66
"SEEDGWAS136:MRG:4:250056104",-61.63,12.2,"maize",58
"SEEDGWAS1360:MRG:4:250105261",-88.003548,15.281744,"maize",69
"SEEDGWAS1361:MRG:4:250105262",-81.18333333,8.133333333,"maize",54
"SEEDGWAS1362:MRG:4:250105263",-81.219826,8.187298,"maize",53
"SEEDGWAS1363:MRG:4:250105264",-80.692968,8.176827,"maize",61
"SEEDGWAS1364:MRG:4:250105265",-80.531579,8.327238,"maize",61
"SEEDGWAS1365:MRG:4:250105266",-82.71666667,8.583333333,"maize",53
"SEEDGWAS1366:MRG:4:250105267",-80.552275,8.061959,"maize",62
"SEEDGWAS1367:MRG:4:250105268",-80.48333333,7.966666667,"maize",58
"SEEDGWAS1368:MRG:4:250105269",-79.1,9.166666667,"maize",58
"SEEDGWAS1369:MRG:4:250105270",-78.978395,9.215315,"maize",55
"SEEDGWAS137:MRG:4:250056105",-74.267982,18.563505,"maize",57
"SEEDGWAS1370:MRG:4:250105271",-80.172251,8.566825,"maize",53
"SEEDGWAS1371:MRG:4:250105272",-80.258465,8.40745,"maize",59
"SEEDGWAS1372:MRG:4:250105273",-80.258465,8.40745,"maize",59
"SEEDGWAS1373:MRG:4:250105275",-76.95,20.96666667,"maize",72
"SEEDGWAS1374:MRG:4:250105276",-76.43333333,20.38333333,"maize",69
"SEEDGWAS1375:MRG:4:250105277",-76.21666667,20.3,"maize",71
"SEEDGWAS1376:MRG:4:250105278",-76.21666667,20.3,"maize",71
"SEEDGWAS1377:MRG:4:250105279",-61.350975,16.319743,"maize",66
"SEEDGWAS1378:MRG:4:250105280",-61.482804,16.214784,"maize",59
"SEEDGWAS1379:MRG:4:250105281",-61.700681,16.320169,"maize",60
"SEEDGWAS1380:MRG:4:250105282",-61.581424,16.262387,"maize",NA
"SEEDGWAS1381:MRG:4:250105283",-72.341009,19.507351,"maize",57
"SEEDGWAS1383:MRG:4:250105284",-73.800134,18.286044,"maize",56
"SEEDGWAS1386:MRG:4:250105287",-66.299774,18.18164,"maize",51
"SEEDGWAS1387:MRG:4:250105288",-65.741368,18.190513,"maize",58
"SEEDGWAS1388:MRG:4:250105289",-70.5,19.18333333,"maize",56
"SEEDGWAS1389:MRG:4:250105290",-70.021015,19.197019,"maize",54
"SEEDGWAS139:MRG:4:250056107",-98.905924,21.544818,"maize",68
"SEEDGWAS1390:MRG:4:250105291",-70.382798,19.677604,"maize",56
"SEEDGWAS1391:MRG:4:250105292",-70.488525,19.354584,"maize",62
"SEEDGWAS1392:MRG:4:250105293",-70.5,19.18333333,"maize",56
"SEEDGWAS1393:MRG:4:250105294",-61.249598,13.176096,"maize",NA
"SEEDGWAS1394:MRG:4:250105295",-61.221184,13.161853,"maize",60
"SEEDGWAS1395:MRG:4:250105296",-61.399664,10.642774,"maize",NA
"SEEDGWAS14:MRG:4:250054456",-96.354444,19.344444,"maize",68
"SEEDGWAS1400:MRG:4:250105298",-61.46,10.71,"maize",54
"SEEDGWAS1401:MRG:4:250105299",-61.26624,10.548746,"maize",57
"SEEDGWAS1402:MRG:4:250105300",-61.249153,10.502186,"maize",53
"SEEDGWAS1403:MRG:4:250105301",-61.249153,10.502186,"maize",53
"SEEDGWAS1404:MRG:4:250105302",-61.249153,10.502186,"maize",53
"SEEDGWAS1407:MRG:4:250105305",-47.71666667,-23.11666667,"maize",54
"SEEDGWAS1408:MRG:4:250105306",-49.094245,-26.495538,"maize",NA
"SEEDGWAS1409:MRG:4:250105307",-49.68333333,-28.93333333,"maize",54
"SEEDGWAS141:MRG:4:250056108",-97.382222,20.43027778,"maize",65
"SEEDGWAS1410:MRG:4:250105308",-49.457185,-28.920044,"maize",55
"SEEDGWAS1411:MRG:4:250105309",-49.381378,-21.070066,"maize",56
"SEEDGWAS1412:MRG:4:250105310",-47.56666667,-22.43333333,"maize",NA
"SEEDGWAS1413:MRG:4:250105311",-49.15,-20.96666667,"maize",54
"SEEDGWAS1414:MRG:4:250105312",-47.937215,-22.537739,"maize",54
"SEEDGWAS1415:MRG:4:250105313",-48.46666667,-20.93333333,"maize",NA
"SEEDGWAS1416:MRG:4:250105314",-46.852271,-22.437301,"maize",53
"SEEDGWAS1417:MRG:4:250105315",-48.92991,-20.756582,"maize",54
"SEEDGWAS1418:MRG:4:250105316",-50.83333333,-21.78333333,"maize",55
"SEEDGWAS142:MRG:4:250056109",-97.129731,20.547635,"maize",NA
"SEEDGWAS1421:MRG:4:250105317",-47.71666667,-23.11666667,"maize",54
"SEEDGWAS1422:MRG:4:250105318",-50.202062,-22.437175,"maize",55
"SEEDGWAS1424:MRG:4:250105320",-47.9,-22.01666667,"maize",NA
"SEEDGWAS1427:MRG:4:250105322",-56.771095,-9.151427,"maize",44
"SEEDGWAS1428:MRG:4:250105323",-39.1086,-12.651497,"maize",59
"SEEDGWAS1429:MRG:4:250105324",-92.081027,14.857059,"maize",56
"SEEDGWAS143:MRG:4:250056110",-89.31613,19.841513,"maize",73
"SEEDGWAS1430:MRG:4:250105325",-91.3232,14.418766,"maize",56
"SEEDGWAS1431:MRG:4:250105326",-90.76666667,14.28333333,"maize",NA
"SEEDGWAS1432:MRG:4:250105327",-89.963493,14.94666,"maize",67
"SEEDGWAS1434:MRG:4:250105328",-89.55,14.78333333,"maize",NA
"SEEDGWAS1435:MRG:4:250105329",-90.487282,15.092398,"maize",58
"SEEDGWAS1436:MRG:4:250105330",-89.438894,14.624426,"maize",67
"SEEDGWAS1437:MRG:4:250105332",-89.1,15.266667,"maize",59
"SEEDGWAS1438:MRG:4:250105333",-90.751703,14.279885,"maize",60
"SEEDGWAS1439:MRG:4:250105334",-90.76666667,14.28333333,"maize",NA
"SEEDGWAS144:MRG:4:250056111",-49.33333333,-24.11666667,"maize",NA
"SEEDGWAS1440:MRG:4:250105335",-90.76666667,14.28333333,"maize",NA
"SEEDGWAS1441:MRG:4:250070383",-90.868418,14.112458,"maize",61
"SEEDGWAS1442:MRG:4:250070384",-74.5,20.33333333,"maize",59
"SEEDGWAS1443:MRG:4:250070385",-76.43333333,20.38333333,"maize",69
"SEEDGWAS1457:MRG:4:250070397",-46.93333333,-22.45,"maize",55
"SEEDGWAS1458:MRG:4:250070398",-49.457185,-28.920044,"maize",55
"SEEDGWAS1460:MRG:4:250070400",-54.409057,-28.290932,"maize",51
"SEEDGWAS1463:MRG:4:250070403",-97.61666667,16.11666667,"maize",61
"SEEDGWAS1464:MRG:4:250070404",-98.026611,16.343416,"maize",62
"SEEDGWAS1465:MRG:4:250070405",-98.026611,16.343416,"maize",62
"SEEDGWAS1466:MRG:4:250070406",-98.136052,16.539657,"maize",54
"SEEDGWAS1467:MRG:4:250070407",-97.95,17.03333333,"maize",52
"SEEDGWAS1468:MRG:4:250070408",-96.48333333,15.71666667,"maize",63
"SEEDGWAS1469:MRG:4:250070409",-96.3,15.78333333,"maize",62
"SEEDGWAS1470:MRG:4:250070410",-49.825724,-22.232837,"maize",56
"SEEDGWAS1472:MRG:4:250070412",-49.21666667,-20.93333333,"maize",55
"SEEDGWAS1473:MRG:4:250070413",-50.010906,-20.404622,"maize",55
"SEEDGWAS1474:MRG:4:250070414",-105.2166667,21.1,"maize",61
"SEEDGWAS1476:MRG:4:250070415",-105.2166667,21.1,"maize",61
"SEEDGWAS1477:MRG:4:250070416",-105.1666667,21.2,"maize",66
"SEEDGWAS1478:MRG:4:250070417",-105.1833333,20.81666667,"maize",66
"SEEDGWAS1479:MRG:4:250070418",-105.1833333,20.81666667,"maize",66
"SEEDGWAS148:MRG:4:250056114",-39.21666667,-12.43333333,"maize",64
"SEEDGWAS1481:MRG:4:250070419",-104.915301,21.232846,"maize",59
"SEEDGWAS1482:MRG:4:250070420",-105.3333333,22.65,"maize",58
"SEEDGWAS1483:MRG:4:250070421",-105.3333333,22.65,"maize",58
"SEEDGWAS1484:MRG:4:250070422",-105.3333333,22.65,"maize",58
"SEEDGWAS1485:MRG:4:250070423",-106.44719,23.365893,"maize",67
"SEEDGWAS1486:MRG:4:250070424",-106.303401,23.201203,"maize",66
"SEEDGWAS1487:MRG:4:250070425",-107.2166667,24.71666667,"maize",70
"SEEDGWAS1488:MRG:4:250070426",-107.562256,25.408895,"maize",68
