"Lines","Long","Lat","crop","ph_value"
"2141",-86.0891,43.2749,"arabidopsis",52
"2159",-86.431,42.148,"arabidopsis",NA
"2166",-86.431,42.148,"arabidopsis",NA
"2171",-86.431,42.148,"arabidopsis",NA
"2191",-86.3929,43.7623,"arabidopsis",54
"2202",-86.3929,43.7623,"arabidopsis",54
"2212",-86.3929,43.7623,"arabidopsis",54
"2239",-86.382,42.184,"arabidopsis",56
"2240",-86.382,42.184,"arabidopsis",56
"2276",-86.496,43.665,"arabidopsis",NA
"2278",-86.496,43.665,"arabidopsis",NA
"2285",-86.496,43.665,"arabidopsis",NA
"2286",-86.496,43.665,"arabidopsis",NA
"2317",-86.514,42.03,"arabidopsis",NA
"2370",-86.646,41.865,"arabidopsis",60
"2412",-86.646,41.865,"arabidopsis",60
"4779",-4.9,50.4,"arabidopsis",58
"4807",-4.9,50.4,"arabidopsis",58
"4826",-4.9,50.4,"arabidopsis",58
"4840",-4.9,50.4,"arabidopsis",58
"4857",-4.9,50.3,"arabidopsis",60
"4884",-4.9,50.3,"arabidopsis",60
"4900",-4.8,50.3,"arabidopsis",60
"4939",-4.7,50.4,"arabidopsis",59
"4958",-4.5,50.5,"arabidopsis",58
"5023",0.5,51.3,"arabidopsis",62
"5104",0.5,51.3,"arabidopsis",62
"5151",-1.7,52.2,"arabidopsis",63
"5165",0.4,51.3,"arabidopsis",59
"5210",0.3,51.2,"arabidopsis",61
"5236",0.4,51.2,"arabidopsis",63
"5249",0.3,51.2,"arabidopsis",61
"5253",0.6,51.1,"arabidopsis",64
"5276",1.1,51.3,"arabidopsis",58
"5279",1.1,51.3,"arabidopsis",58
"5349",0.4,51.1,"arabidopsis",62
"5353",-3,54.5,"arabidopsis",43
"5395",-3,54.4,"arabidopsis",47
"5486",-3.3,54.6,"arabidopsis",54
"5577",-3.4,54.7,"arabidopsis",57
"5644",-2.9,54.4,"arabidopsis",52
"5651",-2.9,54.4,"arabidopsis",52
"5717",-3.2,54.6,"arabidopsis",45
"5718",-3.4,57,"arabidopsis",46
"5720",-1.6,53.3,"arabidopsis",57
"5726",1.1,51.3,"arabidopsis",58
"5741",-4.1,56.6,"arabidopsis",45
"5748",-4.4,56,"arabidopsis",45
"5757",-2.3,54.6,"arabidopsis",44
"5768",-1.5,54.1,"arabidopsis",61
"5772",-2.3,54.1,"arabidopsis",54
"5776",-1.3,52.9,"arabidopsis",NA
"5779",-3.1,51,"arabidopsis",64
"5784",-5.2,56.4,"arabidopsis",44
"5798",-3.3,53.1,"arabidopsis",62
"5800",-5.5,57.4,"arabidopsis",44
"5811",-3.1,52.9,"arabidopsis",57
"5822",-5.98333,56.7333,"arabidopsis",46
"5830",15.9807762,56.3130014,"arabidopsis",64
"5831",15.9807762,56.3130014,"arabidopsis",64
"5832",15.9807762,56.3130014,"arabidopsis",64
"5836",13.51,55.86,"arabidopsis",62
"5837",16.2326,49.4013,"arabidopsis",60
"5856",17.4849587,63.0091989,"arabidopsis",47
"5860",18.0141098,62.6827735,"arabidopsis",NA
"5865",14.1231006,55.7565106,"arabidopsis",62
"5867",14.1220385,55.7570661,"arabidopsis",62
"5874",16.2815,49.4112,"arabidopsis",64
"5890",16.2815,49.4112,"arabidopsis",64
"5893",16.2815,49.4112,"arabidopsis",64
"5907",16.2815,49.4112,"arabidopsis",64
"5921",16.2815,49.4112,"arabidopsis",64
"5950",16.2815,49.4112,"arabidopsis",64
"5984",16.2815,49.4112,"arabidopsis",64
"5993",16.2815,49.4112,"arabidopsis",64
"6008",16.2,49.1,"arabidopsis",68
"6009",18.1749827,62.8759855,"arabidopsis",45
"6010",18.1749827,62.8759855,"arabidopsis",45
"6011",18.1749827,62.8759855,"arabidopsis",45
"6012",18.1749827,62.8759855,"arabidopsis",45
"6013",18.1749827,62.8759855,"arabidopsis",45
"6016",18.4045,62.9147,"arabidopsis",NA
"6017",18.4045,62.9147,"arabidopsis",NA
"6019",14.2786489,56.0617671,"arabidopsis",64
"6020",14.2786489,56.0617671,"arabidopsis",64
"6021",14.281492,56.068008,"arabidopsis",66
"6022",14.281492,56.068008,"arabidopsis",66
"6023",13.3720798,55.7501271,"arabidopsis",NA
"6024",13.3720798,55.7501271,"arabidopsis",NA
"6025",17.7311,62.6381,"arabidopsis",45
"6030",18.1896,62.806,"arabidopsis",NA
"6034",13.7453108,56.0755241,"arabidopsis",45
"6035",13.7453108,56.0755241,"arabidopsis",45
"6036",13.7249024,56.1045244,"arabidopsis",53
"6038",13.7249024,56.1045244,"arabidopsis",53
"6039",13.7296953,56.1132251,"arabidopsis",NA
"6040",13.4,55.66,"arabidopsis",58
"6041",14.7427433,56.0089259,"arabidopsis",62
"6042",13.8561835,56.0964877,"arabidopsis",43
"6043",18.075722,62.8003225,"arabidopsis",45
"6046",18.075722,62.8003225,"arabidopsis",45
"6064",18.2763,62.9513,"arabidopsis",47
"6069",18.2763,62.95681,"arabidopsis",47
"6070",18.339997,62.956806,"arabidopsis",45
"6071",18.339997,62.956806,"arabidopsis",45
"6073",15.7779722,56.1460908,"arabidopsis",63
"6074",16.1301702,56.4573992,"arabidopsis",56
"6076",13.4354695,55.7170459,"arabidopsis",63
"6077",13.4354695,55.7170459,"arabidopsis",63
"6085",13.2155403,55.709434,"arabidopsis",NA
"6086",11.2,58.9,"arabidopsis",NA
"6087",16.1302444,56.465642,"arabidopsis",56
"6088",16.1302444,56.465642,"arabidopsis",56
"6090",13.2197,55.6525,"arabidopsis",65
"6091",13.215,55.6525,"arabidopsis",65
"6092",13.2233,55.6514,"arabidopsis",65
"6094",13.2147,55.6494,"arabidopsis",NA
"6095",13.2161,55.6486,"arabidopsis",NA
"6096",13.2225,55.6472,"arabidopsis",NA
"6097",13.2264,55.6481,"arabidopsis",NA
"6098",13.2178,55.6561,"arabidopsis",65
"6099",13.2193742,55.6532394,"arabidopsis",65
"6100",13.2226591,55.6465188,"arabidopsis",NA
"6101",13.2199068,55.6465188,"arabidopsis",NA
"6102",13.2240307,55.6484554,"arabidopsis",NA
"6104",13.2078964,55.6995163,"arabidopsis",59
"6105",13.1166475,55.7912838,"arabidopsis",NA
"6106",13.1151131,55.7892517,"arabidopsis",NA
"6107",13.1172969,55.789833,"arabidopsis",NA
"6108",13.1162548,55.7925311,"arabidopsis",59
"6109",13.1113481,55.7895346,"arabidopsis",NA
"6111",13.1104309,55.7928025,"arabidopsis",59
"6112",13.09336,55.7908676,"arabidopsis",64
"6113",13.0996565,55.7976997,"arabidopsis",66
"6114",13.1296295,55.7990936,"arabidopsis",67
"6115",13.1326552,55.7932875,"arabidopsis",67
"6118",13.1745511,55.7138306,"arabidopsis",62
"6119",13.1729204,55.7034097,"arabidopsis",64
"6122",13.2954193,55.8350143,"arabidopsis",NA
"6123",13.2986651,55.8351287,"arabidopsis",NA
"6124",13.2995709,55.8362185,"arabidopsis",NA
"6125",13.2984818,55.8371341,"arabidopsis",NA
"6126",13.3002261,55.8379372,"arabidopsis",NA
"6128",13.2881,55.8397,"arabidopsis",NA
"6131",13.3181,55.8369,"arabidopsis",NA
"6132",13.3186,55.8386,"arabidopsis",NA
"6133",13.2995693,55.8422437,"arabidopsis",59
"6134",13.2906,55.8383,"arabidopsis",NA
"6136",13.5519,55.9336,"arabidopsis",NA
"6137",13.5603,55.9419,"arabidopsis",NA
"6138",13.5511,55.9403,"arabidopsis",NA
"6140",13.5539,55.9392,"arabidopsis",NA
"6141",13.5542,55.9414,"arabidopsis",NA
"6142",13.5558,55.9428,"arabidopsis",52
"6145",13.5533,55.9497,"arabidopsis",51
"6148",13.5508,55.9319,"arabidopsis",NA
"6149",13.5481,55.9281,"arabidopsis",NA
"6150",13.5319,55.9261,"arabidopsis",52
"6151",13.2244,55.6528,"arabidopsis",65
"6153",17.7311,62.6381,"arabidopsis",45
"6154",17.7311,62.6381,"arabidopsis",45
"6163",17.7311,62.6381,"arabidopsis",45
"6166",17.7311,62.6381,"arabidopsis",45
"6169",18.336,62.8622,"arabidopsis",46
"6172",18.336,62.8622,"arabidopsis",46
"6173",18.336,62.8622,"arabidopsis",46
"6174",17.6771,62.6252,"arabidopsis",46
"6177",17.6771,62.6252,"arabidopsis",46
"6180",17.6771,62.6252,"arabidopsis",46
"6184",18.4473,62.8794,"arabidopsis",NA
"6188",14.1328223,55.758856,"arabidopsis",62
"6189",14.1328223,55.758856,"arabidopsis",62
"6191",14.1328223,55.758856,"arabidopsis",62
"6192",14.1328223,55.758856,"arabidopsis",62
"6193",14.1328223,55.758856,"arabidopsis",62
"6194",14.1328223,55.758856,"arabidopsis",62
"6195",14.1328223,55.758856,"arabidopsis",62
"6198",14.1225226,55.7567793,"arabidopsis",62
"6201",14.1225226,55.7567793,"arabidopsis",62
"6202",14.1225226,55.7567793,"arabidopsis",62
"6203",14.1225226,55.7567793,"arabidopsis",62
"6209",18.1749827,62.8759855,"arabidopsis",45
"6210",18.1749827,62.8759855,"arabidopsis",45
"6214",18.3174,63.0165,"arabidopsis",45
"6216",18.3174,63.0165,"arabidopsis",45
"6217",18.3174,63.0165,"arabidopsis",45
"6218",18.3174,63.0165,"arabidopsis",45
"6220",18.1896,62.806,"arabidopsis",NA
"6221",18.1896,62.806,"arabidopsis",NA
"6231",18.2763,62.9513,"arabidopsis",47
"6235",18.339997,62.956806,"arabidopsis",45
"6237",18.339997,62.956806,"arabidopsis",45
"6238",18.339997,62.956806,"arabidopsis",45
"6240",18.339997,62.956806,"arabidopsis",45
"6241",18.339997,62.956806,"arabidopsis",45
"6242",13.1960732,55.7060213,"arabidopsis",NA
"6243",13.85,55.95,"arabidopsis",48
"6244",18.4728,62.9169,"arabidopsis",45
"6252",14.3336,55.5796,"arabidopsis",59
"6255",14.3336,55.5796,"arabidopsis",59
"6258",14.3336,55.5796,"arabidopsis",59
"6268",14.3336,55.5796,"arabidopsis",59
"6276",14.3336,55.5796,"arabidopsis",59
"6284",14.3336,55.5796,"arabidopsis",59
"6296",16.6314,49.2771,"arabidopsis",52
"6390",16.6314,49.2771,"arabidopsis",52
"6396",16.6314,49.2771,"arabidopsis",52
"6413",13.9583592,56.0630848,"arabidopsis",56
"6424",16.2544,49.3853,"arabidopsis",65
"6434",16.2544,49.3853,"arabidopsis",65
"6445",16.2544,49.3853,"arabidopsis",65
"6680",6.4333,51.85,"arabidopsis",51
"6739",-73.4675,40.8585,"arabidopsis",NA
"6740",-73.4675,40.8585,"arabidopsis",NA
"6744",-73.4675,40.8585,"arabidopsis",NA
"6749",-76.5072,42.4489,"arabidopsis",63
"6750",-76.5072,42.4489,"arabidopsis",63
"6805",-71.0627,42.373,"arabidopsis",NA
"6806",-71.0627,42.373,"arabidopsis",NA
"6814",-86.621,41.2816,"arabidopsis",NA
"6830",73.1,49.5,"arabidopsis",72
"6897",1.3,45,"arabidopsis",56
"6898",4.4,51.2167,"arabidopsis",NA
"6900",18.4840729,63.322186,"arabidopsis",48
"6901",18.4840729,63.322186,"arabidopsis",48
"6903",16.2326,49.4013,"arabidopsis",60
"6904",16.6166,49.2,"arabidopsis",NA
"6907",-0.6383,51.4083,"arabidopsis",50
"6908",-0.6383,51.4083,"arabidopsis",50
"6909",-92.3,38.3,"arabidopsis",59
"6911",-23.6167,15.1111,"arabidopsis",72
"6913",18.1749827,62.8759855,"arabidopsis",45
"6915",6.3,50.3,"arabidopsis",54
"6917",18.3174,63.0165,"arabidopsis",45
"6918",18.3174,63.0165,"arabidopsis",45
"6919",8,50.3,"arabidopsis",66
"6920",9.9355,51.5338,"arabidopsis",NA
"6922",8,50.3,"arabidopsis",66
"6923",-0.6383,51.4083,"arabidopsis",50
"6924",-0.6383,51.4083,"arabidopsis",50
"6926",-85.37,44.46,"arabidopsis",53
"6927",-86.621,41.2816,"arabidopsis",NA
"6929",68.49,38.48,"arabidopsis",76
"6931",73.1,49.5,"arabidopsis",72
"6932",15.2369,52.7325,"arabidopsis",NA
"6933",2.49,41.59,"arabidopsis",62
"6938",37.6322,55.7522,"arabidopsis",NA
"6940",8.3,50.3,"arabidopsis",58
"6943",-0.6383,51.4083,"arabidopsis",50
"6944",-0.6383,51.4083,"arabidopsis",50
"6945",4.45,52.24,"arabidopsis",NA
"6951",16.36,49.42,"arabidopsis",54
"6956",16.36,49.42,"arabidopsis",54
"6957",16.36,49.42,"arabidopsis",54
"6958",3.3,46,"arabidopsis",69
"6959",-1.41,48.5,"arabidopsis",60
"6960",-1.41,48.5,"arabidopsis",60
"6961",-3.53333,38.3333,"arabidopsis",NA
"6963",68.48,38.35,"arabidopsis",75
"6966",-0.6383,51.4083,"arabidopsis",50
"6967",-0.6383,51.4083,"arabidopsis",50
"6968",23.5,60,"arabidopsis",49
"6969",23.5,60,"arabidopsis",49
"6970",2.93056,41.7194,"arabidopsis",72
"6971",2.93056,41.7194,"arabidopsis",72
"6973",13.9707,56.0648,"arabidopsis",48
"6974",13.9707,56.0648,"arabidopsis",48
"6975",14.45,48.3,"arabidopsis",51
"6976",14.45,48.3,"arabidopsis",51
"6979",8.26,47.25,"arabidopsis",63
"6981",30,52.3,"arabidopsis",53
"6982",9.3,52.3,"arabidopsis",54
"6984",16.2544,49.3853,"arabidopsis",65
"6986",-2.2207,57.1539,"arabidopsis",51
"6987",7.62551,48.0683,"arabidopsis",65
"6989",-2.4333,54.8,"arabidopsis",54
"6990",5.73,53.448,"arabidopsis",67
"6992",5.3,50.3,"arabidopsis",52
"6997",5.5833,51.8333,"arabidopsis",61
"7000",9.57073,50.9167,"arabidopsis",61
"7002",6.1,51.3333,"arabidopsis",59
"7003",7.5,47.5,"arabidopsis",64
"7008",5.675,52,"arabidopsis",NA
"7013",13.287,52.4584,"arabidopsis",NA
"7014",-4.79821,56.5459,"arabidopsis",43
"7025",11.3396,44.5041,"arabidopsis",NA
"7026",-3.2667,54.4,"arabidopsis",47
"7028",9.3166,49.5166,"arabidopsis",64
"7031",8.6667,50.0167,"arabidopsis",NA
"7033",-122.755,41.3599,"arabidopsis",62
"7036",9.5,50.5,"arabidopsis",59
"7058",-9.0755556,53.87,"arabidopsis",50
"7061",-1.64293,53.2699,"arabidopsis",57
"7062",8.26607,50.2981,"arabidopsis",NA
"7063",-13.4811,29.2144,"arabidopsis",NA
"7064",1.1,51.3,"arabidopsis",58
"7067",15.09,37.51,"arabidopsis",NA
"7068",12.1,42,"arabidopsis",73
"7071",1.33867,48.0717,"arabidopsis",68
"7072",34.7361,53.7502,"arabidopsis",NA
"7077",-8.25,40.12,"arabidopsis",65
"7081",-8.42639,40.2077,"arabidopsis",NA
"7092",2.823,49.416,"arabidopsis",NA
"7094",8.65081,49.8724,"arabidopsis",NA
"7096",5.04278,47.3239,"arabidopsis",NA
"7102",8.2372,50.7224,"arabidopsis",55
"7103",16.2667,49.4167,"arabidopsis",52
"7106",13.7336,51.051,"arabidopsis",NA
"7107",-1.5733,54.7761,"arabidopsis",NA
"7109",0.5,51.3,"arabidopsis",62
"7111",-3.16028,55.9494,"arabidopsis",57
"7117",9.68253,51.5105,"arabidopsis",63
"7119",8.5,50,"arabidopsis",52
"7120",8.5,50,"arabidopsis",52
"7125",11.0087,49.5955,"arabidopsis",NA
"7126",24.5682,60.1997,"arabidopsis",47
"7127",24.9871,58.6656,"arabidopsis",62
"7130",2.56481,44.6447,"arabidopsis",66
"7133",8.6822,50.1102,"arabidopsis",NA
"7138",8.0167,50.5,"arabidopsis",65
"7143",5.86667,51.0167,"arabidopsis",NA
"7147",8.67825,50.584,"arabidopsis",NA
"7158",15.5,47,"arabidopsis",NA
"7160",-85.2532,43.178,"arabidopsis",NA
"7161",10.5,53.5,"arabidopsis",NA
"7162",9.44,52.24,"arabidopsis",61
"7163",9.73569,52.3721,"arabidopsis",NA
"7164",12.5686,55.675,"arabidopsis",NA
"7165",8.28844,51.3472,"arabidopsis",NA
"7169",9.88682,54.4175,"arabidopsis",56
"7177",15,49,"arabidopsis",48
"7181",11.587,50.927,"arabidopsis",NA
"7183",77,35,"arabidopsis",NA
"7186",23.8924,54.8969,"arabidopsis",65
"7192",-5.66364,55.6395,"arabidopsis",NA
"7199",6.9666,50.95,"arabidopsis",NA
"7202",8.50861,50.1797,"arabidopsis",NA
"7203",11.5722,49.631,"arabidopsis",60
"7207",135.752,35.0085,"arabidopsis",NA
"7208",-3.78181,55.6739,"arabidopsis",51
"7209",15.2333,52.7333,"arabidopsis",NA
"7213",15.2369,52.7325,"arabidopsis",NA
"7217",0.5,48,"arabidopsis",61
"7218",4.49015,52.1611,"arabidopsis",NA
"7223",8.0666,50.3833,"arabidopsis",NA
"7231",8.0666,50.3833,"arabidopsis",NA
"7244",8.26664,50.001,"arabidopsis",NA
"7248",-70.6652,41.3923,"arabidopsis",48
"7250",10.1138,51.9183,"arabidopsis",66
"7255",20.5,50.95,"arabidopsis",60
"7258",8.5,50.5,"arabidopsis",63
"7268",10.981,52.6969,"arabidopsis",48
"7276",8.5833,50.2,"arabidopsis",NA
"7280",8.2,53.1667,"arabidopsis",55
"7282",8.01161,50.3827,"arabidopsis",64
"7287",8.42255,53.3422,"arabidopsis",54
"7288",6.193019,60.385543,"arabidopsis",NA
"7296",29,59,"arabidopsis",56
"7298",10.51,47.04,"arabidopsis",55
"7305",10.6065,53.476,"arabidopsis",56
"7306",-123.206,49.2655,"arabidopsis",NA
"7307",-2.96591,48.0653,"arabidopsis",NA
"7314",-3.41697,54.3512,"arabidopsis",NA
"7316",5.56667,51.9667,"arabidopsis",45
"7319",12.1,42,"arabidopsis",73
"7320",1.09849,49.4424,"arabidopsis",NA
"7322",34,56.3,"arabidopsis",54
"7323",38.28,49,"arabidopsis",69
"7327",3.03333,41.7833,"arabidopsis",NA
"7328",3.03333,41.7833,"arabidopsis",NA
"7332",-122.2,47,"arabidopsis",54
"7333",11.5614,46.5438,"arabidopsis",62
"7337",8.02341,50.8738,"arabidopsis",NA
"7342",-3.00733,53.6473,"arabidopsis",NA
"7343",13.181,52.5339,"arabidopsis",NA
"7344",9.5,47.6667,"arabidopsis",NA
"7346",11.8558,52.6058,"arabidopsis",NA
"7347",36,52,"arabidopsis",65
"7349",14.5,49.5,"arabidopsis",57
"7350",-122.459,47.2413,"arabidopsis",NA
"7353",4.3,52.08,"arabidopsis",NA
"7354",14.9,56.5,"arabidopsis",42
"7356",-83.5553,41.6639,"arabidopsis",NA
"7358",-83.5553,41.6639,"arabidopsis",NA
"7359",-83.5553,41.6639,"arabidopsis",NA
"7372",9.9042,47.0748,"arabidopsis",62
"7373",136.31,34.43,"arabidopsis",52
"7377",-85.2563,43.2708,"arabidopsis",50
"7378",7.7667,48.0333,"arabidopsis",58
"7382",5.1145,52.0918,"arabidopsis",NA
"7383",-123.206,49.2655,"arabidopsis",NA
"7384",5.55,52.0333,"arabidopsis",NA
"7387",-2.3671,54.9902,"arabidopsis",54
"7394",21,52.3,"arabidopsis",NA
"7396",30,52.3,"arabidopsis",53
"7404",10.0667,52.6,"arabidopsis",NA
"7411",10.8134,47.9299,"arabidopsis",64
"7413",25.3167,54.6833,"arabidopsis",NA
"7415",9.9361,49.7878,"arabidopsis",NA
"7416",-119.35,37.45,"arabidopsis",58
"7417",8.55,47.3667,"arabidopsis",NA
"7418",8.55,47.3667,"arabidopsis",NA
"7419",8.32213,50.3058,"arabidopsis",66
"7424",16.6166,49.2,"arabidopsis",NA
"7430",6.25,48.6167,"arabidopsis",67
"7461",15,49,"arabidopsis",48
"7475",-72.677,41.767,"arabidopsis",NA
"7477",-71.2825,41.7302,"arabidopsis",NA
"7514",-86.4251,41.5609,"arabidopsis",61
"7515",-86.4251,41.5609,"arabidopsis",61
"7516",14.334,55.58,"arabidopsis",59
"7517",14.334,55.58,"arabidopsis",59
"7520",16.81,49.38,"arabidopsis",65
"7521",16.81,49.38,"arabidopsis",65
"7523",-86.3253,42.0945,"arabidopsis",60
"7525",-86.511,42.036,"arabidopsis",NA
"7529",-86.5128,42.0333,"arabidopsis",NA
"7530",-86.5128,42.0333,"arabidopsis",NA
"7566",-86.359,42.093,"arabidopsis",60
"7568",-86.359,42.093,"arabidopsis",60
"7717",-86.625,41.273,"arabidopsis",61
"7757",-86.625,41.273,"arabidopsis",61
"7767",-86.625,41.273,"arabidopsis",61
"7917",-86.3253,42.0945,"arabidopsis",60
"7947",-86.3253,42.0945,"arabidopsis",60
"8037",-86.7368,41.3423,"arabidopsis",61
"8057",-86.7368,41.3423,"arabidopsis",61
"8077",-86.7368,41.3423,"arabidopsis",61
"8132",-86.511,42.036,"arabidopsis",NA
"8171",-86.511,42.036,"arabidopsis",NA
"8214",2,49,"arabidopsis",55
"8222",14.7427433,56.0089259,"arabidopsis",62
"8227",17.898516,62.7920572,"arabidopsis",44
"8230",16.5,56.68,"arabidopsis",63
"8231",15.9960089,56.3065535,"arabidopsis",64
"8233",-87.1923,41.1876,"arabidopsis",NA
"8234",15.9753237,56.3201865,"arabidopsis",44
"8235",17.1,48.8,"arabidopsis",67
"8236",15.76,49.33,"arabidopsis",52
"8237",13.1,55.8,"arabidopsis",66
"8238",0.4,51.15,"arabidopsis",60
"8239",7,51,"arabidopsis",NA
"8240",13.196,55.705,"arabidopsis",NA
"8241",13.85,55.95,"arabidopsis",48
"8242",15.7832574,56.1510312,"arabidopsis",63
"8243",11.2547,43.7703,"arabidopsis",NA
"8244",2.3086,48.6103,"arabidopsis",NA
"8246",-79.18,35,"arabidopsis",50
"8247",13.7407939,56.0692873,"arabidopsis",45
"8249",15.8,57.7,"arabidopsis",47
"8256",12.9040338,56.4487477,"arabidopsis",NA
"8258",12.9040338,56.4487477,"arabidopsis",NA
"8259",12.9040338,56.4487477,"arabidopsis",NA
"8264",2.8,41.6833,"arabidopsis",70
"8283",14.1262764,55.7599276,"arabidopsis",62
"8284",16.2815,49.4112,"arabidopsis",64
"8285",16.2815,49.4112,"arabidopsis",64
"8290",8.5,50,"arabidopsis",52
"8297",6.14,46.21,"arabidopsis",NA
"8306",13.7134622,56.1035094,"arabidopsis",53
"8307",13.7296953,56.1132251,"arabidopsis",NA
"8311",11.5,47.5,"arabidopsis",52
"8312",7.5,50.5,"arabidopsis",62
"8326",14.7427433,56.0089259,"arabidopsis",62
"8334",13.19,55.72,"arabidopsis",NA
"8335",13.2,55.71,"arabidopsis",NA
"8337",12.37,44,"arabidopsis",70
"8343",1.5,47.5,"arabidopsis",64
"8351",18.37,60.25,"arabidopsis",51
"8354",56.3167,58,"arabidopsis",NA
"8357",2.25,41.5,"arabidopsis",NA
"8365",16,49,"arabidopsis",70
"8366",8.5,50.5,"arabidopsis",63
"8369",13.4354695,55.7170459,"arabidopsis",63
"8376",17.997819,62.6897799,"arabidopsis",NA
"8386",11.2,58.9,"arabidopsis",NA
"8387",18.06,59.34,"arabidopsis",NA
"8419",25.3167,54.6833,"arabidopsis",NA
"8420",8.5333,50.0667,"arabidopsis",68
"8422",14.2786489,56.0617671,"arabidopsis",64
"8424",77,35,"arabidopsis",NA
"8426",13.9589922,56.0681098,"arabidopsis",56
"8427",13.9707,56.0648,"arabidopsis",48
"8464",-86.8513,41.6862,"arabidopsis",NA
"8483",-86.8513,41.6862,"arabidopsis",NA
"8699",-86.3253,42.0945,"arabidopsis",60
"8723",-86.3253,42.0945,"arabidopsis",60
"9027",-86.511,42.036,"arabidopsis",NA
"9057",13.9167,56.1,"arabidopsis",NA
"9058",16.6333,57.75,"arabidopsis",NA
