,maize_cec
SEEDGWAS2807:MRG:4:250063956,NA
SEEDGWAS2809:MRG:4:250068811,NA
SEEDGWAS2810:MRG:4:250068812,NA
SEEDGWAS2811:MRG:4:250068813,278
SEEDGWAS2812:MRG:4:250068814,230
SEEDGWAS2813:MRG:4:250068815,NA
SEEDGWAS2814:MRG:4:250068816,247
SEEDGWAS2815:MRG:4:250063957,200
SEEDGWAS2816:MRG:4:250068817,258
SEEDGWAS2817:MRG:4:250068818,281
SEEDGWAS2818:MRG:4:250063958,258
SEEDGWAS2819:MRG:4:250068819,NA
SEEDGWAS2820:MRG:4:250068820,254
SEEDGWAS2821:MRG:4:250068821,278
SEEDGWAS2822:MRG:4:250063959,268
SEEDGWAS2823:MRG:4:250068822,281
SEEDGWAS2824:MRG:4:250068823,281
SEEDGWAS2825:MRG:4:250063960,278
SEEDGWAS2826:MRG:4:250068824,NA
SEEDGWAS2827:MRG:4:250068825,244
SEEDGWAS2828:MRG:4:250063961,244
SEEDGWAS2829:MRG:4:250063962,242
SEEDGWAS2830:MRG:4:250068826,242
SEEDGWAS2831:MRG:4:250068827,264
SEEDGWAS2832:MRG:4:250068859,216
SEEDGWAS2834:MRG:4:250068860,220
SEEDGWAS2835:MRG:4:250068861,220
SEEDGWAS2838:MRG:4:250063963,NA
SEEDGWAS2839:MRG:4:250063964,220
SEEDGWAS2842:MRG:4:250068863,280
SEEDGWAS2843:MRG:4:250068864,277
SEEDGWAS2844:MRG:4:250068865,277
SEEDGWAS2845:MRG:4:250063965,277
SEEDGWAS2846:MRG:4:250063966,241
SEEDGWAS2847:MRG:4:250063967,278
SEEDGWAS2848:MRG:4:250063968,298
SEEDGWAS2852:MRG:4:250063969,NA
SEEDGWAS2853:MRG:4:250063970,299
SEEDGWAS2854:MRG:4:250063971,299
SEEDGWAS2855:MRG:4:250063972,299
SEEDGWAS2856:MRG:4:250068867,299
SEEDGWAS2857:MRG:4:250068868,299
SEEDGWAS2858:MRG:4:250063973,299
SEEDGWAS2859:MRG:4:250063974,299
SEEDGWAS2860:MRG:4:250068869,299
SEEDGWAS2862:MRG:4:250068870,283
SEEDGWAS2863:MRG:4:250068871,283
SEEDGWAS2864:MRG:4:250068872,283
SEEDGWAS2867:MRG:4:250063975,276
SEEDGWAS2868:MRG:4:250063976,NA
SEEDGWAS2871:MRG:4:250068873,NA
SEEDGWAS2872:MRG:4:250063977,NA
SEEDGWAS2874:MRG:4:250068874,NA
SEEDGWAS2875:MRG:4:250068875,NA
SEEDGWAS2876:MRG:4:250068876,NA
SEEDGWAS2877:MRG:4:250068877,NA
SEEDGWAS2880:MRG:4:250063979,285
SEEDGWAS2881:MRG:4:250068878,268
SEEDGWAS2882:MRG:4:250068879,289
SEEDGWAS2883:MRG:4:250068881,289
SEEDGWAS2884:MRG:4:250068882,289
SEEDGWAS2889:MRG:4:250068885,309
SEEDGWAS2890:MRG:4:250068886,257
SEEDGWAS2892:MRG:4:250068887,204
SEEDGWAS2893:MRG:4:250068888,213
SEEDGWAS2894:MRG:4:250068889,NA
SEEDGWAS2895:MRG:4:250068890,320
SEEDGWAS2896:MRG:4:250063982,184
SEEDGWAS2897:MRG:4:250068891,267
SEEDGWAS2898:MRG:4:250063983,256
SEEDGWAS2899:MRG:4:250063984,217
SEEDGWAS2900:MRG:4:250068892,NA
SEEDGWAS2901:MRG:4:250063985,243
SEEDGWAS2902:MRG:4:250068893,NA
SEEDGWAS2903:MRG:4:250068894,194
SEEDGWAS2904:MRG:4:250063986,238
SEEDGWAS2905:MRG:4:250068895,180
SEEDGWAS2906:MRG:4:250063987,253
SEEDGWAS2907:MRG:4:250063988,197
SEEDGWAS2909:MRG:4:250068896,287
SEEDGWAS2910:MRG:4:250063989,239
SEEDGWAS2911:MRG:4:250068897,256
SEEDGWAS2912:MRG:4:250068898,232
SEEDGWAS2913:MRG:4:250068899,NA
SEEDGWAS2914:MRG:4:250068900,239
SEEDGWAS2915:MRG:4:250068901,239
SEEDGWAS2916:MRG:4:250063990,292
SEEDGWAS2918:MRG:4:250068903,292
SEEDGWAS2919:MRG:4:250068904,292
SEEDGWAS2920:MRG:4:250063991,201
SEEDGWAS2921:MRG:4:250068905,210
SEEDGWAS2922:MRG:4:250068906,NA
SEEDGWAS2923:MRG:4:250068907,210
SEEDGWAS2924:MRG:4:250068908,NA
SEEDGWAS2925:MRG:4:250063992,252
SEEDGWAS2926:MRG:4:250068909,280
SEEDGWAS2927:MRG:4:250063993,210
SEEDGWAS2928:MRG:4:250063994,NA
SEEDGWAS2930:MRG:4:250063995,230
SEEDGWAS2931:MRG:4:250068910,242
SEEDGWAS2932:MRG:4:250063996,NA
SEEDGWAS2935:MRG:4:250063997,NA
SEEDGWAS2936:MRG:4:250068911,NA
SEEDGWAS2937:MRG:4:250068912,286
SEEDGWAS2938:MRG:4:250068913,282
SEEDGWAS2939:MRG:4:250068914,293
SEEDGWAS2940:MRG:4:250063998,NA
SEEDGWAS2941:MRG:4:250068915,251
SEEDGWAS2943:MRG:4:250063999,283
SEEDGWAS2944:MRG:4:250068916,NA
SEEDGWAS2945:MRG:4:250064000,282
SEEDGWAS2946:MRG:4:250064001,NA
SEEDGWAS2947:MRG:4:250064033,NA
SEEDGWAS2948:MRG:4:250068917,199
SEEDGWAS2949:MRG:4:250068919,206
SEEDGWAS2950:MRG:4:250064034,NA
SEEDGWAS2951:MRG:4:250068920,251
SEEDGWAS2952:MRG:4:250068921,272
SEEDGWAS2953:MRG:4:250068922,277
SEEDGWAS2954:MRG:4:250068923,282
SEEDGWAS2955:MRG:4:250064035,299
SEEDGWAS2956:MRG:4:250068924,298
SEEDGWAS296:MRG:4:250059058,205
SEEDGWAS2960:MRG:4:250068925,209
SEEDGWAS2961:MRG:4:250064036,268
SEEDGWAS2962:MRG:4:250064037,260
SEEDGWAS2963:MRG:4:250068926,261
SEEDGWAS2964:MRG:4:250068927,276
SEEDGWAS2966:MRG:4:250064038,NA
SEEDGWAS2967:MRG:4:250068928,224
SEEDGWAS2968:MRG:4:250064039,278
SEEDGWAS297:MRG:4:250059059,264
SEEDGWAS2970:MRG:4:250068929,214
SEEDGWAS2971:MRG:4:250064040,233
SEEDGWAS2972:MRG:4:250064041,201
SEEDGWAS2973:MRG:4:250064043,205
SEEDGWAS2974:MRG:4:250068930,281
SEEDGWAS2975:MRG:4:250064044,298
SEEDGWAS2976:MRG:4:250064045,283
SEEDGWAS2977:MRG:4:250068931,253
SEEDGWAS2978:MRG:4:250064046,NA
SEEDGWAS2979:MRG:4:250064047,303
SEEDGWAS2980:MRG:4:250064048,NA
SEEDGWAS2983:MRG:4:250064049,213
SEEDGWAS2984:MRG:4:250064050,298
SEEDGWAS2985:MRG:4:250064051,234
SEEDGWAS2987:MRG:4:250064052,230
SEEDGWAS2989:MRG:4:250068933,206
SEEDGWAS299:MRG:4:250059060,145
SEEDGWAS2990:MRG:4:250068934,242
SEEDGWAS2991:MRG:4:250064053,233
SEEDGWAS2993:MRG:4:250068935,220
SEEDGWAS2995:MRG:4:250064054,236
SEEDGWAS2996:MRG:4:250064055,297
SEEDGWAS2998:MRG:4:250068936,248
SEEDGWAS2999:MRG:4:250068937,233
SEEDGWAS30:MRG:4:250054469,206
SEEDGWAS300:MRG:4:250059061,253
SEEDGWAS3000:MRG:4:250068938,221
SEEDGWAS3001:MRG:4:250068939,221
SEEDGWAS3002:MRG:4:250064056,334
SEEDGWAS3003:MRG:4:250064057,229
SEEDGWAS3005:MRG:4:250068940,NA
SEEDGWAS3006:MRG:4:250064058,235
SEEDGWAS3007:MRG:4:250064059,NA
SEEDGWAS3008:MRG:4:250064061,NA
SEEDGWAS301:MRG:4:250059062,NA
SEEDGWAS3010:MRG:4:250064062,NA
SEEDGWAS3011:MRG:4:250064063,NA
SEEDGWAS3012:MRG:4:250064064,224
SEEDGWAS3013:MRG:4:250068941,220
SEEDGWAS3014:MRG:4:250064065,213
SEEDGWAS3015:MRG:4:250064066,213
SEEDGWAS3017:MRG:4:250064067,221
SEEDGWAS3018:MRG:4:250068942,276
SEEDGWAS3019:MRG:4:250068943,282
SEEDGWAS302:MRG:4:250059063,264
SEEDGWAS3020:MRG:4:250068944,221
SEEDGWAS3021:MRG:4:250064068,256
SEEDGWAS3023:MRG:4:250064069,281
SEEDGWAS3025:MRG:4:250064070,270
SEEDGWAS3026:MRG:4:250068945,196
SEEDGWAS3027:MRG:4:250064071,196
SEEDGWAS3028:MRG:4:250068946,231
SEEDGWAS3036:MRG:4:250064072,213
SEEDGWAS3037:MRG:4:250068947,254
SEEDGWAS3038:MRG:4:250068948,295
SEEDGWAS3039:MRG:4:250064073,NA
SEEDGWAS3040:MRG:4:250068949,290
SEEDGWAS3042:MRG:4:250068950,NA
SEEDGWAS3043:MRG:4:250064074,NA
SEEDGWAS3044:MRG:4:250068951,295
SEEDGWAS3047:MRG:4:250068953,NA
SEEDGWAS3048:MRG:4:250064075,285
SEEDGWAS3049:MRG:4:250064076,255
SEEDGWAS305:MRG:4:250059064,NA
SEEDGWAS3050:MRG:4:250064077,NA
SEEDGWAS3051:MRG:4:250064078,NA
SEEDGWAS3052:MRG:4:250064079,184
SEEDGWAS3053:MRG:4:250068954,278
SEEDGWAS3054:MRG:4:250068986,NA
SEEDGWAS3055:MRG:4:250068987,255
SEEDGWAS3056:MRG:4:250064080,283
SEEDGWAS3057:MRG:4:250064081,NA
SEEDGWAS306:MRG:4:250059065,83
SEEDGWAS3060:MRG:4:250068988,242
SEEDGWAS3061:MRG:4:250068989,NA
SEEDGWAS3062:MRG:4:250068990,NA
SEEDGWAS3063:MRG:4:250064082,278
SEEDGWAS3064:MRG:4:250064083,NA
SEEDGWAS3065:MRG:4:250064084,278
SEEDGWAS3066:MRG:4:250064085,NA
SEEDGWAS3067:MRG:4:250068991,NA
SEEDGWAS3068:MRG:4:250068992,216
SEEDGWAS3069:MRG:4:250064086,288
SEEDGWAS307:MRG:4:250059066,146
SEEDGWAS3070:MRG:4:250068994,264
SEEDGWAS3072:MRG:4:250068995,295
SEEDGWAS3074:MRG:4:250068996,295
SEEDGWAS3075:MRG:4:250068998,269
SEEDGWAS3076:MRG:4:250068999,NA
SEEDGWAS3077:MRG:4:250064087,287
SEEDGWAS3078:MRG:4:250069000,277
SEEDGWAS3079:MRG:4:250069001,269
SEEDGWAS308:MRG:4:250059067,NA
SEEDGWAS3080:MRG:4:250069002,NA
SEEDGWAS3081:MRG:4:250069003,212
SEEDGWAS3082:MRG:4:250069004,240
SEEDGWAS3084:MRG:4:250064088,289
SEEDGWAS3085:MRG:4:250069005,NA
SEEDGWAS3086:MRG:4:250064089,NA
SEEDGWAS3087:MRG:4:250064090,278
SEEDGWAS3088:MRG:4:250069006,269
SEEDGWAS3089:MRG:4:250069007,295
SEEDGWAS309:MRG:4:250059068,NA
SEEDGWAS3090:MRG:4:250069008,274
SEEDGWAS3092:MRG:4:250064091,212
SEEDGWAS3093:MRG:4:250064092,298
SEEDGWAS3094:MRG:4:250064093,NA
SEEDGWAS3096:MRG:4:250069009,256
SEEDGWAS3097:MRG:4:250064095,285
SEEDGWAS3098:MRG:4:250069010,285
SEEDGWAS3099:MRG:4:250069011,NA
SEEDGWAS31:MRG:4:250054470,184
SEEDGWAS310:MRG:4:250059069,247
SEEDGWAS3100:MRG:4:250069012,285
SEEDGWAS3102:MRG:4:250064096,287
SEEDGWAS3104:MRG:4:250069014,277
SEEDGWAS3106:MRG:4:250064097,210
SEEDGWAS3107:MRG:4:250064098,230
SEEDGWAS3108:MRG:4:250069015,243
SEEDGWAS311:MRG:4:250059070,328
SEEDGWAS3111:MRG:4:250069016,290
SEEDGWAS3112:MRG:4:250069017,252
SEEDGWAS3113:MRG:4:250069018,196
SEEDGWAS3114:MRG:4:250064099,223
SEEDGWAS3115:MRG:4:250069020,196
SEEDGWAS3116:MRG:4:250069021,233
SEEDGWAS3117:MRG:4:250069022,267
SEEDGWAS3118:MRG:4:250069023,223
SEEDGWAS3119:MRG:4:250069024,245
SEEDGWAS312:MRG:4:250059071,436
SEEDGWAS3120:MRG:4:250064100,252
SEEDGWAS3121:MRG:4:250064102,288
SEEDGWAS3122:MRG:4:250064103,288
SEEDGWAS3123:MRG:4:250064104,243
SEEDGWAS3124:MRG:4:250069025,259
SEEDGWAS3125:MRG:4:250064105,288
SEEDGWAS3126:MRG:4:250069026,291
SEEDGWAS3127:MRG:4:250069027,315
SEEDGWAS3128:MRG:4:250069028,300
SEEDGWAS3129:MRG:4:250069029,252
SEEDGWAS3130:MRG:4:250064106,231
SEEDGWAS3131:MRG:4:250064107,238
SEEDGWAS3132:MRG:4:250064108,238
SEEDGWAS3133:MRG:4:250064109,238
SEEDGWAS3134:MRG:4:250069030,NA
SEEDGWAS3135:MRG:4:250069031,250
SEEDGWAS3136:MRG:4:250064110,231
SEEDGWAS3137:MRG:4:250064111,220
SEEDGWAS3138:MRG:4:250064112,220
SEEDGWAS3139:MRG:4:250064113,242
SEEDGWAS3140:MRG:4:250064114,210
SEEDGWAS3141:MRG:4:250064115,210
SEEDGWAS3143:MRG:4:250064116,210
SEEDGWAS3144:MRG:4:250064117,210
SEEDGWAS3145:MRG:4:250064118,231
SEEDGWAS3147:MRG:4:250064119,272
SEEDGWAS3148:MRG:4:250069032,253
SEEDGWAS3149:MRG:4:250069033,249
SEEDGWAS3151:MRG:4:250064120,NA
SEEDGWAS3152:MRG:4:250069034,241
SEEDGWAS3160:MRG:4:250064126,211
SEEDGWAS3161:MRG:4:250069037,NA
SEEDGWAS3163:MRG:4:250069038,NA
SEEDGWAS3164:MRG:4:250069039,NA
SEEDGWAS3165:MRG:4:250064127,194
SEEDGWAS3166:MRG:4:250064128,203
SEEDGWAS3167:MRG:4:250064160,195
SEEDGWAS3168:MRG:4:250064161,202
SEEDGWAS3170:MRG:4:250064162,190
SEEDGWAS3172:MRG:4:250064164,213
SEEDGWAS3174:MRG:4:250064165,218
SEEDGWAS3176:MRG:4:250064167,209
SEEDGWAS3177:MRG:4:250069042,216
SEEDGWAS3178:MRG:4:250069043,231
SEEDGWAS3179:MRG:4:250064168,226
SEEDGWAS318:MRG:4:250059077,338
SEEDGWAS3180:MRG:4:250064169,251
SEEDGWAS3182:MRG:4:250064170,271
SEEDGWAS3183:MRG:4:250064171,172
SEEDGWAS3184:MRG:4:250064172,NA
SEEDGWAS3185:MRG:4:250064174,178
SEEDGWAS3186:MRG:4:250064175,174
SEEDGWAS3187:MRG:4:250064176,195
SEEDGWAS3189:MRG:4:250064178,129
SEEDGWAS319:MRG:4:250059078,203
SEEDGWAS3190:MRG:4:250064179,145
SEEDGWAS3191:MRG:4:250064180,155
SEEDGWAS3192:MRG:4:250064181,155
SEEDGWAS3193:MRG:4:250064182,197
SEEDGWAS3194:MRG:4:250064183,183
SEEDGWAS3195:MRG:4:250064184,198
SEEDGWAS3198:MRG:4:250069044,262
SEEDGWAS32:MRG:4:250054471,NA
SEEDGWAS3200:MRG:4:250064185,260
SEEDGWAS3202:MRG:4:250064187,231
SEEDGWAS3203:MRG:4:250064188,221
SEEDGWAS3204:MRG:4:250064189,208
SEEDGWAS3205:MRG:4:250064190,205
SEEDGWAS3207:MRG:4:250064192,225
SEEDGWAS3208:MRG:4:250064193,260
SEEDGWAS3209:MRG:4:250064194,260
SEEDGWAS3210:MRG:4:250064195,221
SEEDGWAS3212:MRG:4:250064197,231
SEEDGWAS3213:MRG:4:250064198,231
SEEDGWAS3214:MRG:4:250064199,NA
SEEDGWAS3215:MRG:4:250064200,NA
SEEDGWAS3216:MRG:4:250064201,108
SEEDGWAS3217:MRG:4:250064203,143
SEEDGWAS3218:MRG:4:250064204,76
SEEDGWAS3219:MRG:4:250064205,184
SEEDGWAS322:MRG:4:250059080,258
SEEDGWAS3220:MRG:4:250064206,197
SEEDGWAS3221:MRG:4:250064207,254
SEEDGWAS3222:MRG:4:250064208,197
SEEDGWAS3223:MRG:4:250064209,187
SEEDGWAS3224:MRG:4:250069046,187
SEEDGWAS3225:MRG:4:250064210,213
SEEDGWAS3226:MRG:4:250064211,172
SEEDGWAS3227:MRG:4:250069047,172
SEEDGWAS3228:MRG:4:250064212,270
SEEDGWAS3232:MRG:4:250064215,220
SEEDGWAS3233:MRG:4:250069049,250
SEEDGWAS3234:MRG:4:250069050,236
SEEDGWAS3235:MRG:4:250064216,239
SEEDGWAS3236:MRG:4:250064217,237
SEEDGWAS3237:MRG:4:250064218,221
SEEDGWAS3238:MRG:4:250064219,188
SEEDGWAS3239:MRG:4:250064220,231
SEEDGWAS324:MRG:4:250059081,NA
SEEDGWAS3240:MRG:4:250064221,271
SEEDGWAS3241:MRG:4:250064222,215
SEEDGWAS3244:MRG:4:250064223,197
SEEDGWAS3247:MRG:4:250064224,208
SEEDGWAS3248:MRG:4:250064225,223
SEEDGWAS3249:MRG:4:250069051,NA
SEEDGWAS325:MRG:4:250059082,284
SEEDGWAS3255:MRG:4:250064229,214
SEEDGWAS3256:MRG:4:250069053,209
SEEDGWAS3258:MRG:4:250069054,267
SEEDGWAS3259:MRG:4:250069055,216
SEEDGWAS326:MRG:4:250059083,294
SEEDGWAS3261:MRG:4:250064230,121
SEEDGWAS3262:MRG:4:250064231,242
SEEDGWAS3263:MRG:4:250064232,150
SEEDGWAS3264:MRG:4:250064233,167
SEEDGWAS3265:MRG:4:250069056,161
SEEDGWAS3267:MRG:4:250069057,176
SEEDGWAS3268:MRG:4:250064234,200
SEEDGWAS3269:MRG:4:250069058,165
SEEDGWAS327:MRG:4:250059084,117
SEEDGWAS3270:MRG:4:250069059,202
SEEDGWAS3272:MRG:4:250064235,154
SEEDGWAS3273:MRG:4:250064236,132
SEEDGWAS3274:MRG:4:250064238,198
SEEDGWAS3275:MRG:4:250064239,186
SEEDGWAS3276:MRG:4:250069060,200
SEEDGWAS3277:MRG:4:250069061,215
SEEDGWAS3278:MRG:4:250064240,223
SEEDGWAS328:MRG:4:250059085,247
SEEDGWAS3280:MRG:4:250064241,191
SEEDGWAS3284:MRG:4:250069063,229
SEEDGWAS3285:MRG:4:250069064,201
SEEDGWAS3286:MRG:4:250069065,199
SEEDGWAS3289:MRG:4:250064243,NA
SEEDGWAS329:MRG:4:250059086,NA
SEEDGWAS3290:MRG:4:250064244,238
SEEDGWAS3291:MRG:4:250064245,NA
SEEDGWAS3292:MRG:4:250064246,190
SEEDGWAS3293:MRG:4:250064247,185
SEEDGWAS3294:MRG:4:250064248,179
SEEDGWAS3295:MRG:4:250064249,225
SEEDGWAS3296:MRG:4:250064250,264
SEEDGWAS3297:MRG:4:250064251,NA
SEEDGWAS33:MRG:4:250054472,228
SEEDGWAS330:MRG:4:250059087,247
SEEDGWAS3300:MRG:4:250064252,NA
SEEDGWAS3303:MRG:4:250069067,230
SEEDGWAS3304:MRG:4:250069068,NA
SEEDGWAS3305:MRG:4:250064253,200
SEEDGWAS3306:MRG:4:250064254,201
SEEDGWAS3307:MRG:4:250069069,181
SEEDGWAS3310:MRG:4:250064255,205
SEEDGWAS3311:MRG:4:250064287,207
SEEDGWAS3312:MRG:4:250064288,230
SEEDGWAS3313:MRG:4:250064289,217
SEEDGWAS3315:MRG:4:250064290,192
SEEDGWAS3316:MRG:4:250064291,192
SEEDGWAS3317:MRG:4:250064292,228
SEEDGWAS3318:MRG:4:250064294,171
SEEDGWAS3319:MRG:4:250064295,171
SEEDGWAS332:MRG:4:250059088,195
SEEDGWAS3320:MRG:4:250064297,204
SEEDGWAS3321:MRG:4:250064298,166
SEEDGWAS3323:MRG:4:250064299,220
SEEDGWAS3324:MRG:4:250064300,110
SEEDGWAS3325:MRG:4:250064301,123
SEEDGWAS3327:MRG:4:250064302,178
SEEDGWAS3328:MRG:4:250064303,NA
SEEDGWAS333:MRG:4:250059089,114
SEEDGWAS3330:MRG:4:250064304,165
SEEDGWAS3331:MRG:4:250064305,183
SEEDGWAS3332:MRG:4:250069070,267
SEEDGWAS3334:MRG:4:250069072,267
SEEDGWAS3335:MRG:4:250069073,NA
SEEDGWAS3337:MRG:4:250069074,225
SEEDGWAS3338:MRG:4:250069075,220
SEEDGWAS3339:MRG:4:250069076,177
SEEDGWAS334:MRG:4:250059090,NA
SEEDGWAS3340:MRG:4:250064306,166
SEEDGWAS3341:MRG:4:250064307,153
SEEDGWAS3342:MRG:4:250069077,171
SEEDGWAS3343:MRG:4:250069078,220
SEEDGWAS3344:MRG:4:250064308,215
SEEDGWAS3345:MRG:4:250064309,NA
SEEDGWAS3346:MRG:4:250069079,NA
SEEDGWAS3347:MRG:4:250069080,234
SEEDGWAS3348:MRG:4:250064310,179
SEEDGWAS3349:MRG:4:250069081,166
SEEDGWAS335:MRG:4:250059091,91
SEEDGWAS3350:MRG:4:250069621,180
SEEDGWAS3351:MRG:4:250069622,156
SEEDGWAS3352:MRG:4:250064311,NA
SEEDGWAS3353:MRG:4:250064312,190
SEEDGWAS3354:MRG:4:250064313,NA
SEEDGWAS3355:MRG:4:250064314,154
SEEDGWAS3357:MRG:4:250064315,94
SEEDGWAS3358:MRG:4:250064316,NA
SEEDGWAS3359:MRG:4:250064317,NA
SEEDGWAS3361:MRG:4:250064318,118
SEEDGWAS3362:MRG:4:250064319,124
SEEDGWAS3364:MRG:4:250064320,163
SEEDGWAS3365:MRG:4:250064321,142
SEEDGWAS3366:MRG:4:250064322,154
SEEDGWAS3374:MRG:4:250069624,220
SEEDGWAS3379:MRG:4:250064326,201
SEEDGWAS3380:MRG:4:250064327,201
SEEDGWAS3381:MRG:4:250069626,NA
SEEDGWAS3384:MRG:4:250064328,204
SEEDGWAS3386:MRG:4:250064329,NA
SEEDGWAS3388:MRG:4:250064331,220
SEEDGWAS3391:MRG:4:250064332,295
SEEDGWAS3392:MRG:4:250064333,NA
SEEDGWAS3393:MRG:4:250069631,240
SEEDGWAS3394:MRG:4:250069632,248
SEEDGWAS3395:MRG:4:250064334,257
SEEDGWAS3396:MRG:4:250064336,248
SEEDGWAS3397:MRG:4:250069633,246
SEEDGWAS3398:MRG:4:250069634,NA
SEEDGWAS3399:MRG:4:250069635,260
SEEDGWAS340:MRG:4:250059092,220
SEEDGWAS3400:MRG:4:250064337,298
SEEDGWAS3401:MRG:4:250064338,245
SEEDGWAS3402:MRG:4:250064339,245
SEEDGWAS3403:MRG:4:250069636,256
SEEDGWAS3404:MRG:4:250069637,271
SEEDGWAS3405:MRG:4:250069638,254
SEEDGWAS3406:MRG:4:250069639,267
SEEDGWAS3407:MRG:4:250064340,267
SEEDGWAS3408:MRG:4:250064341,279
SEEDGWAS341:MRG:4:250059093,220
SEEDGWAS3410:MRG:4:250069640,253
SEEDGWAS3411:MRG:4:250069641,207
SEEDGWAS3412:MRG:4:250064342,NA
SEEDGWAS3413:MRG:4:250064343,NA
SEEDGWAS3426:MRG:4:250064354,263
SEEDGWAS3427:MRG:4:250064355,263
SEEDGWAS3428:MRG:4:250064356,183
SEEDGWAS343:MRG:4:250059094,226
SEEDGWAS3435:MRG:4:250064361,194
SEEDGWAS3436:MRG:4:250064362,185
SEEDGWAS3447:MRG:4:250064369,203
SEEDGWAS345:MRG:4:250059095,241
SEEDGWAS3451:MRG:4:250064372,205
SEEDGWAS3452:MRG:4:250064373,199
SEEDGWAS3453:MRG:4:250064374,199
SEEDGWAS3454:MRG:4:250069650,NA
SEEDGWAS3462:MRG:4:250064379,217
SEEDGWAS348:MRG:4:250059096,105
SEEDGWAS349:MRG:4:250059097,101
SEEDGWAS3494:MRG:4:250064423,234
SEEDGWAS3495:MRG:4:250069672,249
SEEDGWAS3496:MRG:4:250064424,269
SEEDGWAS3497:MRG:4:250069673,254
SEEDGWAS3499:MRG:4:250064425,204
SEEDGWAS350:MRG:4:250059098,121
SEEDGWAS352:MRG:4:250059099,137
SEEDGWAS353:MRG:4:250059101,NA
SEEDGWAS354:MRG:4:250059102,NA
SEEDGWAS3556:MRG:4:250069677,280
SEEDGWAS357:MRG:4:250059104,NA
SEEDGWAS3592:MRG:4:250069707,285
SEEDGWAS3594:MRG:4:250069709,228
SEEDGWAS3595:MRG:4:250069710,239
SEEDGWAS3596:MRG:4:250064468,255
SEEDGWAS3597:MRG:4:250064470,303
SEEDGWAS3598:MRG:4:250064472,303
SEEDGWAS3599:MRG:4:250069711,255
SEEDGWAS3600:MRG:4:250064473,264
SEEDGWAS3606:MRG:4:250069713,198
SEEDGWAS3607:MRG:4:250064476,247
SEEDGWAS3608:MRG:4:250064477,248
SEEDGWAS3609:MRG:4:250069714,172
SEEDGWAS3610:MRG:4:250069715,179
SEEDGWAS3611:MRG:4:250064478,220
SEEDGWAS3612:MRG:4:250069716,NA
SEEDGWAS3614:MRG:4:250064479,214
SEEDGWAS3616:MRG:4:250064481,232
SEEDGWAS3617:MRG:4:250064482,205
SEEDGWAS3618:MRG:4:250069748,232
SEEDGWAS3619:MRG:4:250064483,232
SEEDGWAS3620:MRG:4:250069750,184
SEEDGWAS3621:MRG:4:250064484,214
SEEDGWAS3622:MRG:4:250069751,224
SEEDGWAS3623:MRG:4:250064485,203
SEEDGWAS3624:MRG:4:250064486,203
SEEDGWAS3627:MRG:4:250069754,244
SEEDGWAS3628:MRG:4:250069755,253
SEEDGWAS3629:MRG:4:250069756,250
SEEDGWAS3630:MRG:4:250069757,244
SEEDGWAS3632:MRG:4:250064487,247
SEEDGWAS3633:MRG:4:250069760,157
SEEDGWAS3636:MRG:4:250069762,NA
SEEDGWAS3638:MRG:4:250064488,266
SEEDGWAS3639:MRG:4:250069763,257
SEEDGWAS3640:MRG:4:250069764,242
SEEDGWAS3641:MRG:4:250069765,249
SEEDGWAS3644:MRG:4:250069766,229
SEEDGWAS3646:MRG:4:250064490,180
SEEDGWAS3647:MRG:4:250069767,226
SEEDGWAS3651:MRG:4:250069768,275
SEEDGWAS3652:MRG:4:250069769,173
SEEDGWAS3653:MRG:4:250069770,252
SEEDGWAS3654:MRG:4:250064493,195
SEEDGWAS3655:MRG:4:250069771,223
SEEDGWAS3656:MRG:4:250069772,237
SEEDGWAS3657:MRG:4:250069773,237
SEEDGWAS3658:MRG:4:250064494,212
SEEDGWAS3659:MRG:4:250064495,221
SEEDGWAS3660:MRG:4:250069774,141
SEEDGWAS367:MRG:4:250059145,114
SEEDGWAS3675:MRG:4:250064507,172
SEEDGWAS3676:MRG:4:250064508,190
SEEDGWAS368:MRG:4:250059146,NA
SEEDGWAS3682:MRG:4:250069778,292
SEEDGWAS3683:MRG:4:250069779,270
SEEDGWAS3687:MRG:4:250069781,262
SEEDGWAS3690:MRG:4:250064509,196
SEEDGWAS3692:MRG:4:250069785,254
SEEDGWAS3693:MRG:4:250064541,260
SEEDGWAS3694:MRG:4:250069786,226
SEEDGWAS3696:MRG:4:250064542,193
SEEDGWAS3697:MRG:4:250064543,193
SEEDGWAS3698:MRG:4:250069788,251
SEEDGWAS3699:MRG:4:250069789,245
SEEDGWAS3700:MRG:4:250069790,237
SEEDGWAS3701:MRG:4:250069791,237
SEEDGWAS3702:MRG:4:250069792,237
SEEDGWAS3704:MRG:4:250069793,237
SEEDGWAS3705:MRG:4:250064544,236
SEEDGWAS3706:MRG:4:250069795,222
SEEDGWAS3708:MRG:4:250069796,245
SEEDGWAS3709:MRG:4:250069797,252
SEEDGWAS3710:MRG:4:250069798,269
SEEDGWAS3711:MRG:4:250069799,269
SEEDGWAS3712:MRG:4:250069800,269
SEEDGWAS3713:MRG:4:250069801,281
SEEDGWAS3714:MRG:4:250069802,254
SEEDGWAS3715:MRG:4:250069803,278
SEEDGWAS3716:MRG:4:250069804,213
SEEDGWAS3717:MRG:4:250069805,281
SEEDGWAS3718:MRG:4:250069806,269
SEEDGWAS3720:MRG:4:250069808,232
SEEDGWAS3721:MRG:4:250069809,274
