,maize_cec
SEEDGWAS5107:MRG:4:250105154,233
SEEDGWAS5108:MRG:4:250105156,223
SEEDGWAS5109:MRG:4:250105164,259
SEEDGWAS5110:MRG:4:250105165,288
SEEDGWAS5111:MRG:4:250105167,291
SEEDGWAS5112:MRG:4:250105168,315
SEEDGWAS5113:MRG:4:250105170,252
SEEDGWAS5114:MRG:4:250105173,238
SEEDGWAS5114:MRG:4:250105174,238
SEEDGWAS5115:MRG:4:250105178,250
SEEDGWAS5116:MRG:4:250105179,231
SEEDGWAS5117:MRG:4:250105180,220
SEEDGWAS5118:MRG:4:250105182,220
SEEDGWAS5119:MRG:4:250105183,242
SEEDGWAS5120:MRG:4:250105184,210
SEEDGWAS5121:MRG:4:250105185,210
SEEDGWAS5122:MRG:4:250105188,231
SEEDGWAS5123:MRG:4:250105189,272
SEEDGWAS5124:MRG:4:250105190,253
SEEDGWAS5125:MRG:4:250105192,289
SEEDGWAS5127:MRG:4:250096634,224
SEEDGWAS5128:MRG:4:250096678,253
SEEDGWAS513:MRG:4:250059305,172
SEEDGWAS5131:MRG:4:250105019,249
SEEDGWAS5132:MRG:4:250105081,252
SEEDGWAS5136:MRG:4:250096268,237
SEEDGWAS5137:MRG:4:250096271,237
SEEDGWAS5138:MRG:4:250096273,237
SEEDGWAS5139:MRG:4:250096299,245
SEEDGWAS5140:MRG:4:250096354,269
SEEDGWAS5141:MRG:4:250096376,278
SEEDGWAS5142:MRG:4:250096420,281
SEEDGWAS5143:MRG:4:250096421,269
SEEDGWAS5144:MRG:4:250096481,NA
SEEDGWAS5145:MRG:4:250096527,231
SEEDGWAS5146:MRG:4:250096557,206
SEEDGWAS5147:MRG:4:250096639,286
SEEDGWAS5148:MRG:4:250096663,206
SEEDGWAS5150:MRG:4:250096792,206
SEEDGWAS5151:MRG:4:250096794,223
SEEDGWAS5152:MRG:4:250096898,233
SEEDGWAS5153:MRG:4:250096902,324
SEEDGWAS5154:MRG:4:250096942,245
SEEDGWAS5155:MRG:4:250105028,274
SEEDGWAS5156:MRG:4:250105030,233
SEEDGWAS5157:MRG:4:250105036,NA
SEEDGWAS5158:MRG:4:250105046,271
SEEDGWAS5159:MRG:4:250105048,240
SEEDGWAS516:MRG:4:250059308,220
SEEDGWAS5160:MRG:4:250096255,199
SEEDGWAS5161:MRG:4:250096675,NA
SEEDGWAS5162:MRG:4:250096755,222
SEEDGWAS5163:MRG:4:250105042,248
SEEDGWAS5164:MRG:4:250105069,243
SEEDGWAS5165:MRG:4:250096400,251
SEEDGWAS5166:MRG:4:250096882,263
SEEDGWAS5167:MRG:4:250096741,236
SEEDGWAS5168:MRG:4:250096870,NA
SEEDGWAS5169:MRG:4:250104996,NA
SEEDGWAS517:MRG:4:250059309,247
SEEDGWAS5170:MRG:4:250105015,NA
SEEDGWAS5171:MRG:4:250105017,202
SEEDGWAS5172:MRG:4:250105066,266
SEEDGWAS5173:MRG:4:250105117,266
SEEDGWAS518:MRG:4:250059310,234
SEEDGWAS5187:MRG:4:250105202,219
SEEDGWAS5189:MRG:4:250105204,NA
SEEDGWAS519:MRG:4:250059311,215
SEEDGWAS5190:MRG:4:250105205,201
SEEDGWAS5191:MRG:4:250105206,279
SEEDGWAS5192:MRG:4:250105207,220
SEEDGWAS5193:MRG:4:250105208,204
SEEDGWAS5194:MRG:4:250105367,229
SEEDGWAS5195:MRG:4:250105368,202
SEEDGWAS5196:MRG:4:250105369,198
SEEDGWAS5197:MRG:4:250105370,214
SEEDGWAS5199:MRG:4:250105372,275
SEEDGWAS52:MRG:4:250054481,284
SEEDGWAS520:MRG:4:250059312,243
SEEDGWAS5200:MRG:4:250105373,210
SEEDGWAS5201:MRG:4:250105374,253
SEEDGWAS5202:MRG:4:250105375,NA
SEEDGWAS5203:MRG:4:250105376,NA
SEEDGWAS5204:MRG:4:250105377,NA
SEEDGWAS5205:MRG:4:250105378,231
SEEDGWAS5206:MRG:4:250105379,296
SEEDGWAS5207:MRG:4:250105380,264
SEEDGWAS5208:MRG:4:250105381,189
SEEDGWAS5209:MRG:4:250105382,230
SEEDGWAS521:MRG:4:250059313,243
SEEDGWAS5210:MRG:4:250105383,242
SEEDGWAS5214:MRG:4:250105387,152
SEEDGWAS5215:MRG:4:250105388,164
SEEDGWAS5216:MRG:4:250105389,194
SEEDGWAS5219:MRG:4:250105392,271
SEEDGWAS522:MRG:4:250059314,209
SEEDGWAS5220:MRG:4:250105393,213
SEEDGWAS5221:MRG:4:250105394,272
SEEDGWAS5227:MRG:4:250105400,233
SEEDGWAS523:MRG:4:250059315,183
SEEDGWAS5232:MRG:4:250105406,156
SEEDGWAS5234:MRG:4:250105409,234
SEEDGWAS5235:MRG:4:250105410,214
SEEDGWAS5236:MRG:4:250105411,214
SEEDGWAS5237:MRG:4:250105412,214
SEEDGWAS5238:MRG:4:250105413,239
SEEDGWAS5239:MRG:4:250105414,NA
SEEDGWAS524:MRG:4:250059316,243
SEEDGWAS5240:MRG:4:250105415,NA
SEEDGWAS5241:MRG:4:250105416,NA
SEEDGWAS5243:MRG:4:250105418,202
SEEDGWAS525:MRG:4:250059317,248
SEEDGWAS526:MRG:4:250059318,220
SEEDGWAS5262:MRG:4:250105438,276
SEEDGWAS5263:MRG:4:250105439,192
SEEDGWAS5264:MRG:4:250105440,NA
SEEDGWAS5265:MRG:4:250105441,261
SEEDGWAS5266:MRG:4:250105442,219
SEEDGWAS5267:MRG:4:250105443,244
SEEDGWAS5268:MRG:4:250105444,256
SEEDGWAS5269:MRG:4:250105445,243
SEEDGWAS527:MRG:4:250059319,184
SEEDGWAS5270:MRG:4:250105446,209
SEEDGWAS5271:MRG:4:250105447,283
SEEDGWAS5273:MRG:4:250105449,90
SEEDGWAS5277:MRG:4:250105453,190
SEEDGWAS528:MRG:4:250059320,308
SEEDGWAS5280:MRG:4:250105456,251
SEEDGWAS5283:MRG:4:250105459,171
SEEDGWAS5284:MRG:4:250105460,286
SEEDGWAS5285:MRG:4:250105461,264
SEEDGWAS5286:MRG:4:250105462,230
SEEDGWAS5287:D17PEACXX:3:250098128,244
SEEDGWAS5287:D17PEACXX:3:250098215,244
SEEDGWAS5288:D17PEACXX:3:250098129,299
SEEDGWAS5288:D17PEACXX:3:250098216,299
SEEDGWAS5289:D17PEACXX:3:250098130,200
SEEDGWAS5289:D17PEACXX:3:250098217,200
SEEDGWAS529:MRG:4:250059321,291
SEEDGWAS5290:D17PEACXX:3:250098131,184
SEEDGWAS5290:D17PEACXX:3:250098218,184
SEEDGWAS5291:D17PEACXX:3:250098132,217
SEEDGWAS5291:D17PEACXX:3:250098219,217
SEEDGWAS5292:D17PEACXX:3:250098133,218
SEEDGWAS5292:D17PEACXX:3:250098220,218
SEEDGWAS5293:D17PEACXX:3:250098134,268
SEEDGWAS5293:D17PEACXX:3:250098221,268
SEEDGWAS5294:D17PEACXX:3:250098135,281
SEEDGWAS5294:D17PEACXX:3:250098222,281
SEEDGWAS5295:D17PEACXX:3:250098136,NA
SEEDGWAS5295:D17PEACXX:3:250098223,NA
SEEDGWAS5296:D17PEACXX:3:250098137,251
SEEDGWAS5297:D17PEACXX:3:250098138,286
SEEDGWAS5298:D17PEACXX:3:250098139,199
SEEDGWAS5299:D17PEACXX:3:250098140,299
SEEDGWAS53:MRG:4:250054483,313
SEEDGWAS530:MRG:4:250059322,245
SEEDGWAS5300:D17PEACXX:3:250098141,221
SEEDGWAS5301:D17PEACXX:3:250098142,277
SEEDGWAS5302:D17PEACXX:3:250098143,249
SEEDGWAS5303:D17PEACXX:3:250098144,231
SEEDGWAS5304:D17PEACXX:3:250098145,214
SEEDGWAS5305:D17PEACXX:3:250098146,195
SEEDGWAS5306:D17PEACXX:3:250098147,253
SEEDGWAS5307:D17PEACXX:3:250098148,220
SEEDGWAS5308:D17PEACXX:3:250098149,293
SEEDGWAS5309:D17PEACXX:3:250098150,235
SEEDGWAS531:MRG:4:250059323,237
SEEDGWAS5310:D17PEACXX:3:250098151,210
SEEDGWAS5311:D17PEACXX:3:250098152,295
SEEDGWAS5312:D17PEACXX:3:250098153,229
SEEDGWAS5313:D17PEACXX:3:250098154,204
SEEDGWAS5314:D17PEACXX:3:250098155,179
SEEDGWAS5315:D17PEACXX:3:250098156,201
SEEDGWAS5316:D17PEACXX:3:250098157,322
SEEDGWAS5317:D17PEACXX:3:250098158,218
SEEDGWAS5318:D17PEACXX:3:250098159,277
SEEDGWAS5319:D17PEACXX:3:250098160,171
SEEDGWAS5320:D17PEACXX:3:250098161,NA
SEEDGWAS5321:D17PEACXX:3:250098163,NA
SEEDGWAS5322:D17PEACXX:3:250098164,183
SEEDGWAS5323:D17PEACXX:3:250098165,264
SEEDGWAS5324:D17PEACXX:3:250098166,260
SEEDGWAS5325:D17PEACXX:3:250098167,249
SEEDGWAS5327:D17PEACXX:3:250098169,249
SEEDGWAS5328:D17PEACXX:3:250098170,248
SEEDGWAS5329:D17PEACXX:3:250098171,218
SEEDGWAS5330:D17PEACXX:3:250098172,218
SEEDGWAS5331:D17PEACXX:3:250098173,208
SEEDGWAS5332:D17PEACXX:3:250098174,208
SEEDGWAS5333:D17PEACXX:3:250098175,NA
SEEDGWAS5334:D17PEACXX:3:250098176,218
SEEDGWAS5335:D17PEACXX:3:250098177,220
SEEDGWAS5336:D17PEACXX:3:250098178,228
SEEDGWAS5339:D17PEACXX:3:250098181,220
SEEDGWAS5340:D17PEACXX:3:250098182,220
SEEDGWAS5342:D17PEACXX:3:250098184,251
SEEDGWAS5343:D17PEACXX:3:250098185,251
SEEDGWAS5344:D17PEACXX:3:250098186,258
SEEDGWAS5345:D17PEACXX:3:250098187,172
SEEDGWAS5346:D17PEACXX:3:250098188,232
SEEDGWAS5347:D17PEACXX:3:250098189,217
SEEDGWAS5348:D17PEACXX:3:250098190,270
SEEDGWAS5349:D17PEACXX:3:250098191,272
SEEDGWAS5350:D17PEACXX:3:250098192,272
SEEDGWAS5351:D17PEACXX:3:250098193,237
SEEDGWAS5352:D17PEACXX:3:250098194,299
SEEDGWAS5353:D17PEACXX:3:250098195,NA
SEEDGWAS5354:D17PEACXX:3:250098197,202
SEEDGWAS5355:D17PEACXX:3:250098198,254
SEEDGWAS5357:D17PEACXX:3:250098200,218
SEEDGWAS5358:D17PEACXX:3:250098201,218
SEEDGWAS5359:D17PEACXX:3:250098202,214
SEEDGWAS536:MRG:4:250059325,250
SEEDGWAS5361:D17PEACXX:3:250098204,261
SEEDGWAS5366:D17PEACXX:3:250098210,186
SEEDGWAS5367:D17PEACXX:3:250098211,226
SEEDGWAS5368:D17PEACXX:3:250098212,235
SEEDGWAS537:MRG:4:250059326,190
SEEDGWAS5370:D17PEACXX:3:250098214,136
SEEDGWAS538:MRG:4:250059327,190
SEEDGWAS539:MRG:4:250059328,198
SEEDGWAS54:MRG:4:250054484,314
SEEDGWAS541:MRG:4:250059329,198
SEEDGWAS542:MRG:4:250059330,198
SEEDGWAS543:MRG:4:250059331,242
SEEDGWAS544:MRG:4:250059332,242
SEEDGWAS545:MRG:4:250059333,242
SEEDGWAS547:MRG:4:250059334,245
SEEDGWAS548:MRG:4:250059335,212
SEEDGWAS549:MRG:4:250059336,207
SEEDGWAS55:MRG:4:250054485,313
SEEDGWAS56:MRG:4:250054486,248
SEEDGWAS57:MRG:4:250054487,241
SEEDGWAS589:MRG:4:250059403,242
SEEDGWAS59:MRG:4:250054489,148
SEEDGWAS591:MRG:4:250059405,257
SEEDGWAS592:MRG:4:250059406,170
SEEDGWAS594:MRG:4:250059408,183
SEEDGWAS595:MRG:4:250059409,167
SEEDGWAS596:MRG:4:250059410,209
SEEDGWAS598:MRG:4:250059412,273
SEEDGWAS6:MRG:4:250054450,NA
SEEDGWAS601:MRG:4:250059414,225
SEEDGWAS604:MRG:4:250059417,275
SEEDGWAS606:MRG:4:250059419,174
SEEDGWAS609:MRG:4:250059420,262
SEEDGWAS612:MRG:4:250059423,NA
SEEDGWAS613:MRG:4:250059424,230
SEEDGWAS614:MRG:4:250059425,196
SEEDGWAS617:MRG:4:250059428,153
SEEDGWAS618:MRG:4:250059429,225
SEEDGWAS619:MRG:4:250059430,198
SEEDGWAS620:MRG:4:250059431,NA
SEEDGWAS621:MRG:4:250059432,162
SEEDGWAS622:MRG:4:250059433,270
SEEDGWAS623:MRG:4:250059434,154
SEEDGWAS624:MRG:4:250059435,168
SEEDGWAS625:MRG:4:250059436,149
SEEDGWAS634:MRG:4:250059441,198
SEEDGWAS637:MRG:4:250059443,205
SEEDGWAS639:MRG:4:250059444,226
SEEDGWAS64:MRG:4:250054492,212
SEEDGWAS640:MRG:4:250059445,269
SEEDGWAS641:MRG:4:250059446,147
SEEDGWAS644:MRG:4:250059448,NA
SEEDGWAS645:MRG:4:250059449,274
SEEDGWAS647:MRG:4:250059450,193
SEEDGWAS648:MRG:4:250059451,189
SEEDGWAS649:MRG:4:250059452,230
SEEDGWAS65:MRG:4:250054493,296
SEEDGWAS650:MRG:4:250059453,198
SEEDGWAS651:MRG:4:250059454,193
SEEDGWAS652:MRG:4:250059455,179
SEEDGWAS656:MRG:4:250059458,229
SEEDGWAS657:MRG:4:250059459,227
SEEDGWAS658:MRG:4:250059460,212
SEEDGWAS659:MRG:4:250059461,217
SEEDGWAS66:MRG:4:250054494,374
SEEDGWAS660:MRG:4:250059462,NA
SEEDGWAS662:MRG:4:250059465,233
SEEDGWAS663:MRG:4:250059466,237
SEEDGWAS664:MRG:4:250059467,185
SEEDGWAS665:MRG:4:250059468,237
SEEDGWAS669:MRG:4:250059472,240
SEEDGWAS670:MRG:4:250059473,220
SEEDGWAS674:MRG:4:250059477,237
SEEDGWAS677:MRG:4:250059481,248
SEEDGWAS68:MRG:4:250054495,NA
SEEDGWAS680:MRG:4:250059483,203
SEEDGWAS681:MRG:4:250059484,275
SEEDGWAS682:MRG:4:250059485,271
SEEDGWAS683:MRG:4:250059486,254
SEEDGWAS684:MRG:4:250059487,206
SEEDGWAS685:MRG:4:250059488,195
SEEDGWAS686:MRG:4:250059489,186
SEEDGWAS687:MRG:4:250059490,229
SEEDGWAS692:MRG:4:250059493,201
SEEDGWAS693:MRG:4:250059525,275
SEEDGWAS694:MRG:4:250059526,263
SEEDGWAS695:MRG:4:250059527,186
SEEDGWAS696:MRG:4:250059528,288
SEEDGWAS697:MRG:4:250059529,284
SEEDGWAS700:MRG:4:250059532,230
SEEDGWAS701:MRG:4:250059533,224
SEEDGWAS702:MRG:4:250059534,288
SEEDGWAS703:MRG:4:250059535,277
SEEDGWAS704:MRG:4:250059536,230
SEEDGWAS705:MRG:4:250059537,221
SEEDGWAS706:MRG:4:250059538,237
SEEDGWAS707:MRG:4:250059539,NA
SEEDGWAS71:MRG:4:250054497,251
SEEDGWAS710:MRG:4:250059540,220
SEEDGWAS711:MRG:4:250059541,NA
SEEDGWAS712:MRG:4:250059542,275
SEEDGWAS713:MRG:4:250059543,301
SEEDGWAS714:MRG:4:250059544,372
SEEDGWAS717:MRG:4:250059548,250
SEEDGWAS718:MRG:4:250059549,209
SEEDGWAS719:MRG:4:250059550,249
SEEDGWAS720:MRG:4:250059551,264
SEEDGWAS729:MRG:4:250059560,307
SEEDGWAS73:MRG:4:250054499,213
SEEDGWAS730:MRG:4:250059561,221
SEEDGWAS732:MRG:4:250059562,255
SEEDGWAS734:MRG:4:250059564,244
SEEDGWAS735:MRG:4:250059565,320
SEEDGWAS736:MRG:4:250059566,320
SEEDGWAS737:MRG:4:250059567,307
SEEDGWAS738:MRG:4:250059568,306
SEEDGWAS739:MRG:4:250059569,280
SEEDGWAS740:MRG:4:250059570,NA
SEEDGWAS741:MRG:4:250059571,NA
SEEDGWAS743:MRG:4:250059572,147
SEEDGWAS744:MRG:4:250059573,NA
SEEDGWAS746:MRG:4:250059574,230
SEEDGWAS748:MRG:4:250059575,222
SEEDGWAS749:MRG:4:250059576,244
SEEDGWAS751:MRG:4:250059577,245
SEEDGWAS752:MRG:4:250059578,198
SEEDGWAS753:MRG:4:250059579,254
SEEDGWAS754:MRG:4:250059580,213
SEEDGWAS755:MRG:4:250059581,299
SEEDGWAS756:MRG:4:250059582,320
SEEDGWAS757:MRG:4:250059583,370
SEEDGWAS758:MRG:4:250059584,392
SEEDGWAS759:MRG:4:250059585,392
SEEDGWAS76:MRG:4:250054500,209
SEEDGWAS760:MRG:4:250059586,370
SEEDGWAS761:MRG:4:250059587,261
SEEDGWAS763:MRG:4:250059588,334
SEEDGWAS764:MRG:4:250059589,402
SEEDGWAS768:MRG:4:250059591,246
SEEDGWAS769:MRG:4:250059592,192
SEEDGWAS771:MRG:4:250059593,185
SEEDGWAS772:MRG:4:250059594,230
SEEDGWAS773:MRG:4:250059595,226
SEEDGWAS777:MRG:4:250059599,213
SEEDGWAS778:MRG:4:250059600,225
SEEDGWAS780:MRG:4:250059601,259
SEEDGWAS782:MRG:4:250059602,216
SEEDGWAS783:MRG:4:250059603,244
SEEDGWAS784:MRG:4:250059604,162
SEEDGWAS785:MRG:4:250059605,162
SEEDGWAS786:MRG:4:250059606,240
SEEDGWAS787:MRG:4:250059607,217
SEEDGWAS788:MRG:4:250059608,217
SEEDGWAS789:MRG:4:250059609,139
SEEDGWAS790:MRG:4:250059610,127
SEEDGWAS791:MRG:4:250059611,316
SEEDGWAS792:MRG:4:250059612,160
SEEDGWAS793:MRG:4:250059613,236
SEEDGWAS794:MRG:4:250059614,241
SEEDGWAS795:MRG:4:250059615,NA
SEEDGWAS796:MRG:4:250059616,251
SEEDGWAS797:MRG:4:250059618,224
SEEDGWAS798:MRG:4:250059619,304
SEEDGWAS799:MRG:4:250059620,275
SEEDGWAS800:MRG:4:250059652,231
SEEDGWAS801:MRG:4:250059653,252
SEEDGWAS802:MRG:4:250059654,247
SEEDGWAS803:MRG:4:250059655,258
SEEDGWAS804:MRG:4:250059656,182
SEEDGWAS805:MRG:4:250059657,125
SEEDGWAS806:MRG:4:250059658,124
SEEDGWAS807:MRG:4:250059660,211
SEEDGWAS808:MRG:4:250059661,214
SEEDGWAS809:MRG:4:250059662,172
SEEDGWAS810:MRG:4:250059663,309
SEEDGWAS812:MRG:4:250059664,374
SEEDGWAS814:MRG:4:250059665,248
SEEDGWAS815:MRG:4:250059666,296
SEEDGWAS816:MRG:4:250059667,NA
SEEDGWAS817:MRG:4:250059668,230
SEEDGWAS818:MRG:4:250059669,257
SEEDGWAS819:MRG:4:250059670,262
SEEDGWAS821:MRG:4:250059672,224
SEEDGWAS822:MRG:4:250059673,268
SEEDGWAS823:MRG:4:250059674,268
SEEDGWAS824:MRG:4:250059675,239
SEEDGWAS825:MRG:4:250059676,239
SEEDGWAS826:MRG:4:250059677,289
SEEDGWAS827:MRG:4:250059678,NA
SEEDGWAS828:MRG:4:250059679,NA
SEEDGWAS829:MRG:4:250059680,240
SEEDGWAS830:MRG:4:250059681,320
SEEDGWAS831:MRG:4:250059682,320
SEEDGWAS832:MRG:4:250059683,227
SEEDGWAS833:MRG:4:250059684,244
SEEDGWAS836:MRG:4:250059687,264
SEEDGWAS838:MRG:4:250059689,195
SEEDGWAS839:MRG:4:250059690,171
SEEDGWAS840:MRG:4:250059691,142
SEEDGWAS841:MRG:4:250059692,142
SEEDGWAS843:MRG:4:250059693,217
SEEDGWAS844:MRG:4:250059694,241
SEEDGWAS845:MRG:4:250059695,271
SEEDGWAS846:MRG:4:250059696,233
SEEDGWAS847:MRG:4:250059698,228
SEEDGWAS848:MRG:4:250059699,233
SEEDGWAS850:MRG:4:250059700,227
SEEDGWAS851:MRG:4:250059701,361
SEEDGWAS852:MRG:4:250059703,417
SEEDGWAS853:MRG:4:250059704,407
SEEDGWAS854:MRG:4:250059705,264
SEEDGWAS855:MRG:4:250059706,288
SEEDGWAS857:MRG:4:250059707,320
SEEDGWAS858:MRG:4:250059708,320
SEEDGWAS859:MRG:4:250059709,284
SEEDGWAS860:MRG:4:250059710,NA
SEEDGWAS861:MRG:4:250059711,431
SEEDGWAS864:MRG:4:250059713,213
SEEDGWAS865:MRG:4:250059714,288
SEEDGWAS866:MRG:4:250059715,315
SEEDGWAS867:MRG:4:250059716,248
SEEDGWAS868:MRG:4:250059717,213
SEEDGWAS869:MRG:4:250059718,213
SEEDGWAS871:MRG:4:250059719,270
SEEDGWAS872:MRG:4:250059720,172
SEEDGWAS873:MRG:4:250059721,264
SEEDGWAS875:MRG:4:250059723,220
SEEDGWAS876:MRG:4:250059724,251
SEEDGWAS877:MRG:4:250059725,237
SEEDGWAS878:MRG:4:250059726,237
SEEDGWAS879:MRG:4:250059727,212
SEEDGWAS880:MRG:4:250059728,215
SEEDGWAS881:MRG:4:250059729,224
SEEDGWAS882:MRG:4:250059730,121
SEEDGWAS883:MRG:4:250059731,NA
SEEDGWAS885:MRG:4:250059732,197
SEEDGWAS886:MRG:4:250059733,213
SEEDGWAS887:MRG:4:250059734,222
SEEDGWAS888:MRG:4:250059735,296
SEEDGWAS890:MRG:4:250059737,358
SEEDGWAS891:MRG:4:250059738,175
SEEDGWAS894:MRG:4:250059741,264
SEEDGWAS895:MRG:4:250059742,198
SEEDGWAS897:MRG:4:250059744,270
SEEDGWAS90:MRG:4:250054508,436
SEEDGWAS906:MRG:4:250067593,250
SEEDGWAS907:MRG:4:250067594,NA
SEEDGWAS908:MRG:4:250067595,173
SEEDGWAS909:MRG:4:250067596,194
SEEDGWAS91:MRG:4:250054509,262
SEEDGWAS914:MRG:4:250067602,231
SEEDGWAS918:MRG:4:250067605,244
SEEDGWAS919:MRG:4:250067606,NA
SEEDGWAS92:MRG:4:250054510,263
SEEDGWAS920:MRG:4:250067607,253
SEEDGWAS922:MRG:4:250067610,342
SEEDGWAS923:MRG:4:250067611,247
SEEDGWAS925:MRG:4:250067612,294
SEEDGWAS927:MRG:4:250067613,252
SEEDGWAS928:MRG:4:250067614,307
SEEDGWAS929:MRG:4:250067615,255
SEEDGWAS93:MRG:4:250054511,227
SEEDGWAS930:MRG:4:250067616,NA
SEEDGWAS931:MRG:4:250067617,277
SEEDGWAS932:MRG:4:250067618,202
SEEDGWAS933:MRG:4:250067619,111
SEEDGWAS934:MRG:4:250067620,196
SEEDGWAS936:MRG:4:250067622,208
SEEDGWAS937:MRG:4:250067623,NA
SEEDGWAS938:MRG:4:250067624,159
SEEDGWAS94:MRG:4:250054512,309
SEEDGWAS940:MRG:4:250067625,118
SEEDGWAS941:MRG:4:250067626,180
SEEDGWAS942:MRG:4:250067627,250
SEEDGWAS943:MRG:4:250067628,259
SEEDGWAS944:MRG:4:250067629,409
SEEDGWAS945:MRG:4:250067630,NA
SEEDGWAS946:MRG:4:250067631,NA
SEEDGWAS947:MRG:4:250067632,337
SEEDGWAS948:MRG:4:250067633,359
SEEDGWAS949:MRG:4:250067634,263
SEEDGWAS95:MRG:4:250054513,320
SEEDGWAS950:MRG:4:250067635,389
SEEDGWAS951:MRG:4:250067636,326
SEEDGWAS952:MRG:4:250067637,304
SEEDGWAS954:MRG:4:250067639,202
SEEDGWAS955:MRG:4:250067640,202
SEEDGWAS956:MRG:4:250067641,254
SEEDGWAS958:MRG:4:250067642,307
SEEDGWAS959:MRG:4:250067643,274
SEEDGWAS96:MRG:4:250054514,NA
SEEDGWAS960:MRG:4:250067644,205
SEEDGWAS961:MRG:4:250067645,NA
SEEDGWAS963:MRG:4:250067646,153
SEEDGWAS975:MRG:4:250067655,232
SEEDGWAS976:MRG:4:250067656,NA
SEEDGWAS977:MRG:4:250067657,NA
SEEDGWAS978:MRG:4:250067658,NA
SEEDGWAS979:MRG:4:250067659,361
SEEDGWAS98:MRG:4:250054515,202
SEEDGWAS982:MRG:4:250067662,231
SEEDGWAS983:MRG:4:250067663,267
SEEDGWAS984:MRG:4:250067664,223
SEEDGWAS985:MRG:4:250067665,NA
SEEDGWAS986:MRG:4:250067666,NA
SEEDGWAS987:MRG:4:250067667,216
SEEDGWAS991:MRG:4:250067669,245
SEEDGWAS992:MRG:4:250067670,207
SEEDGWAS993:MRG:4:250067671,223
SEEDGWAS994:MRG:4:250067672,NA
SEEDGWAS995:MRG:4:250067673,244
SEEDGWAS997:MRG:4:250067674,250
SEEDGWAS998:MRG:4:250067675,224
SEEDGWAS999:MRG:4:250067676,195
