,barley_PC1,barley_PC2,barley_PC3,barley_ph,barley_cec,barley_ph,barley_am_rel_abundance_colonization,barley_am_roots_colonized,barley_soilN
BRIDGE_HOR_881,-2.265480367,-1.736149921,-0.066480887,70,231,70,NA,NA,322
BRIDGE_HOR_725,-2.454298701,-1.85037541,-0.032868084,70,228,70,NA,NA,349
BRIDGE_HOR_8645,0.492036319,1.99382605,-1.718140267,58,285,58,0.666030169,0.126889899,897
BRIDGE_HOR_1020,-1.839008551,-1.280298179,-0.378415744,68,236,68,0.330698997,0.264116108,484
BRIDGE_HOR_1033,-2.307345572,-1.640528984,-0.176887809,74,236,74,NA,NA,314
BRIDGE_HOR_1156,-1.839008551,-1.280298179,-0.378415744,68,236,68,0.330698997,0.264116108,484
BRIDGE_HOR_1164,-2.307345572,-1.640528984,-0.176887809,74,236,74,NA,NA,314
BRIDGE_HOR_1380,-1.839008551,-1.280298179,-0.378415744,68,236,68,0.330698997,0.264116108,484
BRIDGE_HOR_8646,0.492036319,1.99382605,-1.718140267,60,297,60,0.666030169,0.126889899,857
BRIDGE_HOR_8644,0.492036319,1.99382605,-1.718140267,53,286,53,0.666030169,0.126889899,878
BRIDGE_HOR_1010,-1.243911274,-0.444977423,-0.916663534,69,202,69,0.516496301,0.205455795,438
BRIDGE_HOR_1022,-1.243911274,-0.444977423,-0.916663534,69,202,69,0.516496301,0.205455795,438
BRIDGE_HOR_1023,-1.243911274,-0.444977423,-0.916663534,69,202,69,0.516496301,0.205455795,438
BRIDGE_HOR_1145,-1.243911274,-0.444977423,-0.916663534,69,202,69,0.516496301,0.205455795,438
BRIDGE_HOR_1146,-1.243911274,-0.444977423,-0.916663534,69,202,69,0.516496301,0.205455795,438
BRIDGE_HOR_1147,-1.243911274,-0.444977423,-0.916663534,69,202,69,0.516496301,0.205455795,438
BRIDGE_HOR_1239,-1.243911274,-0.444977423,-0.916663534,69,202,69,0.516496301,0.205455795,438
BRIDGE_HOR_942,-1.243911274,-0.444977423,-0.916663534,69,202,69,0.516496301,0.205455795,438
BRIDGE_HOR_1233,-0.152554249,-1.925829543,-1.31348839,77,285,77,NA,NA,326
BRIDGE_HOR_728,-1.839008551,-1.280298179,-0.378415744,70,227,70,0.330698997,0.264116108,412
BRIDGE_HOR_982,-0.152554249,-1.925829543,-1.31348839,77,285,77,NA,NA,326
BRIDGE_HOR_1024,-1.243911274,-0.444977423,-0.916663534,68,203,68,0.516496301,0.205455795,454
BRIDGE_HOR_1148,-1.243911274,-0.444977423,-0.916663534,68,203,68,0.516496301,0.205455795,454
BRIDGE_HOR_1011,-1.740961179,-1.389558243,-0.250781768,70,227,70,NA,NA,354
BRIDGE_HOR_1128,-1.740961179,-1.389558243,-0.250781768,70,227,70,NA,NA,354
BRIDGE_HOR_849,-1.740961179,-1.389558243,-0.250781768,70,227,70,NA,NA,354
BRIDGE_HOR_8624,0.43126632,1.579025963,-1.784130821,55,262,55,0.746570289,0.132647306,761
BRIDGE_HOR_8679,0.43126632,1.579025963,-1.784130821,55,262,55,0.746570289,0.132647306,761
BRIDGE_HOR_723,-1.062032614,-0.256801475,-1.104825799,70,205,70,0.47001186,0.145025402,354
BRIDGE_HOR_724,-1.062032614,-0.256801475,-1.104825799,70,205,70,0.47001186,0.145025402,354
BRIDGE_HOR_1382,-1.062032614,-0.256801475,-1.104825799,68,216,68,0.47001186,0.145025402,430
BRIDGE_HOR_997,-1.062032614,-0.256801475,-1.104825799,68,216,68,0.47001186,0.145025402,430
BRIDGE_HOR_8626,0.354933636,1.998253623,-1.924557545,NA,NA,NA,0.673712075,0.119350404,NA
BRIDGE_HOR_1029,-1.062032614,-0.256801475,-1.104825799,64,195,64,0.47001186,0.145025402,515
BRIDGE_HOR_1159,-1.062032614,-0.256801475,-1.104825799,64,195,64,0.47001186,0.145025402,515
BRIDGE_HOR_730,-1.062032614,-0.256801475,-1.104825799,64,195,64,0.47001186,0.145025402,515
BRIDGE_HOR_848,-1.168482313,-0.833800219,-0.776592455,69,217,69,NA,NA,440
BRIDGE_HOR_8638,0.329663149,1.915094751,-2.085675774,60,250,60,0.746570289,0.132647306,634
BRIDGE_HOR_8639,0.329663149,1.915094751,-2.085675774,60,250,60,0.746570289,0.132647306,634
BRIDGE_HOR_8640,0.329663149,1.915094751,-2.085675774,60,250,60,0.746570289,0.132647306,634
BRIDGE_HOR_8641,0.329663149,1.915094751,-2.085675774,60,250,60,0.746570289,0.132647306,634
BRIDGE_HOR_8642,0.329663149,1.915094751,-2.085675774,60,250,60,0.746570289,0.132647306,634
BRIDGE_HOR_8643,0.329663149,1.915094751,-2.085675774,60,250,60,0.746570289,0.132647306,634
BRIDGE_HOR_1160,-0.92832123,-0.190973104,-1.231456173,65,201,65,0.516496301,0.205455795,524
BRIDGE_HOR_733,-0.92832123,-0.190973104,-1.231456173,65,201,65,0.516496301,0.205455795,524
BRIDGE_HOR_1031,-0.92832123,-0.190973104,-1.231456173,71,183,71,0.516496301,0.205455795,370
BRIDGE_HOR_1032,-0.92832123,-0.190973104,-1.231456173,71,183,71,0.516496301,0.205455795,370
BRIDGE_HOR_1034,-0.92832123,-0.190973104,-1.231456173,71,204,71,0.516496301,0.205455795,292
BRIDGE_HOR_1161,-0.92832123,-0.190973104,-1.231456173,71,183,71,0.516496301,0.205455795,370
BRIDGE_HOR_1162,-0.92832123,-0.190973104,-1.231456173,71,183,71,0.516496301,0.205455795,370
BRIDGE_HOR_1163,-0.92832123,-0.190973104,-1.231456173,71,183,71,0.516496301,0.205455795,370
BRIDGE_HOR_1165,-0.92832123,-0.190973104,-1.231456173,71,204,71,0.516496301,0.205455795,292
BRIDGE_HOR_734,-0.92832123,-0.190973104,-1.231456173,71,183,71,0.516496301,0.205455795,370
BRIDGE_HOR_993,-0.92832123,-0.190973104,-1.231456173,71,183,71,0.516496301,0.205455795,370
BRIDGE_HOR_8632,0.273241381,2.640133724,-2.300814203,56,288,56,0.673712075,0.119350404,870
BRIDGE_HOR_8633,0.273241381,2.640133724,-2.300814203,56,288,56,0.673712075,0.119350404,870
BRIDGE_HOR_8634,0.273241381,2.640133724,-2.300814203,56,288,56,0.673712075,0.119350404,870
BRIDGE_HOR_8635,0.273241381,2.640133724,-2.300814203,56,288,56,0.673712075,0.119350404,870
BRIDGE_HOR_8681,0.273241381,2.640133724,-2.300814203,56,288,56,0.673712075,0.119350404,870
BRIDGE_HOR_8682,0.273241381,2.640133724,-2.300814203,56,288,56,0.673712075,0.119350404,870
BRIDGE_HOR_8618,0.173840354,1.906637218,-2.361532339,60,253,60,0.746570289,0.132647306,628
BRIDGE_HOR_8675,0.173840354,1.906637218,-2.361532339,60,253,60,0.746570289,0.132647306,628
BRIDGE_HOR_1018,-1.97935713,-1.597984938,-0.436908079,71,219,71,NA,NA,334
BRIDGE_HOR_1019,-1.278346807,-1.045033155,-0.589732908,72,215,72,NA,NA,313
BRIDGE_HOR_1143,-1.278346807,-1.045033155,-0.589732908,72,215,72,NA,NA,313
BRIDGE_HOR_1942,-1.97935713,-1.597984938,-0.436908079,71,219,71,NA,NA,334
BRIDGE_HOR_717,-1.97935713,-1.597984938,-0.436908079,71,219,71,NA,NA,334
BRIDGE_HOR_1016,-1.241209538,-1.146881158,-0.57238924,73,191,73,NA,NA,316
BRIDGE_HOR_1039,-1.241209538,-1.146881158,-0.57238924,73,191,73,NA,NA,316
BRIDGE_HOR_1141,-1.241209538,-1.146881158,-0.57238924,73,191,73,NA,NA,316
BRIDGE_HOR_693,-2.518559369,-1.666945222,-0.745072483,71,226,71,0.449428082,0.207930595,299
BRIDGE_HOR_694,-2.282933331,-1.500562786,-0.691360944,71,224,71,0.30701068,0.209540099,293
BRIDGE_HOR_688,-2.518559369,-1.666945222,-0.745072483,67,267,67,0.449428082,0.207930595,428
BRIDGE_HOR_689,-2.518559369,-1.666945222,-0.745072483,67,267,67,0.449428082,0.207930595,428
BRIDGE_HOR_709,-2.518559369,-1.666945222,-0.745072483,NA,NA,NA,0.449428082,0.207930595,NA
BRIDGE_HOR_8676,0.273241381,2.640133724,-2.300814203,63,289,63,0.673712075,0.119350404,747
BRIDGE_HOR_8678,0.273241381,2.640133724,-2.300814203,63,289,63,0.673712075,0.119350404,747
BRIDGE_HOR_1012,-1.241209538,-1.146881158,-0.57238924,72,214,72,NA,NA,294
BRIDGE_HOR_1014,-1.241209538,-1.146881158,-0.57238924,72,208,72,NA,NA,345
BRIDGE_HOR_1015,-1.241209538,-1.146881158,-0.57238924,72,208,72,NA,NA,345
BRIDGE_HOR_1035,-0.854464807,-0.290339275,-1.184870066,68,207,68,0.516496301,0.205455795,449
BRIDGE_HOR_1140,-1.241209538,-1.146881158,-0.57238924,72,208,72,NA,NA,345
BRIDGE_HOR_1166,-0.854464807,-0.290339275,-1.184870066,68,207,68,0.516496301,0.205455795,449
BRIDGE_HOR_1167,-0.854464807,-0.290339275,-1.184870066,68,207,68,0.516496301,0.205455795,449
BRIDGE_HOR_1168,-0.854464807,-0.290339275,-1.184870066,68,207,68,0.516496301,0.205455795,449
BRIDGE_HOR_1659,-0.854464807,-0.290339275,-1.184870066,68,207,68,0.516496301,0.205455795,449
BRIDGE_HOR_1383,-0.854464807,-0.290339275,-1.184870066,68,207,68,0.516496301,0.205455795,449
BRIDGE_HOR_4404,-0.854464807,-0.290339275,-1.184870066,68,207,68,0.516496301,0.205455795,449
BRIDGE_HOR_690,-2.518559369,-1.666945222,-0.745072483,73,205,73,0.449428082,0.207930595,314
BRIDGE_HOR_880,-1.241209538,-1.146881158,-0.57238924,72,208,72,NA,NA,345
BRIDGE_HOR_882,-0.854464807,-0.290339275,-1.184870066,68,207,68,0.516496301,0.205455795,449
BRIDGE_HOR_943,-0.854464807,-0.290339275,-1.184870066,68,207,68,0.516496301,0.205455795,449
BRIDGE_HOR_994,-0.854464807,-0.290339275,-1.184870066,68,207,68,0.516496301,0.205455795,449
BRIDGE_HOR_701,-1.855925192,-1.015250518,-0.882467406,71,217,71,0.30701068,0.209540099,389
BRIDGE_HOR_711,-1.855925192,-1.015250518,-0.882467406,71,217,71,0.30701068,0.209540099,389
BRIDGE_HOR_712,-1.855925192,-1.015250518,-0.882467406,71,217,71,0.30701068,0.209540099,389
BRIDGE_HOR_8636,0.232366121,1.691137709,-2.120447233,57,261,57,0.673712075,0.119350404,817
BRIDGE_HOR_1017,-1.855925192,-1.015250518,-0.882467406,67,229,67,0.30701068,0.209540099,412
BRIDGE_HOR_1040,-1.855925192,-1.015250518,-0.882467406,67,229,67,0.30701068,0.209540099,412
BRIDGE_HOR_1142,-1.855925192,-1.015250518,-0.882467406,67,229,67,0.30701068,0.209540099,412
BRIDGE_HOR_697,-2.282933331,-1.500562786,-0.691360944,68,220,68,0.30701068,0.209540099,372
BRIDGE_HOR_698,-2.282933331,-1.500562786,-0.691360944,68,220,68,0.30701068,0.209540099,372
BRIDGE_HOR_713,-1.97935713,-1.597984938,-0.436908079,72,213,72,NA,NA,272
BRIDGE_HOR_714,-1.97935713,-1.597984938,-0.436908079,72,213,72,NA,NA,272
BRIDGE_HOR_1169,-0.854464807,-0.290339275,-1.184870066,70,182,70,0.516496301,0.205455795,380
BRIDGE_HOR_1170,-0.854464807,-0.290339275,-1.184870066,70,182,70,0.516496301,0.205455795,380
BRIDGE_HOR_4417,-0.854464807,-0.290339275,-1.184870066,70,182,70,0.516496301,0.205455795,380
BRIDGE_HOR_700,-1.855925192,-1.015250518,-0.882467406,70,221,70,0.30701068,0.209540099,350
BRIDGE_HOR_944,-0.854464807,-0.290339275,-1.184870066,70,182,70,0.516496301,0.205455795,380
BRIDGE_HOR_995,-0.854464807,-0.290339275,-1.184870066,70,182,70,0.516496301,0.205455795,380
BRIDGE_HOR_996,-0.854464807,-0.290339275,-1.184870066,70,182,70,0.516496301,0.205455795,380
BRIDGE_HOR_752,-2.282933331,-1.500562786,-0.691360944,69,223,69,0.30701068,0.209540099,413
BRIDGE_HOR_8637,0.273241381,2.640133724,-2.300814203,61,292,61,0.673712075,0.119350404,730
BRIDGE_HOR_710,-2.689470569,-1.840738968,-0.587800898,73,229,73,NA,NA,283
BRIDGE_HOR_718,-1.97935713,-1.597984938,-0.436908079,70,206,70,NA,NA,410
BRIDGE_HOR_1038,-1.278346807,-1.045033155,-0.589732908,71,214,71,NA,NA,311
BRIDGE_HOR_1238,-1.278346807,-1.045033155,-0.589732908,71,214,71,NA,NA,311
BRIDGE_HOR_686,-1.278346807,-1.045033155,-0.589732908,71,214,71,NA,NA,311
BRIDGE_HOR_940,-1.278346807,-1.045033155,-0.589732908,71,214,71,NA,NA,311
BRIDGE_HOR_1283,-0.778593546,-2.429792315,-0.557764495,79,235,79,NA,NA,329
BRIDGE_HOR_1284,-0.778593546,-2.429792315,-0.557764495,79,235,79,NA,NA,329
BRIDGE_HOR_1313,-0.778593546,-2.429792315,-0.557764495,79,235,79,NA,NA,329
BRIDGE_HOR_1021,-1.227058346,-0.409259615,-1.119887168,69,216,69,0.516496301,0.205455795,384
BRIDGE_HOR_1144,-1.227058346,-0.409259615,-1.119887168,69,216,69,0.516496301,0.205455795,384
BRIDGE_HOR_1385,-1.227058346,-0.409259615,-1.119887168,69,216,69,0.516496301,0.205455795,384
BRIDGE_HOR_684,-1.521063613,-1.60865917,-0.494555189,74,203,74,0.484887421,0.256222099,402
BRIDGE_HOR_708,-2.313343427,-2.145977988,-0.294443604,71,207,71,NA,NA,411
BRIDGE_HOR_941,-1.227058346,-0.409259615,-1.119887168,69,216,69,0.516496301,0.205455795,384
BRIDGE_HOR_1253,-2.61790657,-2.186501952,-0.35793061,66,203,66,NA,NA,523
BRIDGE_HOR_1384,-2.61790657,-2.186501952,-0.35793061,66,203,66,NA,NA,523
BRIDGE_HOR_685,-1.497546412,-1.428903881,-0.583443899,72,203,72,0.484887421,0.256222099,400
BRIDGE_HOR_707,-2.313343427,-2.145977988,-0.294443604,75,228,75,NA,NA,311
BRIDGE_HOR_1258,-2.313343427,-2.145977988,-0.294443604,74,206,74,NA,NA,368
BRIDGE_HOR_706,-2.313343427,-2.145977988,-0.294443604,74,206,74,NA,NA,368
BRIDGE_HOR_1126,-2.031654429,-2.410182017,-0.163456781,74,220,74,NA,NA,378
BRIDGE_HOR_1127,-2.031654429,-2.410182017,-0.163456781,74,220,74,NA,NA,378
BRIDGE_HOR_983,-1.029767684,-2.201947399,-0.773666646,78,238,78,NA,NA,260
BRIDGE_HOR_878,-1.699514137,-2.105842061,-0.278800392,76,191,76,0.484887421,0.256222099,299
BRIDGE_HOR_1007,-1.218766546,-2.171918664,-0.658859416,NA,NA,NA,NA,NA,NA
BRIDGE_HOR_1235,-1.218766546,-2.171918664,-0.658859416,NA,NA,NA,NA,NA,NA
BRIDGE_HOR_847,-2.031654429,-2.410182017,-0.163456781,76,201,76,NA,NA,235
BRIDGE_HOR_1013,-1.44856478,-1.654513234,-0.616800241,76,217,76,0.484887421,0.256222099,299
BRIDGE_HOR_1138,-1.44856478,-1.654513234,-0.616800241,76,217,76,0.484887421,0.256222099,299
BRIDGE_HOR_3884,-1.44856478,-1.654513234,-0.616800241,76,217,76,0.484887421,0.256222099,299
BRIDGE_HOR_687,-2.441641706,-2.190496105,-0.566956353,72,210,72,0.30701068,0.209540099,271
BRIDGE_HOR_3277,-1.44856478,-1.654513234,-0.616800241,77,213,77,0.484887421,0.256222099,311
BRIDGE_HOR_3278,-1.868210789,-2.345622436,-0.355945268,76,210,76,NA,NA,234
BRIDGE_HOR_679,-1.868210789,-2.345622436,-0.355945268,76,210,76,NA,NA,234
BRIDGE_HOR_680,-1.44856478,-1.654513234,-0.616800241,77,213,77,0.484887421,0.256222099,311
BRIDGE_HOR_678,-1.823472492,-1.99234733,-0.628638225,74,216,74,NA,NA,334
BRIDGE_HOR_13449,0.652546472,-0.231310124,-0.927901631,65,250,65,0.47001186,0.1507494,480
BRIDGE_HOR_13450,0.652546472,-0.231310124,-0.927901631,65,250,65,0.47001186,0.1507494,480
BRIDGE_HOR_1137,-1.823472492,-1.99234733,-0.628638225,69,219,69,NA,NA,452
BRIDGE_HOR_1943,-1.823472492,-1.99234733,-0.628638225,69,219,69,NA,NA,452
BRIDGE_HOR_2281,-1.823472492,-1.99234733,-0.628638225,69,219,69,NA,NA,452
BRIDGE_HOR_681,-1.692802165,-1.903096583,-0.70576859,70,217,70,0.484887421,0.256222099,424
BRIDGE_HOR_1025,-2.425178162,-1.979978853,-0.751481782,69,212,69,NA,NA,393
BRIDGE_HOR_1149,-2.425178162,-1.979978853,-0.751481782,69,212,69,NA,NA,393
BRIDGE_HOR_13451,0.465860853,-0.465764601,-1.163648259,67,246,67,NA,NA,441
BRIDGE_HOR_763,-1.884927735,-1.960359188,-1.249936046,68,221,68,NA,NA,478
BRIDGE_HOR_682,-1.731820956,-2.050631493,-0.545311563,71,214,71,0.30701068,0.209540099,356
BRIDGE_HOR_761,-1.698893893,-1.892545344,-1.396413341,73,230,73,NA,NA,409
BRIDGE_HOR_762,-1.698893893,-1.892545344,-1.396413341,73,230,73,NA,NA,409
BRIDGE_HOR_1139,-2.239488664,-2.295527811,-0.781095081,NA,NA,NA,NA,NA,NA
BRIDGE_HOR_1651,-2.239488664,-2.295527811,-0.781095081,NA,NA,NA,NA,NA,NA
BRIDGE_HOR_13456,0.749019474,0.702965456,-1.320584363,NA,NA,NA,0.516496301,0.205455795,NA
BRIDGE_HOR_1379,-2.770407865,-1.692137591,-0.568983982,73,226,73,NA,NA,327
BRIDGE_HOR_1737,-2.847452468,-1.887915764,-0.432588083,70,219,70,NA,NA,306
BRIDGE_HOR_1773,-2.847452468,-1.887915764,-0.432588083,70,219,70,NA,NA,306
BRIDGE_HOR_865,-2.738215342,-1.753129466,-0.456320866,74,230,74,NA,NA,297
BRIDGE_HOR_1770,-2.738215342,-1.753129466,-0.456320866,74,235,74,NA,NA,323
BRIDGE_HOR_1860,-2.738215342,-1.753129466,-0.456320866,74,235,74,NA,NA,323
BRIDGE_HOR_862,-2.726129738,-1.694382988,-0.488999598,72,248,72,NA,NA,394
BRIDGE_HOR_1172,-1.949465557,-2.550984096,-0.807636501,NA,NA,NA,NA,NA,NA
BRIDGE_HOR_1173,-1.949465557,-2.550984096,-0.807636501,NA,NA,NA,NA,NA,NA
BRIDGE_HOR_1240,-1.949465557,-2.550984096,-0.807636501,NA,NA,NA,NA,NA,NA
BRIDGE_HOR_1356,-1.949465557,-2.550984096,-0.807636501,NA,NA,NA,NA,NA,NA
BRIDGE_HOR_4403,-1.949465557,-2.550984096,-0.807636501,NA,NA,NA,NA,NA,NA
BRIDGE_HOR_864,-2.726129738,-1.694382988,-0.488999598,70,221,70,NA,NA,316
BRIDGE_HOR_1131,-2.726129738,-1.694382988,-0.488999598,71,241,71,NA,NA,390
BRIDGE_HOR_1995,-2.726129738,-1.694382988,-0.488999598,71,241,71,NA,NA,390
BRIDGE_HOR_2674,-2.726129738,-1.694382988,-0.488999598,71,241,71,NA,NA,390
BRIDGE_HOR_11319,-1.949465557,-2.550984096,-0.807636501,NA,NA,NA,NA,NA,NA
BRIDGE_HOR_860,-2.657925736,-1.558516969,-0.628980144,73,243,73,NA,NA,376
BRIDGE_HOR_867,-2.657925736,-1.558516969,-0.628980144,74,216,74,NA,NA,278
BRIDGE_HOR_868,-2.657925736,-1.558516969,-0.628980144,74,216,74,NA,NA,278
BRIDGE_HOR_861,-2.657925736,-1.558516969,-0.628980144,73,234,73,NA,NA,327
BRIDGE_HOR_866,-3.205505911,-2.128628057,-0.350819513,73,215,73,NA,NA,334
BRIDGE_HOR_13455,0.069928965,-0.812688257,-1.470401532,70,256,70,NA,NA,338
BRIDGE_HOR_12833,-2.994618258,-1.287704599,-0.597225267,69,214,69,0.449428082,0.207930595,397
BRIDGE_HOR_13454,0.046336931,-1.180274833,-1.302984243,73,234,73,NA,NA,331
BRIDGE_HOR_1122,-2.891410484,-1.892499427,-0.21529533,75,236,75,NA,NA,263
BRIDGE_HOR_1125,-2.891410484,-1.892499427,-0.21529533,75,236,75,NA,NA,263
BRIDGE_HOR_1134,-2.891410484,-1.892499427,-0.21529533,75,236,75,NA,NA,263
BRIDGE_HOR_1135,-2.891410484,-1.892499427,-0.21529533,75,236,75,NA,NA,263
BRIDGE_HOR_1241,-2.891410484,-1.892499427,-0.21529533,75,236,75,NA,NA,263
BRIDGE_HOR_673,-2.891410484,-1.892499427,-0.21529533,75,236,75,NA,NA,263
BRIDGE_HOR_674,-2.891410484,-1.892499427,-0.21529533,75,236,75,NA,NA,263
BRIDGE_HOR_675,-2.891410484,-1.892499427,-0.21529533,75,236,75,NA,NA,263
BRIDGE_HOR_876,-2.891410484,-1.892499427,-0.21529533,75,236,75,NA,NA,263
BRIDGE_HOR_979,-2.891410484,-1.892499427,-0.21529533,75,236,75,NA,NA,263
BRIDGE_HOR_676,-2.887248991,-1.607970776,-0.316398727,75,217,75,NA,NA,262
BRIDGE_HOR_672,-3.03383123,-1.970457889,-0.511104124,NA,NA,NA,NA,NA,NA
BRIDGE_HOR_869,-3.03383123,-1.970457889,-0.511104124,NA,NA,NA,NA,NA,NA
BRIDGE_HOR_863,-2.855805053,-1.512292957,-0.549424131,70,237,70,NA,NA,371
BRIDGE_HOR_1941,-2.855805053,-1.512292957,-0.549424131,NA,NA,NA,NA,NA,NA
BRIDGE_HOR_859,-2.855805053,-1.512292957,-0.549424131,NA,NA,NA,NA,NA,NA
BRIDGE_HOR_677,-2.788288807,-1.415595262,-0.63613578,67,230,67,0.30701068,0.209540099,411
BRIDGE_HOR_13457,0.013420499,-1.334194679,-1.641977605,69,270,69,0.523103118,0.109013602,306
BRIDGE_HOR_858,-3.101302738,-2.030249034,-0.541788532,NA,NA,NA,NA,NA,NA
BRIDGE_HOR_1378,-2.977335872,-2.1674947,-0.312291067,72,235,72,NA,NA,248
BRIDGE_HOR_856,-2.977335872,-2.1674947,-0.312291067,72,235,72,NA,NA,248
BRIDGE_HOR_980,-2.977335872,-2.1674947,-0.312291067,72,235,72,NA,NA,248
BRIDGE_HOR_671,-2.977335872,-2.1674947,-0.312291067,73,212,73,NA,NA,244
BRIDGE_HOR_857,-2.977335872,-2.1674947,-0.312291067,73,212,73,NA,NA,244
BRIDGE_HOR_13453,0.5258564,-0.467443053,-1.179048734,64,300,64,NA,NA,440
BRIDGE_HOR_855,-2.872476529,-1.642553806,-0.512319595,71,226,71,0.30701068,0.209540099,351
BRIDGE_HOR_853,-2.964420897,-1.742232496,-0.422061332,69,224,69,0.449428082,0.207930595,383
BRIDGE_HOR_1130,-2.964420897,-1.742232496,-0.422061332,73,251,73,0.449428082,0.207930595,290
BRIDGE_HOR_850,-3.186126602,-2.067200729,-0.465874214,NA,NA,NA,NA,NA,NA
BRIDGE_HOR_851,-3.186126602,-2.067200729,-0.465874214,NA,NA,NA,NA,NA,NA
BRIDGE_HOR_852,-3.186126602,-2.067200729,-0.465874214,NA,NA,NA,NA,NA,NA
BRIDGE_HOR_1255,-3.186126602,-2.067200729,-0.465874214,NA,NA,NA,NA,NA,NA
BRIDGE_HOR_1257,-2.964420897,-1.742232496,-0.422061332,73,237,73,0.449428082,0.207930595,265
BRIDGE_HOR_846,-3.437036046,-2.238423987,-0.452980655,69,233,69,NA,NA,278
BRIDGE_HOR_1129,-3.437036046,-2.238423987,-0.452980655,NA,NA,NA,NA,NA,NA
BRIDGE_HOR_854,-2.964420897,-1.742232496,-0.422061332,74,242,74,0.449428082,0.207930595,292
BRIDGE_HOR_670,-3.126173805,-1.85156313,-0.461796888,74,225,74,NA,NA,280
BRIDGE_HOR_1256,-3.350401247,-2.077415586,-0.546795717,71,251,71,NA,NA,298
BRIDGE_HOR_13458,0.326999474,-0.064133499,-1.482615879,72,287,72,NA,NA,390
BRIDGE_BCC_223,-2.030797854,-2.31396852,-0.193608874,NA,NA,NA,NA,NA,NA
BRIDGE_HOR_13452,-0.374699305,-0.534419469,-2.434697588,NA,NA,NA,NA,NA,NA
BRIDGE_BCC_236,0.223961416,-1.031841606,-0.964843637,71,243,71,0.583333313,0.159026906,298
BRIDGE_BCC_55,-2.06510924,-3.853341999,1.076433536,78,189,78,NA,NA,269
BRIDGE_BCC_31,-1.8192198,-1.877588477,0.144023865,73,249,73,NA,NA,399
BRIDGE_BCC_50,-2.117651481,-3.457865407,1.452966335,80,176,80,NA,NA,128
BRIDGE_HOR_20121,-3.002767701,-2.345840622,-0.106980227,NA,NA,NA,NA,NA,NA
BRIDGE_HOR_20135,-3.002767701,-2.345840622,-0.106980227,NA,NA,NA,NA,NA,NA
BRIDGE_HOR_8536,-3.217601923,-2.336591576,0.564810182,NA,NA,NA,NA,NA,NA
BTR_FT226,-1.978307772,-2.519588426,0.724668749,NA,NA,NA,NA,NA,NA
BTR_FT553,-1.978307772,-2.519588426,0.724668749,NA,NA,NA,NA,NA,NA
BRIDGE_HOR_18466,-2.109406732,-3.965826857,0.928102547,77,183,77,NA,NA,174
BRIDGE_BCC_100,-2.57690385,-3.450539058,0.92617222,79,362,79,NA,NA,266
BRIDGE_HOR_13792,-1.552937255,-3.054972755,1.054876819,78,350,78,NA,NA,116
BRIDGE_HOR_18480,-1.232439662,-2.965455626,1.166230339,77,296,77,NA,NA,136
BRIDGE_HOR_18484,-1.552937255,-3.054972755,1.054876819,78,350,78,NA,NA,116
BTR_FT549,-1.611990649,-3.063013847,0.99424244,NA,NA,NA,NA,NA,NA
BRIDGE_HOR_13795,-1.611990649,-3.063013847,0.99424244,78,351,78,NA,NA,138
BRIDGE_HOR_20145,-1.611990649,-3.063013847,0.99424244,78,351,78,NA,NA,138
BRIDGE_BCC_98,-1.795433792,-3.004752053,1.071488726,NA,NA,NA,NA,NA,NA
BRIDGE_BCC_253,0.329388307,-1.636603928,-0.079649709,74,201,74,NA,NA,289
BRIDGE_BCC_110,-2.10940458,-1.460506575,0.293028351,64,240,64,NA,NA,490
BRIDGE_BCC_203,-3.452987488,-2.276265473,0.34608266,70,247,70,NA,NA,261
BRIDGE_BCC_102,-1.0690315,-3.340553198,1.144188705,78,258,78,0.241935477,0,110
BRIDGE_BCC_107,-1.328352603,-2.639232213,1.079585618,78,221,78,NA,NA,239
BRIDGE_HOR_14097,-1.178233852,-2.937215504,0.093557875,73,231,73,0.47001186,0.145025402,308
BRIDGE_HOR_14098,-0.965739481,-3.537193322,0.667895488,NA,NA,NA,NA,NA,NA
BRIDGE_HOR_11439,-5.031333684,1.222641937,3.361381199,NA,NA,NA,NA,NA,NA
BRIDGE_HOR_11444,-5.031333684,1.222641937,3.361381199,NA,NA,NA,NA,NA,NA
BRIDGE_HOR_21542,-0.542792104,-3.746463746,0.820156022,77,253,77,NA,NA,147
BRIDGE_HOR_21716,-0.542792104,-3.746463746,0.820156022,77,253,77,NA,NA,147
BRIDGE_HOR_14101,-0.798171825,-4.021826113,0.563793771,76,290,76,NA,NA,156
BRIDGE_HOR_19814,-0.404891724,-4.109897399,0.766488465,76,233,76,0.363160819,0.116993397,123
BRIDGE_HOR_21547,-0.17341915,-3.186450995,0.254878882,70,272,70,NA,NA,362
BTR_FT525,-0.532348752,-4.168658276,0.60726643,NA,NA,NA,NA,NA,NA
BRIDGE_HOR_20123,-0.279432074,-4.355685066,0.76217663,74,335,74,NA,NA,283
BRIDGE_HOR_20129,-0.279432074,-4.355685066,0.76217663,74,335,74,NA,NA,283
BRIDGE_HOR_21597,-0.233892022,-4.658326647,0.970218732,79,186,79,NA,NA,117
BRIDGE_HOR_21581,-0.31662869,-4.63364268,0.756745046,75,335,75,NA,NA,216
BRIDGE_BCC_244,-0.60063375,-4.314131917,0.293929905,NA,NA,NA,NA,NA,NA
BRIDGE_HOR_13809,-0.270754346,-4.853302848,1.007403108,79,198,79,NA,NA,123
