,barley_PC1,barley_PC2,barley_PC3,barley_ph,barley_cec,barley_ph,barley_am_rel_abundance_colonization,barley_am_roots_colonized,barley_soilN
BRIDGE_HOR_7576,3.57472795,-0.794358453,-0.323608741,75,201,75,0.378976703,0.155291706,396
BRIDGE_HOR_7601,4.48697504,0.543061759,-1.113760366,71,264,71,0.378976703,0.155291706,428
BRIDGE_HOR_7578,3.387903545,-0.588390036,-0.507942606,74,193,74,0.378976703,0.155291706,325
BRIDGE_HOR_7579,3.387903545,-0.588390036,-0.507942606,74,193,74,0.378976703,0.155291706,325
BRIDGE_HOR_7580,3.387903545,-0.588390036,-0.507942606,73,172,73,0.378976703,0.155291706,317
BRIDGE_HOR_7598,2.344932061,-1.733574133,0.116414375,75,176,75,0.378976703,0.155291706,392
BRIDGE_HOR_7599,2.344932061,-1.733574133,0.116414375,75,176,75,0.378976703,0.155291706,392
BRIDGE_HOR_7545,2.359801306,0.014335316,-0.7772071,65,262,65,NA,0.058822911,484
BRIDGE_HOR_7602,2.839009473,-1.216260868,-0.162731358,75,148,75,0.378976703,0.155291706,349
BRIDGE_HOR_7603,2.839009473,-1.216260868,-0.162731358,75,148,75,0.378976703,0.155291706,349
BRIDGE_HOR_7706,2.359801306,0.014335316,-0.7772071,65,262,65,NA,0.058822911,484
BRIDGE_HOR_8466,2.359801306,0.014335316,-0.7772071,65,262,65,NA,0.058822911,484
BRIDGE_HOR_7605,2.839009473,-1.216260868,-0.162731358,74,165,74,0.378976703,0.155291706,293
BRIDGE_HOR_7556,2.025041413,-1.94014751,0.154271566,73,180,73,0.378976703,0.155291706,402
BRIDGE_HOR_7625,1.177637132,-2.345784762,0.263932014,73,216,73,0.378976703,0.155291706,325
BRIDGE_HOR_7626,1.177637132,-2.345784762,0.263932014,73,216,73,0.378976703,0.155291706,325
BRIDGE_HOR_7606,1.478941388,-1.639691007,-0.08195562,76,171,76,0.378976703,0.155291706,339
BRIDGE_HOR_7550,3.672014296,-0.879320343,-0.252731355,74,273,74,0.378976703,0.155291706,376
BRIDGE_HOR_7620,4.097662665,0.533537114,-0.971932001,65,335,65,0.378976703,0.163738295,515
BRIDGE_HOR_7621,4.097662665,0.533537114,-0.971932001,65,335,65,0.378976703,0.163738295,515
BRIDGE_HOR_7546,3.743022319,-0.997864814,-0.095228142,74,205,74,0.378976703,0.155291706,411
BRIDGE_HOR_7547,3.743022319,-0.997864814,-0.095228142,74,205,74,0.378976703,0.155291706,411
BRIDGE_HOR_7630,2.370744319,-1.248502077,0.067791196,77,199,77,0.378976703,0.155291706,350
BRIDGE_HOR_7548,3.743022319,-0.997864814,-0.095228142,75,205,75,0.378976703,0.155291706,346
BRIDGE_HOR_7549,3.743022319,-0.997864814,-0.095228142,75,205,75,0.378976703,0.155291706,346
BRIDGE_HOR_7624,3.992563159,0.280404055,-0.808016413,71,222,71,NA,0.039999072,396
BRIDGE_HOR_7608,3.992563159,0.280404055,-0.808016413,71,254,71,NA,0.039999072,353
BRIDGE_HOR_7609,3.992563159,0.280404055,-0.808016413,71,254,71,NA,0.039999072,353
BRIDGE_HOR_7610,3.998760562,0.402382924,-0.858587079,69,274,69,0.378976703,0.155291706,373
BRIDGE_HOR_7611,3.998760562,0.402382924,-0.858587079,69,274,69,0.378976703,0.155291706,373
BRIDGE_HOR_7622,3.830707645,-0.03276138,-0.734636974,66,274,66,0.378976703,0.155291706,433
BRIDGE_HOR_7623,3.830707645,-0.03276138,-0.734636974,66,274,66,0.378976703,0.155291706,433
BRIDGE_HOR_7553,5.303049789,0.1460279,-0.488120177,76,227,76,0.378976703,0.155291706,329
BRIDGE_HOR_7555,5.303049789,0.1460279,-0.488120177,76,227,76,0.378976703,0.155291706,329
BRIDGE_HOR_7551,4.609338286,-0.391469767,-0.287080777,74,226,74,0.378976703,0.155291706,297
BRIDGE_HOR_7710,4.609338286,-0.391469767,-0.287080777,74,226,74,0.378976703,0.155291706,297
BRIDGE_HOR_7618,3.830707645,-0.03276138,-0.734636974,68,252,68,0.378976703,0.155291706,433
BRIDGE_HOR_7619,3.830707645,-0.03276138,-0.734636974,68,252,68,0.378976703,0.155291706,433
BRIDGE_HOR_7552,4.609338286,-0.391469767,-0.287080777,73,216,73,0.378976703,0.155291706,284
BRIDGE_HOR_7615,5.021359257,0.445231571,-1.032708687,71,314,71,0.378976703,0.155291706,383
BRIDGE_HOR_7616,5.021359257,0.445231571,-1.032708687,71,314,71,0.378976703,0.155291706,383
BRIDGE_HOR_7617,5.021359257,0.445231571,-1.032708687,71,314,71,0.378976703,0.155291706,383
BRIDGE_HOR_7612,5.021359257,0.445231571,-1.032708687,69,308,69,0.378976703,0.155291706,396
BRIDGE_HOR_7631,3.570459629,-0.729586837,-0.341005822,72,242,72,0.378976703,0.155291706,311
BTR_FT520,1.948945147,-1.906161617,-0.442587276,NA,NA,NA,NA,NA,NA
BRIDGE_HOR_7633,3.725161421,-0.831591902,-0.300517694,74,222,74,0.378976703,0.155291706,352
BRIDGE_HOR_7634,3.725161421,-0.831591902,-0.300517694,74,222,74,0.378976703,0.155291706,352
BRIDGE_HOR_9799,5.817888553,1.100706001,-1.361326764,71,247,71,NA,NA,463
BRIDGE_HOR_7636,4.72960292,-0.237293534,-0.614176384,75,242,75,0.378976703,0.155291706,326
BRIDGE_HOR_7637,4.72960292,-0.237293534,-0.614176384,75,242,75,0.378976703,0.155291706,326
BRIDGE_HOR_7639,3.893868994,-0.798700149,-0.443943983,72,250,72,0.378976703,0.155291706,286
BRIDGE_HOR_7675,6.109365425,0.742664388,-1.049736008,73,258,73,0.378976703,0.155291706,394
BRIDGE_HOR_7676,6.109365425,0.742664388,-1.049736008,73,258,73,0.378976703,0.155291706,394
BRIDGE_HOR_8467,3.893868994,-0.798700149,-0.443943983,72,250,72,0.378976703,0.155291706,286
BRIDGE_HOR_7643,3.606416399,-1.181640388,-0.020607063,73,255,73,0.378976703,0.155291706,277
Chinese_Genebank_ZDM01786,2.776747862,-2.904135189,0.570582516,79,173,79,NA,NA,167
BRIDGE_HOR_7654,3.934330714,-1.042442082,-0.063984822,75,206,75,NA,NA,287
BRIDGE_HOR_7655,3.934330714,-1.042442082,-0.063984822,75,206,75,NA,NA,287
BRIDGE_HOR_7677,3.934330714,-1.042442082,-0.063984822,75,206,75,NA,NA,287
BRIDGE_HOR_7652,3.934330714,-1.042442082,-0.063984822,75,247,75,NA,NA,283
BRIDGE_HOR_7693,3.804250635,-1.040490422,-0.354691946,75,245,75,0.378976703,0.155291706,250
BRIDGE_HOR_7648,6.141067958,0.523090686,-0.811487654,74,247,74,0.378976703,0.155291706,315
BRIDGE_HOR_7650,6.141067958,0.523090686,-0.811487654,74,247,74,0.378976703,0.155291706,315
BRIDGE_HOR_7651,6.141067958,0.523090686,-0.811487654,74,247,74,0.378976703,0.155291706,315
BRIDGE_HOR_7645,3.457489279,-1.591009658,0.132776133,75,195,75,0.378976703,0.155291706,290
BRIDGE_HOR_7646,3.457489279,-1.591009658,0.132776133,75,195,75,0.378976703,0.155291706,290
BRIDGE_HOR_7647,3.457489279,-1.591009658,0.132776133,75,195,75,0.378976703,0.155291706,290
BRIDGE_HOR_9276,4.765339137,-0.643947757,-0.479606087,74,230,74,0.378976703,0.155291706,335
BRIDGE_HOR_7689,4.765339137,-0.643947757,-0.479606087,74,230,74,0.378976703,0.155291706,335
BRIDGE_HOR_7690,4.765339137,-0.643947757,-0.479606087,74,230,74,0.378976703,0.155291706,335
BRIDGE_HOR_7691,4.765339137,-0.643947757,-0.479606087,74,230,74,0.378976703,0.155291706,335
BRIDGE_HOR_7657,4.245146164,-1.453451993,-0.222844826,74,245,74,0.378976703,0.155291706,306
BRIDGE_HOR_7658,4.245146164,-1.453451993,-0.222844826,74,245,74,0.378976703,0.155291706,306
BRIDGE_HOR_7659,4.245146164,-1.453451993,-0.222844826,74,245,74,0.378976703,0.155291706,306
BRIDGE_HOR_7592,7.652334535,2.271050992,-0.526722097,75,217,75,NA,NA,429
BRIDGE_HOR_7687,4.245146164,-1.453451993,-0.222844826,75,252,75,0.378976703,0.155291706,276
BRIDGE_HOR_7688,4.245146164,-1.453451993,-0.222844826,75,252,75,0.378976703,0.155291706,276
BRIDGE_HOR_7679,4.968266895,-1.0634387,-0.532239697,76,231,76,0.378976703,0.155291706,267
BRIDGE_HOR_7680,4.968266895,-1.0634387,-0.532239697,76,231,76,0.378976703,0.155291706,267
BRIDGE_HOR_7682,5.800512542,-0.351758272,-1.053814045,75,251,75,0.378976703,0.155291706,262
BRIDGE_HOR_7663,4.886119025,-1.116831192,-0.438982608,75,208,75,0.378976703,0.155291706,442
BRIDGE_HOR_7664,4.886119025,-1.116831192,-0.438982608,75,208,75,0.378976703,0.155291706,442
BRIDGE_HOR_7685,5.15403472,-0.933355095,-0.664774792,76,266,76,0.378976703,0.155291706,274
BRIDGE_HOR_7686,5.15403472,-0.933355095,-0.664774792,76,266,76,0.378976703,0.155291706,274
BRIDGE_HOR_7666,4.886119025,-1.116831192,-0.438982608,76,214,76,0.378976703,0.155291706,244
BRIDGE_HOR_7668,6.379457762,0.453158131,-0.988151767,76,254,76,NA,NA,304
BRIDGE_HOR_7669,6.379457762,0.453158131,-0.988151767,76,254,76,NA,NA,304
BRIDGE_HOR_7673,5.508175335,-0.677249495,-0.843214405,76,240,76,0.378976703,0.155291706,295
BRIDGE_HOR_7671,5.822449761,-0.34343309,-0.970167458,77,263,77,0.378976703,0.155291706,284
BRIDGE_HOR_7672,5.822449761,-0.34343309,-0.970167458,77,263,77,0.378976703,0.155291706,284
BRIDGE_HOR_7660,6.296683726,0.917400824,-0.424012441,77,240,77,NA,NA,343
BRIDGE_HOR_7661,6.296683726,0.917400824,-0.424012441,77,240,77,NA,NA,343
BRIDGE_HOR_7662,6.296683726,0.917400824,-0.424012441,77,240,77,NA,NA,343
Chinese_Genebank_ZDM06048,5.188574297,0.462643927,1.239509683,76,307,76,0.378976703,0.155291706,282
Chinese_Genebank_ZDM01808,2.326260883,-3.279023398,0.607111838,80,232,80,NA,NA,249
Chinese_Genebank_ZDM04908,6.306373217,1.148604701,1.959851637,73,245,73,0.378976703,0.155291706,287
BTR_FT561,-4.545691006,0.958804508,2.820903066,62,206,62,0.389479578,0.395301789,340
Chinese_Genebank_ZDM01791,5.101142583,-0.526429423,0.106720244,74,268,74,NA,NA,280
BRIDGE_HOR_11804,2.46263457,2.284793172,1.195743102,66,299,66,0.378976703,0.163738295,487
Chinese_Genebank_ZDM01778,4.234621988,-1.32059002,-0.132804838,79,183,79,NA,NA,178
Chinese_Genebank_ZDM01779,4.698345895,-0.847018519,0.142730932,73,230,73,0.484620661,0.149683997,518
BRIDGE_BCC_748,1.2550995,2.049843387,0.460068135,59,279,59,NA,0.054085821,651
Chinese_Genebank_ZDM04443,3.55068083,0.211770725,0.685885737,75,274,75,0.378976703,0.163738295,283
BRIDGE_HOR_10905,-3.156232905,4.300054688,4.119929412,55,239,55,NA,0.03643658,602
BRIDGE_HOR_8738,-3.156232905,4.300054688,4.119929412,55,239,55,NA,0.03643658,602
BRIDGE_HOR_8792,-3.156232905,4.300054688,4.119929412,55,239,55,NA,0.03643658,602
BRIDGE_HOR_8793,-3.156232905,4.300054688,4.119929412,55,239,55,NA,0.03643658,602
BRIDGE_HOR_8703,2.787956691,2.963293436,0.057313513,62,282,62,NA,0.038914781,522
BRIDGE_HOR_8736,2.787956691,2.963293436,0.057313513,62,282,62,NA,0.038914781,522
BRIDGE_HOR_8737,2.787956691,2.963293436,0.057313513,62,282,62,NA,0.038914781,522
BRIDGE_HOR_8790,2.787956691,2.963293436,0.057313513,62,282,62,NA,0.038914781,522
BRIDGE_HOR_8791,2.787956691,2.963293436,0.057313513,62,282,62,NA,0.038914781,522
BRIDGE_HOR_8734,-2.170473326,4.126480087,3.422976499,53,244,53,NA,0.033304039,530
BRIDGE_HOR_8783,-2.170473326,4.126480087,3.422976499,53,244,53,NA,0.033304039,530
BRIDGE_HOR_8784,-2.170473326,4.126480087,3.422976499,53,244,53,NA,0.033304039,530
BRIDGE_HOR_8785,-2.170473326,4.126480087,3.422976499,53,244,53,NA,0.033304039,530
BRIDGE_HOR_8786,-2.170473326,4.126480087,3.422976499,53,232,53,NA,0.033304039,584
BRIDGE_HOR_8787,-2.170473326,4.126480087,3.422976499,53,232,53,NA,0.033304039,584
BRIDGE_HOR_8788,-2.170473326,4.126480087,3.422976499,53,232,53,NA,0.033304039,584
BRIDGE_HOR_8789,-2.170473326,4.126480087,3.422976499,53,232,53,NA,0.033304039,584
BRIDGE_HOR_8805,-2.170473326,4.126480087,3.422976499,53,232,53,NA,0.033304039,584
BRIDGE_HOR_8904,-2.170473326,4.126480087,3.422976499,53,232,53,NA,0.033304039,584
BRIDGE_HOR_7512,-2.170473326,4.126480087,3.422976499,53,232,53,NA,0.033304039,584
BRIDGE_HOR_8732,-3.426254978,4.689801517,4.266524877,54,215,54,NA,0.033304039,560
BRIDGE_HOR_8775,-3.426254978,4.689801517,4.266524877,54,215,54,NA,0.033304039,560
BRIDGE_HOR_8776,-3.426254978,4.689801517,4.266524877,54,215,54,NA,0.033304039,560
BRIDGE_HOR_8777,-3.426254978,4.689801517,4.266524877,54,215,54,NA,0.033304039,560
BRIDGE_HOR_8778,-3.426254978,4.689801517,4.266524877,54,215,54,NA,0.033304039,560
BRIDGE_HOR_8779,-3.426254978,4.689801517,4.266524877,54,215,54,NA,0.033304039,560
BRIDGE_HOR_15200,-3.426254978,4.689801517,4.266524877,56,230,56,NA,0.033304039,735
BRIDGE_HOR_15245,-3.426254978,4.689801517,4.266524877,56,230,56,NA,0.033304039,735
BRIDGE_HOR_15357,-3.426254978,4.689801517,4.266524877,56,230,56,NA,0.033304039,735
BRIDGE_HOR_8767,-3.426254978,4.689801517,4.266524877,54,205,54,NA,0.033304039,540
BRIDGE_HOR_8768,-3.426254978,4.689801517,4.266524877,54,205,54,NA,0.033304039,540
BRIDGE_HOR_8731,-3.426254978,4.689801517,4.266524877,57,233,57,NA,0.033304039,772
BRIDGE_HOR_8772,-3.426254978,4.689801517,4.266524877,57,233,57,NA,0.033304039,772
BRIDGE_HOR_8773,-3.426254978,4.689801517,4.266524877,57,233,57,NA,0.033304039,772
BRIDGE_HOR_8774,-3.426254978,4.689801517,4.266524877,57,233,57,NA,0.033304039,772
BRIDGE_HOR_8771,0.905321064,3.32987838,1.508945192,56,238,56,NA,0.038914781,597
BRIDGE_HOR_8803,0.905321064,3.32987838,1.508945192,56,238,56,NA,0.038914781,597
BRIDGE_HOR_8801,0.905321064,3.32987838,1.508945192,56,241,56,NA,0.038914781,672
BRIDGE_HOR_8729,0.905321064,3.32987838,1.508945192,59,229,59,NA,0.038914781,578
BRIDGE_HOR_8730,0.905321064,3.32987838,1.508945192,59,229,59,NA,0.038914781,578
BRIDGE_HOR_8727,-3.426254978,4.689801517,4.266524877,53,235,53,NA,0.033304039,594
BRIDGE_HOR_8769,-3.426254978,4.689801517,4.266524877,53,235,53,NA,0.033304039,594
BRIDGE_HOR_8770,-3.426254978,4.689801517,4.266524877,53,235,53,NA,0.033304039,594
BRIDGE_HOR_8733,-3.426254978,4.689801517,4.266524877,55,238,55,NA,0.033304039,721
BRIDGE_HOR_8780,-3.426254978,4.689801517,4.266524877,55,238,55,NA,0.033304039,721
BRIDGE_HOR_8781,-3.426254978,4.689801517,4.266524877,55,238,55,NA,0.033304039,721
BRIDGE_HOR_8725,-3.426254978,4.689801517,4.266524877,56,237,56,NA,0.033304039,586
BRIDGE_HOR_8766,-3.426254978,4.689801517,4.266524877,56,237,56,NA,0.033304039,586
BRIDGE_HOR_15176,-3.426254978,4.689801517,4.266524877,56,243,56,NA,0.033304039,665
BRIDGE_HOR_15187,-3.426254978,4.689801517,4.266524877,56,243,56,NA,0.033304039,665
BRIDGE_HOR_21042,-3.426254978,4.689801517,4.266524877,56,243,56,NA,0.033304039,665
BRIDGE_HOR_8724,-3.426254978,4.689801517,4.266524877,53,240,53,NA,0.033304039,551
BRIDGE_HOR_8763,-3.426254978,4.689801517,4.266524877,53,240,53,NA,0.033304039,551
BRIDGE_HOR_8764,-3.426254978,4.689801517,4.266524877,53,240,53,NA,0.033304039,551
BRIDGE_HOR_8765,-3.426254978,4.689801517,4.266524877,53,240,53,NA,0.033304039,551
BRIDGE_HOR_8723,-3.426254978,4.689801517,4.266524877,55,229,55,NA,0.033304039,597
BRIDGE_HOR_8760,-3.426254978,4.689801517,4.266524877,55,229,55,NA,0.033304039,597
BRIDGE_HOR_8761,-3.426254978,4.689801517,4.266524877,55,229,55,NA,0.033304039,597
BRIDGE_HOR_8762,-3.426254978,4.689801517,4.266524877,55,229,55,NA,0.033304039,597
BRIDGE_HOR_8710,-4.274400375,3.643082865,3.996677459,55,233,55,NA,0.02474777,627
BRIDGE_HOR_8749,-4.274400375,3.643082865,3.996677459,55,233,55,NA,0.02474777,627
BRIDGE_HOR_8750,-4.274400375,3.643082865,3.996677459,55,233,55,NA,0.02474777,627
BRIDGE_HOR_8751,-4.274400375,3.643082865,3.996677459,55,233,55,NA,0.02474777,627
BRIDGE_HOR_8802,-4.274400375,3.643082865,3.996677459,55,233,55,NA,0.02474777,627
BRIDGE_HOR_8722,-3.753580174,4.563826307,3.968679832,55,241,55,NA,0.033304039,760
BRIDGE_HOR_8758,-3.753580174,4.563826307,3.968679832,55,241,55,NA,0.033304039,760
BRIDGE_HOR_14901,-4.274400375,3.643082865,3.996677459,56,223,56,NA,0.02474777,632
BRIDGE_HOR_8709,-4.274400375,3.643082865,3.996677459,55,202,55,NA,0.02474777,658
BRIDGE_HOR_8746,-4.274400375,3.643082865,3.996677459,55,202,55,NA,0.02474777,658
BRIDGE_HOR_8747,-4.274400375,3.643082865,3.996677459,55,202,55,NA,0.02474777,658
BRIDGE_HOR_8748,-4.274400375,3.643082865,3.996677459,55,202,55,NA,0.02474777,658
BRIDGE_HOR_8721,-3.753580174,4.563826307,3.968679832,55,232,55,NA,0.033304039,637
BRIDGE_HOR_8757,-3.753580174,4.563826307,3.968679832,55,232,55,NA,0.033304039,637
BRIDGE_HOR_14902,-3.753580174,4.563826307,3.968679832,53,244,53,NA,0.033304039,649
BRIDGE_HOR_8720,-3.753580174,4.563826307,3.968679832,54,250,54,NA,0.033304039,672
BRIDGE_HOR_8755,-3.753580174,4.563826307,3.968679832,54,250,54,NA,0.033304039,672
BRIDGE_HOR_8756,-3.753580174,4.563826307,3.968679832,54,250,54,NA,0.033304039,672
BRIDGE_HOR_8739,3.725171949,3.051666198,-0.044683604,64,307,64,NA,0.038914781,426
BRIDGE_HOR_8711,-4.274400375,3.643082865,3.996677459,54,262,54,NA,0.02474777,571
BRIDGE_HOR_8712,-4.274400375,3.643082865,3.996677459,54,262,54,NA,0.02474777,571
BRIDGE_HOR_8719,-5.558897626,3.269522032,4.094669057,55,203,55,NA,0.033304039,722
BRIDGE_HOR_14912,-4.684189001,2.940993472,3.690795617,52,210,52,0.117190674,0.127145007,489
BRIDGE_HOR_21061,-4.684189001,2.940993472,3.690795617,52,210,52,0.117190674,0.127145007,489
BRIDGE_HOR_8708,-4.684189001,2.940993472,3.690795617,53,201,53,0.117190674,0.127145007,469
BRIDGE_HOR_8744,-4.684189001,2.940993472,3.690795617,53,201,53,0.117190674,0.127145007,469
BRIDGE_HOR_8745,-4.684189001,2.940993472,3.690795617,53,201,53,0.117190674,0.127145007,469
BRIDGE_HOR_8707,-4.684189001,2.940993472,3.690795617,55,219,55,0.117190674,0.127145007,563
BRIDGE_HOR_8718,-5.21109438,4.56022862,4.412955885,55,200,55,NA,0.03643658,572
BRIDGE_HOR_8715,-5.21109438,4.56022862,4.412955885,51,231,51,NA,0.03643658,632
BRIDGE_HOR_8752,-5.21109438,4.56022862,4.412955885,51,231,51,NA,0.03643658,632
BRIDGE_HOR_8717,-5.21109438,4.56022862,4.412955885,55,200,55,NA,0.03643658,733
BRIDGE_HOR_8753,-5.21109438,4.56022862,4.412955885,55,200,55,NA,0.03643658,733
BRIDGE_HOR_8754,-5.21109438,4.56022862,4.412955885,55,200,55,NA,0.03643658,733
BRIDGE_HOR_8804,-5.21109438,4.56022862,4.412955885,55,200,55,NA,0.03643658,733
BRIDGE_HOR_8713,-5.6628452,2.616755695,3.852572493,57,239,57,NA,NA,686
BRIDGE_HOR_15177,-5.21109438,4.56022862,4.412955885,55,217,55,NA,0.03643658,616
BRIDGE_HOR_21374,-5.21109438,4.56022862,4.412955885,55,217,55,NA,0.03643658,616
BRIDGE_HOR_8742,-5.21109438,4.56022862,4.412955885,56,225,56,NA,0.03643658,718
BRIDGE_HOR_8798,-5.21109438,4.56022862,4.412955885,56,225,56,NA,0.03643658,718
BRIDGE_HOR_8799,-5.21109438,4.56022862,4.412955885,56,225,56,NA,0.03643658,718
BRIDGE_HOR_8800,-5.21109438,4.56022862,4.412955885,56,225,56,NA,0.03643658,718
BRIDGE_HOR_8714,-5.21109438,4.56022862,4.412955885,53,236,53,NA,0.03643658,804
BRIDGE_HOR_14922,-3.991389901,4.113093888,3.665085278,54,221,54,NA,0.02474777,1041
BRIDGE_HOR_21273,-3.610012542,4.473586949,3.89975906,55,233,55,NA,0.033304039,752
BRIDGE_HOR_8740,-3.610012542,4.473586949,3.89975906,54,254,54,NA,0.033304039,681
BRIDGE_HOR_8741,-3.610012542,4.473586949,3.89975906,54,254,54,NA,0.033304039,681
BRIDGE_HOR_8795,-3.610012542,4.473586949,3.89975906,54,254,54,NA,0.033304039,681
BRIDGE_HOR_8796,-3.610012542,4.473586949,3.89975906,54,254,54,NA,0.033304039,681
BRIDGE_HOR_8797,-3.610012542,4.473586949,3.89975906,54,254,54,NA,0.033304039,681
BRIDGE_HOR_8704,-4.547183542,3.450696093,3.719260157,54,224,54,NA,0.02474777,652
BRIDGE_HOR_8705,-4.547183542,3.450696093,3.719260157,54,224,54,NA,0.02474777,652
BRIDGE_HOR_8706,-4.547183542,3.450696093,3.719260157,54,190,54,NA,0.02474777,630
BRIDGE_HOR_8743,-4.547183542,3.450696093,3.719260157,54,190,54,NA,0.02474777,630
BRIDGE_HOR_1476,3.357685117,0.823882987,2.210494062,77,207,77,NA,NA,293
BRIDGE_HOR_1513,3.357685117,0.823882987,2.210494062,77,207,77,NA,NA,293
BRIDGE_HOR_1998,3.357685117,0.823882987,2.210494062,77,207,77,NA,NA,293
BRIDGE_HOR_1769,-9.510258148,6.911120289,7.039626475,58,231,58,0.117190674,0.127145007,364
Chinese_Genebank_ZDM05777,3.064371878,0.481366119,3.087936745,77,114,77,0.378976703,0.163738295,205
Chinese_Genebank_ZDM07678,-8.537790105,6.406776938,6.446451915,52,247,52,NA,0.02602813,915
BRIDGE_HOR_1549,-2.268315789,2.662378868,3.204179025,57,232,57,NA,0.033304039,633
BRIDGE_HOR_1731,2.582737906,1.859350413,1.406666211,63,271,63,NA,0.033304039,523
BRIDGE_HOR_11963,2.562198851,0.274167055,3.512985343,NA,NA,NA,0.378976703,0.163738295,NA
BRIDGE_HOR_11964,2.562198851,0.274167055,3.512985343,NA,NA,NA,0.378976703,0.163738295,NA
BRIDGE_HOR_1587,2.562198851,0.274167055,3.512985343,NA,NA,NA,0.378976703,0.163738295,NA
BRIDGE_HOR_1708,2.562198851,0.274167055,3.512985343,NA,NA,NA,0.378976703,0.163738295,NA
BRIDGE_HOR_1724,2.562198851,0.274167055,3.512985343,NA,NA,NA,0.378976703,0.163738295,NA
BRIDGE_HOR_1727,2.562198851,0.274167055,3.512985343,NA,NA,NA,0.378976703,0.163738295,NA
BRIDGE_HOR_1761,2.562198851,0.274167055,3.512985343,NA,NA,NA,0.378976703,0.163738295,NA
BRIDGE_HOR_1762,2.562198851,0.274167055,3.512985343,NA,NA,NA,0.378976703,0.163738295,NA
BRIDGE_HOR_1764,2.562198851,0.274167055,3.512985343,NA,NA,NA,0.378976703,0.163738295,NA
BRIDGE_HOR_1816,2.562198851,0.274167055,3.512985343,NA,NA,NA,0.378976703,0.163738295,NA
BRIDGE_HOR_1817,2.562198851,0.274167055,3.512985343,NA,NA,NA,0.378976703,0.163738295,NA
BRIDGE_HOR_1821,2.562198851,0.274167055,3.512985343,NA,NA,NA,0.378976703,0.163738295,NA
BRIDGE_HOR_1822,2.562198851,0.274167055,3.512985343,NA,NA,NA,0.378976703,0.163738295,NA
BRIDGE_HOR_2669,2.562198851,0.274167055,3.512985343,NA,NA,NA,0.378976703,0.163738295,NA
BRIDGE_HOR_1571,1.209676105,1.822683677,1.716571063,58,220,58,NA,0.02474777,579
Chinese_Genebank_ZDM01780,3.097173415,-4.646245589,0.762936414,81,202,81,NA,NA,214
Chinese_Genebank_ZDM07437,3.441167281,0.670729161,3.021539678,73,133,73,0.378976703,0.163738295,387
BRIDGE_HOR_1567,3.578245183,1.597563082,2.410337598,70,252,70,NA,0.038914781,402
BRIDGE_HOR_1491,3.932002137,0.80125576,2.753058138,75,132,75,0.378976703,0.163738295,269
BRIDGE_HOR_1492,3.932002137,0.80125576,2.753058138,75,132,75,0.378976703,0.163738295,269
Chinese_Genebank_ZDM07766,4.38081249,1.077889233,2.895241348,77,131,77,0.378976703,0.163738295,233
BRIDGE_HOR_1570,4.339307089,1.195296522,2.695672446,75,138,75,0.378976703,0.163738295,218
BRIDGE_HOR_1743,4.339307089,1.195296522,2.695672446,75,138,75,0.378976703,0.163738295,218
BRIDGE_HOR_1478,4.339307089,1.195296522,2.695672446,75,138,75,0.378976703,0.163738295,218
BRIDGE_HOR_1534,4.339307089,1.195296522,2.695672446,75,138,75,0.378976703,0.163738295,218
BRIDGE_HOR_2503,4.339307089,1.195296522,2.695672446,75,138,75,0.378976703,0.163738295,218
BRIDGE_HOR_1514,3.139026713,0.236505039,3.002102266,75,122,75,0.378976703,0.163738295,275
BRIDGE_HOR_2663,3.139026713,0.236505039,3.002102266,75,122,75,0.378976703,0.163738295,275
BRIDGE_HOR_2670,3.139026713,0.236505039,3.002102266,75,122,75,0.378976703,0.163738295,275
BRIDGE_HOR_1569,4.339307089,1.195296522,2.695672446,70,148,70,0.378976703,0.163738295,372
BRIDGE_BCC_415,-0.356066983,2.62867622,2.540025186,52,251,52,NA,0.02474777,548
BRIDGE_HOR_1715,3.77774885,1.030091126,2.609507883,68,165,68,NA,NA,419
BRIDGE_HOR_1828,3.77774885,1.030091126,2.609507883,68,165,68,NA,NA,419
BRIDGE_HOR_1525,3.77774885,1.030091126,2.609507883,68,165,68,NA,NA,419
BRIDGE_HOR_1532,3.77774885,1.030091126,2.609507883,68,165,68,NA,NA,419
BRIDGE_HOR_1812,3.618950466,0.816526623,2.625322042,74,171,74,0.378976703,0.163738295,279
BRIDGE_HOR_1813,3.618950466,0.816526623,2.625322042,74,171,74,0.378976703,0.163738295,279
BRIDGE_HOR_1474,3.618950466,0.816526623,2.625322042,74,171,74,0.378976703,0.163738295,279
BRIDGE_HOR_1535,3.618950466,0.816526623,2.625322042,74,171,74,0.378976703,0.163738295,279
Chinese_Genebank_ZDM06636,4.065523969,1.333995903,2.670265997,77,123,77,0.378976703,0.163738295,221
Chinese_Genebank_ZDM06709,3.791323812,1.013626047,2.569076027,74,140,74,0.378976703,0.163738295,285
BRIDGE_HOR_1488,2.748492288,0.405599172,2.848672941,69,140,69,0.378976703,0.163738295,404
BRIDGE_HOR_1699,3.940575021,1.447349375,2.406264192,75,109,75,0.378976703,0.163738295,317
BRIDGE_HOR_1716,3.940575021,1.447349375,2.406264192,75,109,75,0.378976703,0.163738295,317
BRIDGE_HOR_1479,3.940575021,1.447349375,2.406264192,75,109,75,0.378976703,0.163738295,317
BRIDGE_BCC_408,-0.321604805,1.561810511,2.150287049,52,259,52,NA,0.033304039,543
