Taxa,GEO3,ISO3,lon,lat
SEEDGWAS1030:MRG:4:250067733,Meso-America,MEX,-97.63333333,21.06666667
SEEDGWAS1031:MRG:4:250067734,Meso-America,MEX,-93.71666667,16.7
SEEDGWAS1032:MRG:4:250067735,Meso-America,MEX,-88.05,19.58333333
SEEDGWAS1033:MRG:4:250067736,Meso-America,MEX,-101.728267,18.317643
SEEDGWAS1034:MRG:4:250067737,Meso-America,MEX,-96.96666667,19.38333333
SEEDGWAS1035:MRG:4:250067738,Meso-America,MEX,-98.43333333,22.81666667
SEEDGWAS1036:MRG:4:250067739,Meso-America,MEX,-93.21666667,17.1
SEEDGWAS1037:MRG:4:250067740,Meso-America,MEX,-101.799996,17.971798
SEEDGWAS1039:MRG:4:250067741,South America,ARG,-54.13,-26.63
SEEDGWAS104:MRG:4:250054519,Meso-America,MEX,-89.82814,19.744273
SEEDGWAS1040:MRG:4:250067742,South America,ARG,-58.240208,-26.142484
SEEDGWAS1041:MRG:4:250067743,South America,ARG,-58.75,-25.3
SEEDGWAS1042:MRG:4:250067744,South America,ARG,-61.333411,-24.164012
SEEDGWAS1043:MRG:4:250067745,Meso-America,MEX,-92.08,16.9
SEEDGWAS1044:MRG:4:250067746,Meso-America,MEX,-92.08,16.9
SEEDGWAS1045:MRG:4:250067747,Meso-America,MEX,-98.277964,21.038899
SEEDGWAS1048:MRG:4:250067748,Meso-America,MEX,-98.222282,21.10534
SEEDGWAS1049:MRG:4:250067749,Meso-America,MEX,-98.222282,21.10534
SEEDGWAS105:MRG:4:250054520,Meso-America,MEX,-90.102679,20.601679
SEEDGWAS1050:MRG:4:250067750,Meso-America,MEX,-98.296549,21.029685
SEEDGWAS1051:MRG:4:250067752,Meso-America,MEX,-98.296549,21.029685
SEEDGWAS106:MRG:4:250054521,Meso-America,GTM,-88.760766,15.827325
SEEDGWAS107:MRG:4:250054522,Meso-America,GTM,-90.193023,16.681491
SEEDGWAS1085:MRG:4:250067782,Meso-America,MEX,-102.8,20.55
SEEDGWAS1087:MRG:4:250067785,Meso-America,MEX,-100.21527,22.031961
SEEDGWAS1088:MRG:4:250067786,Meso-America,MEX,-99.816363,22.05427
SEEDGWAS1091:MRG:4:250067789,Meso-America,MEX,-100.9672228,25.552339
SEEDGWAS1095:MRG:4:250067792,Meso-America,MEX,-99.45,18.75
SEEDGWAS1096:MRG:4:250067793,Meso-America,MEX,-99.3,18.68
SEEDGWAS1097:MRG:4:250067794,Meso-America,MEX,-105.2977778,27.15888889
SEEDGWAS1099:MRG:4:250067796,South America,BRA,-49,-15
SEEDGWAS1100:MRG:4:250067797,Meso-America,CRI,-83.99449,9.954306
SEEDGWAS1101:MRG:4:250067798,Meso-America,CRI,-83.665901,9.358024
SEEDGWAS1102:MRG:4:250067799,Meso-America,CRI,-82.907759,8.820336
SEEDGWAS1103:MRG:4:250067800,Meso-America,CRI,-83.402533,9.21809
SEEDGWAS1104:MRG:4:250067802,Meso-America,CRI,-82.776594,8.884242
SEEDGWAS1105:MRG:4:250067803,Meso-America,HND,-87.105301,14.100414
SEEDGWAS1106:MRG:4:250067804,Meso-America,GTM,-90.859965,15.344145
SEEDGWAS1107:MRG:4:250067805,Meso-America,MEX,-97.28339,16.233634
SEEDGWAS1108:MRG:4:250067806,Meso-America,MEX,-97.096379,16.35071
SEEDGWAS1109:MRG:4:250067807,Meso-America,MEX,-97.28339,16.233634
SEEDGWAS1110:MRG:4:250067808,Meso-America,MEX,-104.088629,21.696608
SEEDGWAS1111:MRG:4:250067809,Meso-America,GTM,-91.4,14.616667
SEEDGWAS1114:MRG:4:250067811,South America,VEN,-71.058506,9.157008
SEEDGWAS1115:MRG:4:250070129,South America,VEN,-72.008076,7.917181
SEEDGWAS1118:MRG:4:250070132,Meso-America,GTM,-92.138837,14.663195
SEEDGWAS112:MRG:4:250054525,Meso-America,MEX,-111.113435,30.544226
SEEDGWAS1120:MRG:4:250070133,Meso-America,MEX,-102.7166667,19.96666667
SEEDGWAS1121:MRG:4:250070134,Meso-America,MEX,-97.03333333,19.08333333
SEEDGWAS1122:MRG:4:250070135,Meso-America,MEX,-96.282141,18.390306
SEEDGWAS1124:MRG:4:250070137,South America,BOL,-62.994159,-17.82886
SEEDGWAS1125:MRG:4:250070138,South America,BOL,-62.994159,-17.82886
SEEDGWAS1126:MRG:4:250070139,Meso-America,MEX,-99,19.01666667
SEEDGWAS1128:MRG:4:250070140,Meso-America,MEX,-92.1,15.7
SEEDGWAS113:MRG:4:250054526,Meso-America,MEX,-90.61666667,19.78333333
SEEDGWAS1130:MRG:4:250070141,Meso-America,MEX,-93.76666667,16.08333333
SEEDGWAS1131:MRG:4:250070142,Meso-America,MEX,-93.38333333,16.76666667
SEEDGWAS1133:MRG:4:250070143,Meso-America,MEX,-104.5333333,25.2
SEEDGWAS1134:MRG:4:250070144,Meso-America,MEX,-92.251361,15.37229
SEEDGWAS1135:MRG:4:250070145,Meso-America,MEX,-97.020133,19.017868
SEEDGWAS1136:MRG:4:250070147,Meso-America,MEX,-103.15,18.78333
SEEDGWAS1138:MRG:4:250070149,South America,BRA,-38.18333333,-10.7
SEEDGWAS114:MRG:4:250054527,Meso-America,MEX,-91.642471,18.04166
SEEDGWAS1140:MRG:4:250070150,Meso-America,MEX,-97.03333333,19.08333333
SEEDGWAS1141:MRG:4:250070151,Meso-America,MEX,-98.98333333,18.76666667
SEEDGWAS1142:MRG:4:250070152,Meso-America,MEX,-98.98333333,18.76666667
SEEDGWAS1143:MRG:4:250070153,Meso-America,MEX,-92.1,15.7
SEEDGWAS1144:MRG:4:250070154,Meso-America,MEX,-99.385656,17.576119
SEEDGWAS1145:MRG:4:250070155,Meso-America,MEX,-97.1,19.11666667
SEEDGWAS1146:MRG:4:250070156,Meso-America,MEX,-92.359949,16.352808
SEEDGWAS1147:MRG:4:250070157,Meso-America,MEX,-92.711648,16.602202
SEEDGWAS1148:MRG:4:250070158,Meso-America,MEX,-92.68035,16.538454
SEEDGWAS115:MRG:4:250054528,Meso-America,MEX,-90.233333,19.766667
SEEDGWAS1150:MRG:4:250070159,Meso-America,MEX,-92.68035,16.538454
SEEDGWAS1151:MRG:4:250070160,Meso-America,MEX,-92.711648,16.602202
SEEDGWAS1152:MRG:4:250070161,Meso-America,MEX,-92.711648,16.602202
SEEDGWAS1156:MRG:4:250070164,Meso-America,MEX,-92.73333333,15.86666667
SEEDGWAS1157:MRG:4:250070165,Meso-America,MEX,-93.26666667,16.8
SEEDGWAS116:MRG:4:250054529,NA,NA,-91.759457,18.658723
SEEDGWAS1161:MRG:4:250070169,Meso-America,MEX,-97.1,18.83
SEEDGWAS1166:MRG:4:250070172,Meso-America,MEX,-101.303874,17.678521
SEEDGWAS1167:MRG:4:250070173,Meso-America,MEX,-98.03333333,16.33333333
SEEDGWAS1168:MRG:4:250070174,Meso-America,MEX,-97.816661,16.95513
SEEDGWAS1169:MRG:4:250070175,Meso-America,MEX,-96.46666667,15.75
SEEDGWAS117:MRG:4:250054530,Meso-America,MEX,-90.740704,18.572773
SEEDGWAS1170:MRG:4:250070176,Meso-America,MEX,-103.666667,18.75
SEEDGWAS1171:MRG:4:250070177,Meso-America,MEX,-102.833333,19.183333
SEEDGWAS1172:MRG:4:250070178,Meso-America,MEX,-102.363626,18.808584
SEEDGWAS1173:MRG:4:250070179,Meso-America,MEX,-102.373599,19.08164
SEEDGWAS1174:MRG:4:250070180,Meso-America,MEX,-102.373599,19.08164
SEEDGWAS1175:MRG:4:250070181,Meso-America,MEX,-102.373599,19.08164
SEEDGWAS1176:MRG:4:250070182,Meso-America,MEX,-99.365802,16.801211
SEEDGWAS1177:MRG:4:250070183,Meso-America,MEX,-100.69796,18.300591
SEEDGWAS1178:MRG:4:250070184,Meso-America,MEX,-100.249473,18.298628
SEEDGWAS1179:MRG:4:250070185,Meso-America,MEX,-98.06005,16.409733
SEEDGWAS118:MRG:4:250054531,Meso-America,MEX,-93.101655,16.635756
SEEDGWAS1180:MRG:4:250070186,Meso-America,MEX,-98.281497,16.735414
SEEDGWAS1183:MRG:4:250070188,Meso-America,MEX,-99.205617,24.041477
SEEDGWAS1184:MRG:4:250070189,Meso-America,MEX,-97.097646,20.480001
SEEDGWAS1185:MRG:4:250070190,Meso-America,MEX,-93.26666667,16.25
SEEDGWAS1187:MRG:4:250070192,Meso-America,MEX,-105.22623,22.024349
SEEDGWAS1188:MRG:4:250070193,Meso-America,MEX,-104.344955,19.772796
SEEDGWAS1189:MRG:4:250070194,Meso-America,MEX,-96.91666667,18.9
SEEDGWAS119:MRG:4:250054532,Meso-America,MEX,-92.81666667,16.5666667
SEEDGWAS1191:MRG:4:250070195,Meso-America,MEX,-93,16.71666667
SEEDGWAS1192:MRG:4:250070196,Meso-America,MEX,-92.659404,15.332888
SEEDGWAS1195:MRG:4:250070199,Meso-America,MEX,-88.51666667,20.85
SEEDGWAS1196:MRG:4:250070200,Meso-America,MEX,-88.28333333,21.01666667
SEEDGWAS1197:MRG:4:250070201,Meso-America,HND,-88.003548,15.281744
SEEDGWAS1198:MRG:4:250070202,Meso-America,HND,-87.891039,15.590506
SEEDGWAS1199:MRG:4:250070203,Meso-America,HND,-88.19682,15.361949
SEEDGWAS12:MRG:4:250054454,Meso-America,MEX,-96.85,20.2
SEEDGWAS120:MRG:4:250054533,Meso-America,MEX,-92.0992225,15.984309
SEEDGWAS1200:MRG:4:250070204,Meso-America,HND,-87.02708,14.638033
SEEDGWAS1204:MRG:4:250070208,Meso-America,GTM,-89.870508,14.348233
SEEDGWAS1205:MRG:4:250070209,Meso-America,GTM,-89.880527,14.902827
SEEDGWAS1206:MRG:4:250070210,Meso-America,GTM,-89.55933,14.9483
SEEDGWAS1207:MRG:4:250070211,Meso-America,GTM,-89.367104,15.115625
SEEDGWAS1208:MRG:4:250070212,Meso-America,GTM,-89.428169,14.762413
SEEDGWAS1209:MRG:4:250070213,Meso-America,GTM,-90.637606,14.713922
SEEDGWAS121:MRG:4:250054534,Meso-America,MEX,-98.8167,21.5667
SEEDGWAS1210:MRG:4:250070214,Meso-America,GTM,-89.510475,14.908968
SEEDGWAS1211:MRG:4:250070215,Meso-America,GTM,-89.963493,14.94666
SEEDGWAS1212:MRG:4:250070216,Meso-America,GTM,-89.800183,14.940676
SEEDGWAS1214:MRG:4:250070218,Caribbean,PRI,-66.36666667,18.08333333
SEEDGWAS1215:MRG:4:250070219,Meso-America,GTM,-89.8,15.1
SEEDGWAS1216:MRG:4:250070220,Meso-America,GTM,-89.41666667,14.95
SEEDGWAS122:MRG:4:250054535,Meso-America,MEX,-98.746052,21.26317
SEEDGWAS1220:MRG:4:250070223,Caribbean,CUB,-76.43333333,20.38333333
SEEDGWAS123:MRG:4:250054536,Meso-America,MEX,-99.015491,21.951043
SEEDGWAS1236:MRG:4:250070267,Western Europe,FRA,-61.475936,16.389094
SEEDGWAS124:MRG:4:250054537,Meso-America,MEX,-89.484052,20.734106
SEEDGWAS1241:MRG:4:250070272,Caribbean,HTI,-72.699224,19.544
SEEDGWAS1242:MRG:4:250070273,Caribbean,PRI,-66.158868,18.061361
SEEDGWAS1244:MRG:4:250070274,Caribbean,PRI,-66.399305,18.059362
SEEDGWAS1246:MRG:4:250070275,Caribbean,PRI,-65.741368,18.190513
SEEDGWAS1247:MRG:4:250070276,Caribbean,VCT,-61.148187,13.232037
SEEDGWAS1248:MRG:4:250070277,NA,NA,-60.624146,11.217382
SEEDGWAS1249:MRG:4:250070278,Caribbean,ATG,-61.781557,17.048578
SEEDGWAS125:MRG:4:250054538,Meso-America,MEX,-89.483888,20.734108
SEEDGWAS1250:MRG:4:250070279,Caribbean,BRB,-59.55,13.15
SEEDGWAS1254:MRG:4:250070280,Meso-America,MEX,-105.177805,21.847885
SEEDGWAS1256:MRG:4:250070283,Meso-America,MEX,-92.0992225,15.984309
SEEDGWAS1257:MRG:4:250070284,Meso-America,GTM,-89.579005,14.71581
SEEDGWAS1258:MRG:4:250070285,Meso-America,GTM,-89.718358,14.657373
SEEDGWAS1259:MRG:4:250070286,Meso-America,GTM,-89.533421,14.620613
SEEDGWAS1260:MRG:4:250070287,Meso-America,GTM,-90.805464,14.786779
SEEDGWAS1261:MRG:4:250070288,Meso-America,GTM,-91.15,14.383333
SEEDGWAS1263:MRG:4:250070290,Meso-America,MEX,-98.416667,21.15
SEEDGWAS1264:MRG:4:250070292,Meso-America,MEX,-92.21666667,15.7
SEEDGWAS1265:MRG:4:250070293,Meso-America,MEX,-93.1,16.61666667
SEEDGWAS1266:MRG:4:250070294,Meso-America,MEX,-105.4666667,22.4
SEEDGWAS1267:MRG:4:250070295,Meso-America,MEX,-99.614777,26.888903
SEEDGWAS1268:MRG:4:250070296,Meso-America,MEX,-96.9,18.85
SEEDGWAS1269:MRG:4:250070297,Caribbean,CUB,-76.95,20.3
SEEDGWAS127:MRG:4:250054539,Caribbean,CUB,-75.98333333,20.25
SEEDGWAS1270:MRG:4:250070298,Caribbean,CUB,-76.894138,20.333221
SEEDGWAS1271:MRG:4:250070299,Caribbean,CUB,-76.11666667,20.61666667
SEEDGWAS1272:MRG:4:250070300,Caribbean,CUB,-77.33333333,21.08333333
SEEDGWAS1274:MRG:4:250070301,Caribbean,CUB,-76.43333333,20.38333333
SEEDGWAS1277:MRG:4:250070302,Caribbean,CUB,-76.95,20.3
SEEDGWAS1278:MRG:4:250070303,Caribbean,CUB,-76.61666667,21.2
SEEDGWAS1279:MRG:4:250070304,Caribbean,CUB,-76.95,20.3
SEEDGWAS128:MRG:4:250054540,Caribbean,CUB,-76.927588,21.002852
SEEDGWAS1281:MRG:4:250070306,Caribbean,CUB,-77.53333333,21.25
SEEDGWAS1282:MRG:4:250070307,Caribbean,CUB,-76.25,20.9
SEEDGWAS1283:MRG:4:250070308,Caribbean,CUB,-75.729414,20.676748
SEEDGWAS1284:MRG:4:250070310,Caribbean,CUB,-76.21666667,20.3
SEEDGWAS1285:MRG:4:250070311,Western Europe,FRA,-61.165426,14.739362
SEEDGWAS1287:MRG:4:250070313,Caribbean,DOM,-70.5,19.18333333
SEEDGWAS1289:MRG:4:250070314,Caribbean,VCT,-61.264283,13.23247
SEEDGWAS129:MRG:4:250056097,Caribbean,CUB,-82.02,22.83
SEEDGWAS1293:MRG:4:250070317,Meso-America,MEX,-99.223726,24.015674
SEEDGWAS1294:MRG:4:250070318,Meso-America,NIC,-86.006718,12.994002
SEEDGWAS1295:MRG:4:250070319,Meso-America,SLV,-89.997599,13.735749
SEEDGWAS13:MRG:4:250054455,Meso-America,MEX,-97.113749,20.474435
SEEDGWAS130:MRG:4:250056098,Caribbean,CUB,-80.83333333,22.38333333
SEEDGWAS1302:MRG:4:250070326,South America,COL,-73.280557,8.444639
SEEDGWAS1303:MRG:4:250070327,Meso-America,MEX,-97.699529,21.320028
SEEDGWAS1304:MRG:4:250070328,Meso-America,CRI,-82.910317,9.783843
SEEDGWAS1305:MRG:4:250070329,Meso-America,CRI,-84.265743,10.44895
SEEDGWAS1306:MRG:4:250070330,Meso-America,CRI,-82.929368,9.54934
SEEDGWAS1307:MRG:4:250070331,Meso-America,CRI,-83.25,9
SEEDGWAS1308:MRG:4:250070332,Meso-America,CRI,-84.478768,10.36278788
SEEDGWAS1309:MRG:4:250070333,Meso-America,CRI,-84.483438,10.403208
SEEDGWAS131:MRG:4:250056099,Caribbean,CUB,-81.567365,22.755449
SEEDGWAS1310:MRG:4:250070334,Meso-America,CRI,-84.266936,10.447642
SEEDGWAS1311:MRG:4:250070335,Meso-America,CRI,-85.012096,10.883452
SEEDGWAS1312:MRG:4:250070336,Meso-America,CRI,-85.009845,10.885181
SEEDGWAS1313:MRG:4:250070337,Meso-America,CRI,-85.012907,10.91985
SEEDGWAS1316:MRG:4:250070338,Meso-America,CRI,-85.612105,10.27709
SEEDGWAS1317:MRG:4:250070339,Meso-America,CRI,-84.952374,10.432058
SEEDGWAS132:MRG:4:250056100,Caribbean,CUB,-80,22.25
SEEDGWAS1320:MRG:4:250070340,Meso-America,CRI,-84.971238,10.28643
SEEDGWAS1321:MRG:4:250070341,Meso-America,CRI,-85.055372,10.350013
SEEDGWAS1322:MRG:4:250070342,Meso-America,CRI,-85.230851,10.672685
SEEDGWAS1323:MRG:4:250070343,Meso-America,NIC,-85.603295,11.214891
SEEDGWAS1324:MRG:4:250070344,Meso-America,CRI,-85.428923,10.191279
SEEDGWAS1325:MRG:4:250070345,Meso-America,CRI,-85.463114,10.031467
SEEDGWAS1326:MRG:4:250070346,Meso-America,CRI,-85.460772,10.032973
SEEDGWAS1327:MRG:4:250070347,Meso-America,CRI,-85.463114,10.031467
SEEDGWAS1329:MRG:4:250070348,Meso-America,CRI,-83.304159,9.188017
SEEDGWAS133:MRG:4:250056101,Caribbean,CUB,-83.73333333,22.41666667
SEEDGWAS1330:MRG:4:250070349,Meso-America,CRI,-83.30636,8.521084
SEEDGWAS1332:MRG:4:250070350,Meso-America,CRI,-85.439086,10.151686
SEEDGWAS1333:MRG:4:250070351,Meso-America,CRI,-85.507987,10.112727
SEEDGWAS1334:MRG:4:250105240,Meso-America,CRI,-85.476791,10.188492
SEEDGWAS1335:MRG:4:250105241,Meso-America,SLV,-89.54248,13.753858
SEEDGWAS1336:MRG:4:250105242,Meso-America,SLV,-89.54248,13.753858
SEEDGWAS1337:MRG:4:250105243,Meso-America,SLV,-89.54248,13.753858
SEEDGWAS1338:MRG:4:250105244,Meso-America,SLV,-89.867062,13.66216
SEEDGWAS134:MRG:4:250056102,Caribbean,CUB,-76.25,20.9
SEEDGWAS1340:MRG:4:250105245,Meso-America,SLV,-88.802349,13.448614
SEEDGWAS1342:MRG:4:250105246,Meso-America,SLV,-88.451302,13.330803
SEEDGWAS1344:MRG:4:250105247,Meso-America,SLV,-89.179417,14.009348
SEEDGWAS1346:MRG:4:250105248,Meso-America,SLV,-89.509358,14.045156
SEEDGWAS1347:MRG:4:250105249,Meso-America,SLV,-89.46379,14.09389
SEEDGWAS1348:MRG:4:250105250,Meso-America,SLV,-88.437896,13.561555
SEEDGWAS1349:MRG:4:250105251,Meso-America,SLV,-88.437896,13.561555
SEEDGWAS135:MRG:4:250056103,Caribbean,CUB,-76.38333333,20.73333333
SEEDGWAS1350:MRG:4:250105252,Meso-America,HND,-87.135874,13.173019
SEEDGWAS1351:MRG:4:250105253,Meso-America,HND,-87.891039,15.590506
SEEDGWAS1352:MRG:4:250105254,Meso-America,HND,-87.891039,15.590506
SEEDGWAS1353:MRG:4:250105255,Meso-America,HND,-88.016667,15.4
SEEDGWAS1355:MRG:4:250105256,Meso-America,HND,-86.088789,14.744943
SEEDGWAS1356:MRG:4:250105257,Meso-America,HND,-85.937304,14.793053
SEEDGWAS1357:MRG:4:250105258,Meso-America,HND,-87.929345,15.380512
SEEDGWAS1358:MRG:4:250105259,Meso-America,HND,-87.99316,15.053429
SEEDGWAS1359:MRG:4:250105260,Meso-America,HND,-87.99316,15.053429
SEEDGWAS136:MRG:4:250056104,Caribbean,GRD,-61.63,12.2
SEEDGWAS1360:MRG:4:250105261,Meso-America,HND,-88.003548,15.281744
SEEDGWAS1361:MRG:4:250105262,Meso-America,PAN,-81.18333333,8.133333333
SEEDGWAS1362:MRG:4:250105263,Meso-America,PAN,-81.219826,8.187298
SEEDGWAS1363:MRG:4:250105264,Meso-America,PAN,-80.692968,8.176827
SEEDGWAS1364:MRG:4:250105265,Meso-America,PAN,-80.531579,8.327238
SEEDGWAS1365:MRG:4:250105266,Meso-America,PAN,-82.71666667,8.583333333
SEEDGWAS1366:MRG:4:250105267,Meso-America,PAN,-80.552275,8.061959
SEEDGWAS1367:MRG:4:250105268,Meso-America,PAN,-80.48333333,7.966666667
SEEDGWAS1368:MRG:4:250105269,Meso-America,PAN,-79.1,9.166666667
SEEDGWAS1369:MRG:4:250105270,Meso-America,PAN,-78.978395,9.215315
SEEDGWAS137:MRG:4:250056105,Caribbean,HTI,-74.267982,18.563505
SEEDGWAS1370:MRG:4:250105271,Meso-America,PAN,-80.172251,8.566825
SEEDGWAS1371:MRG:4:250105272,Meso-America,PAN,-80.258465,8.40745
SEEDGWAS1372:MRG:4:250105273,Meso-America,PAN,-80.258465,8.40745
SEEDGWAS1373:MRG:4:250105275,Caribbean,CUB,-76.95,20.96666667
SEEDGWAS1374:MRG:4:250105276,Caribbean,CUB,-76.43333333,20.38333333
SEEDGWAS1375:MRG:4:250105277,Caribbean,CUB,-76.21666667,20.3
SEEDGWAS1376:MRG:4:250105278,Caribbean,CUB,-76.21666667,20.3
SEEDGWAS1377:MRG:4:250105279,Western Europe,FRA,-61.350975,16.319743
SEEDGWAS1378:MRG:4:250105280,Western Europe,FRA,-61.482804,16.214784
SEEDGWAS1379:MRG:4:250105281,Western Europe,FRA,-61.700681,16.320169
SEEDGWAS1380:MRG:4:250105282,Western Europe,FRA,-61.581424,16.262387
SEEDGWAS1381:MRG:4:250105283,Caribbean,HTI,-72.341009,19.507351
SEEDGWAS1383:MRG:4:250105284,Caribbean,HTI,-73.800134,18.286044
SEEDGWAS1386:MRG:4:250105287,Caribbean,PRI,-66.299774,18.18164
SEEDGWAS1387:MRG:4:250105288,Caribbean,PRI,-65.741368,18.190513
SEEDGWAS1388:MRG:4:250105289,Caribbean,DOM,-70.5,19.18333333
SEEDGWAS1389:MRG:4:250105290,Caribbean,DOM,-70.021015,19.197019
SEEDGWAS139:MRG:4:250056107,Meso-America,MEX,-98.905924,21.544818
SEEDGWAS1390:MRG:4:250105291,Caribbean,DOM,-70.382798,19.677604
SEEDGWAS1391:MRG:4:250105292,Caribbean,DOM,-70.488525,19.354584
SEEDGWAS1392:MRG:4:250105293,Caribbean,DOM,-70.5,19.18333333
SEEDGWAS1393:MRG:4:250105294,Caribbean,VCT,-61.249598,13.176096
SEEDGWAS1394:MRG:4:250105295,Caribbean,VCT,-61.221184,13.161853
SEEDGWAS1395:MRG:4:250105296,Caribbean,TTO,-61.399664,10.642774
SEEDGWAS14:MRG:4:250054456,Meso-America,MEX,-96.354444,19.344444
SEEDGWAS1400:MRG:4:250105298,Caribbean,TTO,-61.46,10.71
SEEDGWAS1401:MRG:4:250105299,Caribbean,TTO,-61.26624,10.548746
SEEDGWAS1402:MRG:4:250105300,Caribbean,TTO,-61.249153,10.502186
SEEDGWAS1403:MRG:4:250105301,Caribbean,TTO,-61.249153,10.502186
SEEDGWAS1404:MRG:4:250105302,Caribbean,TTO,-61.249153,10.502186
SEEDGWAS1407:MRG:4:250105305,South America,BRA,-47.71666667,-23.11666667
SEEDGWAS1408:MRG:4:250105306,South America,BRA,-49.094245,-26.495538
SEEDGWAS1409:MRG:4:250105307,South America,BRA,-49.68333333,-28.93333333
SEEDGWAS141:MRG:4:250056108,Meso-America,MEX,-97.382222,20.43027778
SEEDGWAS1410:MRG:4:250105308,South America,BRA,-49.457185,-28.920044
SEEDGWAS1411:MRG:4:250105309,South America,BRA,-49.381378,-21.070066
SEEDGWAS1412:MRG:4:250105310,South America,BRA,-47.56666667,-22.43333333
SEEDGWAS1413:MRG:4:250105311,South America,BRA,-49.15,-20.96666667
SEEDGWAS1414:MRG:4:250105312,South America,BRA,-47.937215,-22.537739
SEEDGWAS1415:MRG:4:250105313,South America,BRA,-48.46666667,-20.93333333
SEEDGWAS1416:MRG:4:250105314,South America,BRA,-46.852271,-22.437301
SEEDGWAS1417:MRG:4:250105315,South America,BRA,-48.92991,-20.756582
SEEDGWAS1418:MRG:4:250105316,South America,BRA,-50.83333333,-21.78333333
SEEDGWAS142:MRG:4:250056109,Meso-America,MEX,-97.129731,20.547635
SEEDGWAS1421:MRG:4:250105317,South America,BRA,-47.71666667,-23.11666667
SEEDGWAS1422:MRG:4:250105318,South America,BRA,-50.202062,-22.437175
SEEDGWAS1424:MRG:4:250105320,South America,BRA,-47.9,-22.01666667
SEEDGWAS1427:MRG:4:250105322,South America,BRA,-56.771095,-9.151427
SEEDGWAS1428:MRG:4:250105323,South America,BRA,-39.1086,-12.651497
SEEDGWAS1429:MRG:4:250105324,Meso-America,GTM,-92.081027,14.857059
SEEDGWAS143:MRG:4:250056110,Meso-America,MEX,-89.31613,19.841513
SEEDGWAS1430:MRG:4:250105325,Meso-America,GTM,-91.3232,14.418766
SEEDGWAS1431:MRG:4:250105326,Meso-America,GTM,-90.76666667,14.28333333
SEEDGWAS1432:MRG:4:250105327,Meso-America,GTM,-89.963493,14.94666
SEEDGWAS1434:MRG:4:250105328,Meso-America,GTM,-89.55,14.78333333
SEEDGWAS1435:MRG:4:250105329,Meso-America,GTM,-90.487282,15.092398
SEEDGWAS1436:MRG:4:250105330,Meso-America,GTM,-89.438894,14.624426
SEEDGWAS1437:MRG:4:250105332,Meso-America,GTM,-89.1,15.266667
SEEDGWAS1438:MRG:4:250105333,Meso-America,GTM,-90.751703,14.279885
SEEDGWAS1439:MRG:4:250105334,Meso-America,GTM,-90.76666667,14.28333333
SEEDGWAS144:MRG:4:250056111,South America,BRA,-49.33333333,-24.11666667
SEEDGWAS1440:MRG:4:250105335,Meso-America,GTM,-90.76666667,14.28333333
SEEDGWAS1441:MRG:4:250070383,Meso-America,GTM,-90.868418,14.112458
SEEDGWAS1442:MRG:4:250070384,Caribbean,CUB,-74.5,20.33333333
SEEDGWAS1443:MRG:4:250070385,Caribbean,CUB,-76.43333333,20.38333333
SEEDGWAS1457:MRG:4:250070397,South America,BRA,-46.93333333,-22.45
SEEDGWAS1458:MRG:4:250070398,South America,BRA,-49.457185,-28.920044
SEEDGWAS1460:MRG:4:250070400,South America,BRA,-54.409057,-28.290932
SEEDGWAS1463:MRG:4:250070403,Meso-America,MEX,-97.61666667,16.11666667
SEEDGWAS1464:MRG:4:250070404,Meso-America,MEX,-98.026611,16.343416
SEEDGWAS1465:MRG:4:250070405,Meso-America,MEX,-98.026611,16.343416
